jp,cn,status,chapter,source,source_row,source_status,occurrences,basis
千堂,千堂,contextual,本作；详见使用限制,selected-tda03,52,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
千堂専務,千堂专务,contextual,本作；详见使用限制,selected-tda03,53,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
千堂少尉,千堂少尉,contextual,本作；详见使用限制,selected-tda03,54,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
千堂柚香,千堂柚香,contextual,本作；详见使用限制,selected-tda03,55,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
千堂柚香少尉,千堂柚香少尉,contextual,本作；详见使用限制,selected-tda03,56,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
古手川先生,古手川老师,contextual,本作；详见使用限制,selected-tda03,57,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
咲代子,咲代子,contextual,本作；详见使用限制,selected-tda03,58,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
大上中尉,大上中尉,contextual,本作；详见使用限制,selected-tda03,59,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
大和,大和,contextual,本作；详见使用限制,selected-tda03,60,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
大規模重力偏差,大规模重力偏差,contextual,本作；详见使用限制,selected-tda03,61,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
太平洋,太平洋,contextual,本作；详见使用限制,selected-tda03,62,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
寺本,寺本,contextual,本作；详见使用限制,selected-tda03,63,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
帝国衛士,帝国卫士,contextual,本作；详见使用限制,selected-tda03,64,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
悠陽殿下,悠阳殿下,contextual,本作；详见使用限制,selected-tda03,65,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
戦術機小隊,战术机小队,contextual,本作；详见使用限制,selected-tda03,66,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
戦術機母艦,战术机母舰,contextual,本作；详见使用限制,selected-tda03,67,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
戦術機部隊,战术机部队,contextual,本作；详见使用限制,selected-tda03,68,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
整備兵,整备兵,contextual,本作；详见使用限制,selected-tda03,69,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
整備班長,整备班长,contextual,本作；详见使用限制,selected-tda03,70,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
斑鳩,斑鸠,contextual,本作；详见使用限制,selected-tda03,71,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
斑鳩閣下,斑鸠阁下,contextual,本作；详见使用限制,selected-tda03,72,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
月詠中尉,月咏中尉,contextual,本作；详见使用限制,selected-tda03,73,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
松風,松风,contextual,本作；详见使用限制,selected-tda03,74,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
松風諒一,松风谅一,contextual,本作；详见使用限制,selected-tda03,75,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
柚香,柚香,contextual,本作；详见使用限制,selected-tda03,76,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
楠本,楠本,contextual,本作；详见使用限制,selected-tda03,77,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
沙霧大尉,沙雾上尉,contextual,本作；详见使用限制,selected-tda03,78,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
河崎重工専務,河崎重工专务,contextual,本作；详见使用限制,selected-tda03,79,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
浅葱,浅葱,contextual,本作；详见使用限制,selected-tda03,80,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
白銀中尉,白银中尉,contextual,本作；详见使用限制,selected-tda03,81,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
真壁中佐,真壁中佐,contextual,本作；详见使用限制,selected-tda03,82,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
神代少尉,神代少尉,contextual,本作；详见使用限制,selected-tda03,83,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
第３１８海兵戦術機隊,第318海军陆战队战术机队,contextual,本作；详见使用限制,selected-tda03,84,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
米国,美国,contextual,本作；详见使用限制,selected-tda03,85,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
米国海兵隊,美国海军陆战队,contextual,本作；详见使用限制,selected-tda03,86,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
米国陸軍第１軍団第６６戦術機甲大隊,美国陆军第1军团第66战术机甲大队,contextual,本作；详见使用限制,selected-tda03,87,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
米軍,美军,contextual,本作；详见使用限制,selected-tda03,88,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
美桜乃少尉,美樱乃少尉,contextual,本作；详见使用限制,selected-tda03,89,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
美桜乃雫,美樱乃雫,contextual,本作；详见使用限制,selected-tda03,90,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
美桜乃雫少尉,美樱乃雫少尉,contextual,本作；详见使用限制,selected-tda03,91,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
衛士たち,卫士们,contextual,本作；详见使用限制,selected-tda03,92,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
装甲駆逐艦マザーグース,装甲驱逐舰鹅妈妈号,contextual,本作；详见使用限制,selected-tda03,93,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
軌道降下兵,轨道降下兵,contextual,本作；详见使用限制,selected-tda03,94,provisional-selected,,本作采用轨道降下兵；旧表轨道潜水员错误，不自动改正文中的其他译法；来自上一轮暂定专表，不是历史全量基线。
雫,雫,contextual,本作；详见使用限制,selected-tda03,95,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
響,响,contextual,本作；详见使用限制,selected-tda03,96,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
駒木咲代子,驹木咲代子,contextual,本作；详见使用限制,selected-tda03,97,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
龍浪,龙浪,contextual,本作；详见使用限制,selected-tda03,98,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
龍浪中尉,龙浪中尉,contextual,本作；详见使用限制,selected-tda03,99,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
龍浪響,龙浪响,contextual,本作；详见使用限制,selected-tda03,100,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
龍浪響中尉,龙浪响中尉,contextual,本作；详见使用限制,selected-tda03,101,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ァァ,啊啊,excluded,2006年02月18日_24：反応炉区画での激戦,mixed,10,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
アイアンサイド大尉,艾恩赛德上尉,candidate,2006年01月21日_01：JFKハイヴ攻略戦準備【0730修正】 / 2006年02月18日_08：『門』入り口 / 2006年02月18日_28：JFKからの帰還,mixed,11,unscoped,4,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
イカルガ閣下,斑鸠阁下,candidate,2005年12月30日_06：夜・エレンと酒場1 / 2006年01月09日_03：呼び出し,mixed,25,unscoped,5,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
インド,印度,candidate,2006年01月07日_04：夜、エレンと,mixed,30,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
ウィル,威尔,candidate,2006年02月17日_01：リリア / 2006年02月18日_02：米軍戦術機部隊投入 / 2006年02月18日_21：JFK脳髄の間 / 2006年02月18日_27：リリア,mixed,36,unscoped,8,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
ウォーケン,沃肯,candidate,2006年01月01日_12：北米航空宇宙防衛司令部攻防戦2 / 2006年01月21日_01：JFKハイヴ攻略戦準備【0730修正】 / 2006年02月15日_02：作戦会議【0730修正】 / 2006年02月18日_10：米軍突入部隊 / 2006年02月18日_12：地下茎 / 2006年02月18日_15：後退するフランス部隊 / 2006年02月18日_23：特攻前,mixed,42,unscoped,11,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
ウォーケン少佐,沃肯少佐,candidate,2006年01月01日_12：北米航空宇宙防衛司令部攻防戦2 / 2006年01月21日_01：JFKハイヴ攻略戦準備【0730修正】 / 2006年02月15日_02：作戦会議【0730修正】 / 2006年02月18日_10：米軍突入部隊 / 2006年02月18日_12：地下茎 / 2006年02月18日_15：後退するフランス部隊 / 2006年02月18日_23：特攻前,mixed,44,unscoped,11,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
ウォードッグ,战犬,candidate,2005年12月29日_04：夕方・帰投し千堂親子再会 / 2006年01月01日_05：北米航空宇宙防衛司令部攻防戦1膠着 / 2006年01月01日_09：斯衛と沙霧 / 2006年01月01日_11：斯衛と帝国 / 2006年01月01日_12：北米航空宇宙防衛司令部攻防戦2 / 2006年01月01日_17：救助 / 2006年01月21日_02：真壁と響【0730修正】 / 2006年02月18日_04：戦術機部隊撤退 / 2006年02月18日_06：再攻撃 / 2006年02月18日_08：『門』入り口 / 2006年02月18日_10：米軍突入部隊 / 2006年02月18日_15：後退するフランス部隊 / 2006年02月18日_16：救援 / 2006年02月18日_17：再編成 / 2006年02月18日_21：JFK脳髄の間 / 2006年02月18日_22：柚香脱出 / 2006年02月18日_23：特攻前 / 2006年02月18日_24：反応炉区画での激戦,mixed,45,unscoped,31,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
ウォードッグス,战犬,candidate,2006年02月18日_06：再攻撃,mixed,46,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
ウォードッグ小隊,战犬小队,candidate,2005年12月29日_04：夕方・帰投し千堂親子再会 / 2006年01月21日_02：真壁と響【0730修正】,mixed,47,unscoped,2,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
ウチ,我方/本舰,excluded,2005年12月29日_01：日中・国境線現在 / 2005年12月29日_06：深夜・柚香とエレン / 2006年02月18日_28：JFKからの帰還,mixed,49,unscoped,4,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
エリア,区域,candidate,2005年12月30日_07：夜・エレンと酒場2 / 2006年02月18日_02：米軍戦術機部隊投入 / 2006年02月18日_03：フェイズ２からフェイズ３へ / 2006年02月18日_04：戦術機部隊撤退 / 2006年02月18日_06：再攻撃,mixed,51,unscoped,6,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
エレメント,分队,candidate,2005年12月31日_03：格納庫,mixed,52,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
エレン,艾伦,candidate,2005年12月29日_01：日中・国境線現在 / 2005年12月29日_04：夕方・帰投し千堂親子再会 / 2005年12月29日_05：夜：酒場にて / 2005年12月29日_06：深夜・柚香とエレン / 2005年12月30日_06：夜・エレンと酒場1 / 2005年12月30日_07：夜・エレンと酒場2 / 2005年12月31日_02：ブリーフィング / 2005年12月31日_03：格納庫 / 2005年12月31日_05：道中 / 2006年01月01日_02：シアトル混乱 / 2006年01月01日_09：斯衛と沙霧 / 2006年01月01日_11：斯衛と帝国 / 2006年01月01日_15：核爆発 / 2006年01月01日_17：救助 / 2006年01月04日_01：孤児院に向かう【0729修正】 / 2006年01月07日_02：柚香入院 / 2006年01月07日_04：夜、エレンと / 2006年01月09日_03：呼び出し / 2006年02月14日_02：施設 / 2006年02月14日_04：出征式【0730修正】 / 2006年02月17日_02：エレンと響 / 2006年02月18日_10：米軍突入部隊 / 2006年02月18日_12：地下茎 / 2006年02月18日_16：救援 / 2006年02月18日_17：再編成 / 2006年02月18日_24：反応炉区画での激戦,mixed,53,unscoped,61,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
エレン・エイス,艾伦·艾斯,candidate,2005年12月29日_04：夕方・帰投し千堂親子再会 / 2006年02月14日_02：施設,mixed,54,unscoped,3,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
エレン・エイス少尉,艾伦·艾斯少尉,candidate,2005年12月29日_04：夕方・帰投し千堂親子再会 / 2006年02月14日_02：施設,mixed,56,unscoped,3,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
オーストラリア,澳大利亚,candidate,2006年02月18日_21：JFK脳髄の間,mixed,66,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
クソ,该死,candidate,2005年12月29日_01：日中・国境線現在 / 2006年01月09日_03：呼び出し / 2006年01月10日_01：響の夢 / 2006年02月14日_03：まりもの話【0730修正】 / 2006年02月15日_02：作戦会議【0730修正】 / 2006年02月18日_03：フェイズ２からフェイズ３へ / 2006年02月18日_04：戦術機部隊撤退 / 2006年02月18日_10：米軍突入部隊 / 2006年02月18日_24：反応炉区画での激戦,mixed,84,unscoped,12,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
クレイン,鹤,candidate,2006年01月01日_11：斯衛と帝国 / 2006年01月01日_12：北米航空宇宙防衛司令部攻防戦2 / 2006年02月18日_04：戦術機部隊撤退 / 2006年02月18日_25：勝負あり,mixed,88,unscoped,6,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
クレイン中隊,鹤中队,candidate,2006年01月01日_12：北米航空宇宙防衛司令部攻防戦2,mixed,90,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
