jp,cn,status,chapter,source,source_row,source_status,occurrences,basis
亀岡戦域,龟冈战区,contextual,本作；详见使用限制,selected-imperial-capital-burns,16,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
事前処置,战前处置,contextual,本作；详见使用限制,selected-imperial-capital-burns,17,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
光線属種,光线属种,contextual,本作；详见使用限制,selected-imperial-capital-burns,18,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
光線属種積乱雲,光线属种积雨云,contextual,本作；详见使用限制,selected-imperial-capital-burns,19,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
全島疎開令,全岛疏散令,contextual,本作；详见使用限制,selected-imperial-capital-burns,20,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
半学徒,半学徒卫士,contextual,本作；详见使用限制,selected-imperial-capital-burns,21,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
半学徒兵,半学徒卫士,contextual,本作；详见使用限制,selected-imperial-capital-burns,22,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
半学徒衛士,半学徒卫士,contextual,本作；详见使用限制,selected-imperial-capital-burns,23,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
噴射地表面滑走,喷射地表滑行,contextual,本作；详见使用限制,selected-imperial-capital-burns,24,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
国土防衛整備計画,国土防卫整备计划,contextual,本作；详见使用限制,selected-imperial-capital-burns,25,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
圧力注射,压力注射,contextual,本作；详见使用限制,selected-imperial-capital-burns,26,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
壱型丙,一型丙,contextual,本作；详见使用限制,selected-imperial-capital-burns,27,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
外様,外样,contextual,本作；详见使用限制,selected-imperial-capital-burns,28,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
太平洋,太平洋,contextual,本作；详见使用限制,selected-imperial-capital-burns,29,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
失探,失去追踪,contextual,本作；详见使用限制,selected-imperial-capital-burns,30,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
安倍智彦,安倍智彦,contextual,本作；详见使用限制,selected-imperial-capital-burns,31,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
家格替え,改换家格,contextual,本作；详见使用限制,selected-imperial-capital-burns,32,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
小沢久彌,小泽久弥,contextual,本作；详见使用限制,selected-imperial-capital-burns,33,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
山百合魂,山百合魂,contextual,本作；详见使用限制,selected-imperial-capital-burns,34,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
嵐山基地,岚山基地,contextual,本作；详见使用限制,selected-imperial-capital-burns,35,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
巌谷榮二,岩谷荣二,contextual,本作；详见使用限制,selected-imperial-capital-burns,36,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
帝国本土防衛軍,帝国本土防卫军,contextual,本作；详见使用限制,selected-imperial-capital-burns,37,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
帝国軍衛士,帝国军卫士,contextual,本作；详见使用限制,selected-imperial-capital-burns,38,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
広域データリンク,广域数据链,contextual,本作；详见使用限制,selected-imperial-capital-burns,39,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
後催眠暗示,催眠后暗示,contextual,本作；详见使用限制,selected-imperial-capital-burns,40,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
悠陽,悠阳,contextual,本作；详见使用限制,selected-imperial-capital-burns,41,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
愛宕陣地,爱宕阵地,contextual,本作；详见使用限制,selected-imperial-capital-burns,42,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
感覚欺瞞,感官欺骗,contextual,本作；详见使用限制,selected-imperial-capital-burns,43,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
戦時特例法,战时特别法,contextual,本作；详见使用限制,selected-imperial-capital-burns,44,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
戦術機部隊,战术机部队,contextual,本作；详见使用限制,selected-imperial-capital-burns,45,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
戦術鬼,战术魔鬼,contextual,本作；详见使用限制,selected-imperial-capital-burns,46,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
戦車兵,坦克兵,contextual,本作；详见使用限制,selected-imperial-capital-burns,47,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
摂家,摄家,contextual,本作；详见使用限制,selected-imperial-capital-burns,48,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
攻性接敵,主动接敌,contextual,本作；详见使用限制,selected-imperial-capital-burns,49,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
政威大将軍,政威大将军,contextual,本作；详见使用限制,selected-imperial-capital-burns,50,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
敷設弾,布雷弹,contextual,本作；详见使用限制,selected-imperial-capital-burns,51,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
斑鳩,斑鸠,contextual,本作；详见使用限制,selected-imperial-capital-burns,52,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
機械化歩兵装甲,机械化步兵装甲,contextual,本作；详见使用限制,selected-imperial-capital-burns,53,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
死の８分,死亡8分钟,contextual,本作；详见使用限制,selected-imperial-capital-burns,54,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
烏が岳,乌岳,contextual,本作；详见使用限制,selected-imperial-capital-burns,55,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
異星起源種,异星起源种,contextual,本作；详见使用限制,selected-imperial-capital-burns,56,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
直援,直接支援,contextual,本作；详见使用限制,selected-imperial-capital-burns,57,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
短刀,短刀,contextual,本作；详见使用限制,selected-imperial-capital-burns,58,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
突撃前衛長,突击前卫长,contextual,本作；详见使用限制,selected-imperial-capital-burns,59,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
管制ユニット,管制单元,contextual,本作；详见使用限制,selected-imperial-capital-burns,60,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
米国,美国,contextual,本作；详见使用限制,selected-imperial-capital-burns,61,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
米軍,美军,contextual,本作；详见使用限制,selected-imperial-capital-burns,62,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
緊急破壊脱出,紧急破坏逃生,contextual,本作；详见使用限制,selected-imperial-capital-burns,63,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
総合戦闘武術評価試験,综合战斗武术评价考试,contextual,本作；详见使用限制,selected-imperial-capital-burns,64,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
総戦武,综战武,contextual,本作；详见使用限制,selected-imperial-capital-burns,65,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
自律圧力注射,自律压力注射,contextual,本作；详见使用限制,selected-imperial-capital-burns,66,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
蓮川,莲川,contextual,本作；详见使用限制,selected-imperial-capital-burns,67,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
装弾筒付翼安定徹甲弾,尾翼稳定脱壳穿甲弹,contextual,本作；详见使用限制,selected-imperial-capital-burns,68,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
親藩,亲藩,contextual,本作；详见使用限制,selected-imperial-capital-burns,69,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
試製98式,试制98式,contextual,本作；详见使用限制,selected-imperial-capital-burns,70,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
試製強化装備,试制强化装备,contextual,本作；详见使用限制,selected-imperial-capital-burns,71,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
試製９８式,试制98式,contextual,本作；详见使用限制,selected-imperial-capital-burns,72,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
譜代,谱代,contextual,本作；详见使用限制,selected-imperial-capital-burns,73,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
近畿地方,近畿地区,contextual,本作；详见使用限制,selected-imperial-capital-burns,74,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
重金属雲,重金属云,contextual,本作；详见使用限制,selected-imperial-capital-burns,75,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
隊形扇三型,扇形三型队形,contextual,本作；详见使用限制,selected-imperial-capital-burns,76,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
面制圧,区域压制,contextual,本作；详见使用限制,selected-imperial-capital-burns,77,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
鬼姫,鬼姬,contextual,本作；详见使用限制,selected-imperial-capital-burns,78,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
９１式騎兵銃,91式卡宾枪,contextual,本作；详见使用限制,selected-imperial-capital-burns,79,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
Ｂ小隊,B小队,contextual,本作；详见使用限制,selected-imperial-capital-burns,80,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
斯衛,斯卫,contextual,全篇,imperial-old,2,legacy-table,147,主库术语表
小隊,小队,contextual,全篇,imperial-old,3,legacy-table,110,主库术语表
衛士,卫士,contextual,全篇,imperial-old,4,legacy-table,105,主库术语表
ＢＥＴＡ,BETA,contextual,全篇,imperial-old,5,legacy-table,99,用户审定
女,女性,contextual,全篇,imperial-old,6,legacy-table,80,主库术语表
部隊,部队,contextual,全篇,imperial-old,7,legacy-table,70,主库术语表
斯衛軍,斯卫军,contextual,全篇,imperial-old,8,legacy-table,69,主库术语表
戦術機,战术机,contextual,全篇,imperial-old,9,legacy-table,64,主库术语表
帝国軍,帝国军,contextual,全篇,imperial-old,10,legacy-table,63,主库术语表
ファング,獠牙,contextual,全篇,imperial-old,11,legacy-table,53,用户审定
大尉,上尉,contextual,全篇,imperial-old,12,legacy-table,45,用户审定
中尉,中尉,contextual,全篇,imperial-old,13,legacy-table,33,用户审定
基地,基地,contextual,全篇,imperial-old,14,legacy-table,30,主库术语表
中隊,中队,contextual,全篇,imperial-old,15,legacy-table,31,主库术语表
事前処置,战前处置,contextual,全篇,imperial-old,16,legacy-table,27,本章审定
リンク,链路,contextual,全篇,imperial-old,17,legacy-table,25,主库术语表
響,响,contextual,全篇,imperial-old,18,legacy-table,24,主库术语表
データリンク,数据链,contextual,全篇,imperial-old,19,legacy-table,24,主库术语表
少尉,少尉,contextual,全篇,imperial-old,20,legacy-table,22,用户审定
小型種,小型种,contextual,全篇,imperial-old,21,legacy-table,20,主库术语表
男,男性,contextual,全篇,imperial-old,22,legacy-table,20,主库术语表
国連,联合国,contextual,全篇,imperial-old,23,legacy-table,19,主库术语表
摂家,摄家,contextual,全篇,imperial-old,24,legacy-table,19,本章审定
譜代,谱代,contextual,全篇,imperial-old,25,legacy-table,19,本章审定
声,声音,contextual,全篇,imperial-old,26,legacy-table,18,主库术语表
外様,外样,contextual,全篇,imperial-old,27,legacy-table,18,本章审定
子供,孩子,contextual,全篇,imperial-old,28,legacy-table,17,主库术语表
瑞鶴,瑞鹤,contextual,全篇,imperial-old,29,legacy-table,18,主库术语表
艦隊,舰队,contextual,全篇,imperial-old,30,legacy-table,16,主库术语表
海軍,海军,contextual,全篇,imperial-old,31,legacy-table,17,主库术语表
ユニット,单元,contextual,全篇,imperial-old,32,legacy-table,16,主库术语表
少佐,少校,contextual,全篇,imperial-old,33,legacy-table,16,用户审定
リスク,风险,contextual,全篇,imperial-old,34,legacy-table,13,主库术语表
中佐,中校,contextual,全篇,imperial-old,35,legacy-table,14,用户审定
嵐山基地,岚山基地,contextual,全篇,imperial-old,36,legacy-table,14,本章审定
隊長,队长,contextual,全篇,imperial-old,37,legacy-table,14,主库术语表
光線属種,光线属种,contextual,全篇,imperial-old,38,legacy-table,13,本章审定
国連軍,联合国军,contextual,全篇,imperial-old,39,legacy-table,13,主库术语表
戦車級,战车级,contextual,全篇,imperial-old,40,legacy-table,12,主库术语表
政威大将軍,政威大将军,contextual,全篇,imperial-old,41,legacy-table,12,本章审定
米軍,美军,contextual,全篇,imperial-old,42,legacy-table,12,主库术语表
悪酔い,恶醉,contextual,全篇,imperial-old,43,legacy-table,11,本章审定
斑鳩,斑鸠,contextual,全篇,imperial-old,44,legacy-table,11,主库术语表
突撃級,突击级,contextual,全篇,imperial-old,45,legacy-table,11,主库术语表
蓮川,莲川,contextual,全篇,imperial-old,46,legacy-table,10,主库术语表
光線級,光线级,contextual,全篇,imperial-old,47,legacy-table,10,主库术语表
友軍,友军,contextual,全篇,imperial-old,48,legacy-table,10,主库术语表
壱型丙,一型丙,contextual,全篇,imperial-old,49,legacy-table,10,本章审定
日本帝国,日本帝国,contextual,全篇,imperial-old,50,legacy-table,10,主库术语表
死の８分,死亡8分钟,contextual,全篇,imperial-old,51,legacy-table,10,本章审定
要塞級,要塞级,contextual,全篇,imperial-old,52,legacy-table,9,主库术语表
軍隊,军队,contextual,全篇,imperial-old,53,legacy-table,10,主库术语表
おかっちませ,祝君得胜,contextual,全篇,imperial-old,54,legacy-table,9,本章审定
ユーラシア,欧亚大陆,contextual,全篇,imperial-old,55,legacy-table,9,主库术语表
司令部,司令部,contextual,全篇,imperial-old,56,legacy-table,9,主库术语表
機械化歩兵装甲,机械化步兵装甲,contextual,全篇,imperial-old,57,legacy-table,8,本章审定
重金属雲,重金属云,contextual,全篇,imperial-old,58,legacy-table,9,本章审定
ブロック,区块,contextual,全篇,imperial-old,59,legacy-table,8,主库术语表
家格替え,改换家格,contextual,全篇,imperial-old,60,legacy-table,8,本章审定
許嫁,未婚夫,contextual,全篇,imperial-old,61,legacy-table,8,本章审定
クソ,该死,contextual,全篇,imperial-old,62,legacy-table,7,主库术语表
大型種,大型种,contextual,全篇,imperial-old,63,legacy-table,7,主库术语表
後催眠暗示,催眠后暗示,contextual,全篇,imperial-old,64,legacy-table,7,本章审定
バッテリー,电池,contextual,全篇,imperial-old,65,legacy-table,6,主库术语表
大佐,上校,contextual,全篇,imperial-old,66,legacy-table,6,用户审定
異星起源種,异星起源种,contextual,全篇,imperial-old,67,legacy-table,6,本章审定
米国,美国,contextual,全篇,imperial-old,68,legacy-table,5,主库术语表
緊急破壊脱出,紧急破坏逃生,contextual,全篇,imperial-old,69,legacy-table,6,本章审定
試製９８式,试制98式,contextual,全篇,imperial-old,70,legacy-table,6,本章审定
フォックス１,开火/发射,contextual,全篇,imperial-old,71,legacy-table,5,本章审定
中国地方,中国地区,contextual,全篇,imperial-old,72,legacy-table,5,本章审定
亀岡戦域,龟冈战区,contextual,全篇,imperial-old,73,legacy-table,5,本章审定
兵士,士兵,contextual,全篇,imperial-old,74,legacy-table,5,主库术语表
兵士級,兵士级,contextual,全篇,imperial-old,75,legacy-table,5,主库术语表
国土防衛整備計画,国土防卫整备计划,contextual,全篇,imperial-old,76,legacy-table,5,本章审定
山城上総,山城上总,contextual,全篇,imperial-old,77,legacy-table,5,主库术语表
帝国本土防衛軍,帝国本土防卫军,contextual,全篇,imperial-old,78,legacy-table,5,本章审定
要撃級,要击级,contextual,全篇,imperial-old,79,legacy-table,5,主库术语表
親藩,亲藩,contextual,全篇,imperial-old,80,legacy-table,5,本章审定
長刀,长刀,contextual,全篇,imperial-old,81,legacy-table,5,主库术语表
かしこわ,谨遵号令,contextual,全篇,imperial-old,82,legacy-table,4,本章审定
センサー,传感器,contextual,全篇,imperial-old,83,legacy-table,4,主库术语表
ブリーフィング,简报,contextual,全篇,imperial-old,84,legacy-table,4,主库术语表
メートル,米,contextual,全篇,imperial-old,85,legacy-table,4,主库术语表
不知火,不知火,contextual,全篇,imperial-old,86,legacy-table,4,主库术语表
個小隊,个小队,contextual,全篇,imperial-old,87,legacy-table,4,主库术语表
噴射地表面滑走,喷射地表滑行,contextual,全篇,imperial-old,88,legacy-table,4,本章审定
地球,地球,contextual,全篇,imperial-old,89,legacy-table,4,主库术语表
直援,直接支援,contextual,全篇,imperial-old,90,legacy-table,4,本章审定
看護師,护士,contextual,全篇,imperial-old,91,legacy-table,4,主库术语表
跳躍ユニット,跳跃单元,contextual,全篇,imperial-old,92,legacy-table,4,主库术语表
軍人,军人,contextual,全篇,imperial-old,93,legacy-table,4,主库术语表
コスト,成本,contextual,全篇,imperial-old,94,legacy-table,3,主库术语表
コントロール,管制,contextual,全篇,imperial-old,95,legacy-table,3,主库术语表
ソ連,苏联,contextual,全篇,imperial-old,96,legacy-table,3,主库术语表
タイプ,类型,contextual,全篇,imperial-old,97,legacy-table,3,主库术语表
ハイドラ,九头蛇,contextual,全篇,imperial-old,98,legacy-table,3,用户审定
丹波高地,丹波高地,contextual,全篇,imperial-old,99,legacy-table,3,本章审定
太平洋,太平洋,contextual,全篇,imperial-old,100,legacy-table,3,主库术语表
女の子,女孩,contextual,全篇,imperial-old,101,legacy-table,3,主库术语表
帝国斯衛軍,帝国斯卫军,contextual,全篇,imperial-old,102,legacy-table,3,主库术语表
広域データリンク,广域数据链,contextual,全篇,imperial-old,103,legacy-table,3,本章审定
悠陽,悠阳,contextual,全篇,imperial-old,104,legacy-table,3,主库术语表
煌武院悠陽,煌武院悠阳,contextual,全篇,imperial-old,105,legacy-table,3,主库术语表
管制ユニット,管制单元,contextual,全篇,imperial-old,106,legacy-table,3,本章审定
継承,继承,contextual,全篇,imperial-old,107,legacy-table,3,主库术语表
試製98式,试制98式,contextual,全篇,imperial-old,108,legacy-table,3,本章审定
ウルフ,群狼,contextual,全篇,imperial-old,109,legacy-table,2,用户审定
ジェット,喷气,contextual,全篇,imperial-old,110,legacy-table,2,主库术语表
レーザー,激光,contextual,全篇,imperial-old,111,legacy-table,2,主库术语表
ロケットモーター,火箭发动机,contextual,全篇,imperial-old,112,legacy-table,2,主库术语表
個中隊,个中队,contextual,全篇,imperial-old,113,legacy-table,2,主库术语表
吹雪,吹雪,contextual,全篇,imperial-old,114,legacy-table,2,主库术语表
山百合魂,山百合魂,contextual,全篇,imperial-old,115,legacy-table,2,本章审定
崇宰恭子,崇宰恭子,contextual,全篇,imperial-old,116,legacy-table,2,主库术语表
市民,市民,contextual,全篇,imperial-old,117,legacy-table,2,主库术语表
帝国軍衛士,帝国军卫士,contextual,全篇,imperial-old,118,legacy-table,2,主库术语表
撃震,击震,contextual,全篇,imperial-old,119,legacy-table,2,主库术语表
斯衛衛士,斯卫卫士,contextual,全篇,imperial-old,120,legacy-table,2,主库术语表
斯衛軍衛士,斯卫军卫士,contextual,全篇,imperial-old,121,legacy-table,2,主库术语表
武御雷,武御雷,contextual,全篇,imperial-old,122,legacy-table,2,主库术语表
短刀,短刀,contextual,全篇,imperial-old,123,legacy-table,2,主库术语表
突撃砲,突击炮,contextual,全篇,imperial-old,124,legacy-table,2,主库术语表
篁唯依,篁唯依,contextual,全篇,imperial-old,125,legacy-table,2,主库术语表
近畿地方,近畿地区,contextual,全篇,imperial-old,126,legacy-table,2,本章审定
鎧衣左近,铠衣左近,contextual,全篇,imperial-old,127,legacy-table,2,主库术语表
ァァ,啊啊,excluded,全篇,imperial-old,128,legacy-table,1,主库术语表；撤出术语使用：片段或已确认错误映射。
ウチ,我方/本舰,excluded,全篇,imperial-old,129,legacy-table,1,主库术语表；撤出术语使用：片段或已确认错误映射。
エリア,区域,contextual,全篇,imperial-old,130,legacy-table,1,主库术语表
オーストラリア,澳大利亚,contextual,全篇,imperial-old,131,legacy-table,1,主库术语表
カメラ,摄像机,contextual,全篇,imperial-old,132,legacy-table,1,主库术语表
カメラマン,摄影师,contextual,全篇,imperial-old,133,legacy-table,1,主库术语表
スパイク,锚钉,contextual,全篇,imperial-old,134,legacy-table,1,主库术语表
ダイエット,减肥,contextual,全篇,imperial-old,135,legacy-table,1,主库术语表
プログラム,程序,contextual,全篇,imperial-old,136,legacy-table,1,主库术语表
