call_order,id,egpack,scene,speaker_jp,source_text_sha256,record_kind,cn_text
25,tda03_t00024,2005年01月01日_01：北米航空宇宙防衛司令部現在.egpack,2005年01月01日_01：北米航空宇宙防衛司令部現在,,98F4F5BE125EBAB694F746DC965F51D382694005F7A6EEA83322702B19720647,text,「日本帝国似乎要在西雅图湾内建设粮食生产平台了」
26,tda03_t00025,2005年01月01日_01：北米航空宇宙防衛司令部現在.egpack,2005年01月01日_01：北米航空宇宙防衛司令部現在,,2E60468CB1E238789B7FCA35B3A2ACBB7CC259839993D59FF484F3DD735606F5,text,「……真的？那可真是……恭喜」
27,tda03_t00026,2005年01月01日_01：北米航空宇宙防衛司令部現在.egpack,2005年01月01日_01：北米航空宇宙防衛司令部現在,,7C70FF93C61B458A26F85981EE1923C2E6EB938CD20E9A3D837FA24C5B22760B,text,「说什么呢，这样一来救援派遣就大大进了一步啊。纠纷的原因大部分是粮食短缺引发的」
28,tda03_t00027,2005年01月01日_01：北米航空宇宙防衛司令部現在.egpack,2005年01月01日_01：北米航空宇宙防衛司令部現在,,50331BA48E704138D59765749FC0B60B640E701C121545294B5B1222EA96EB19,text,「这边不先稳定下来，救援就永远会被推迟。粮食情况好转的话，你们那边的救助也会得到关注吧？」
29,tda03_t00028,2005年01月01日_01：北米航空宇宙防衛司令部現在.egpack,2005年01月01日_01：北米航空宇宙防衛司令部現在,,F7FB40D85B2E051FB1AACCBDD950FE4AB53893708533817AB169FF8A73C882D2,text,「是吗……也是啊」
30,tda03_t00029,2005年01月01日_01：北米航空宇宙防衛司令部現在.egpack,2005年01月01日_01：北米航空宇宙防衛司令部現在,,23EF316D5C31FF040008294F0808B91E116BDE99E664A2C95941905AD71283E2,text,「新闻数据我一起发过去。——读一读或许能稍微分分心」
31,tda03_t00030,2005年01月01日_01：北米航空宇宙防衛司令部現在.egpack,2005年01月01日_01：北米航空宇宙防衛司令部現在,,C4EB3454D5E5B2095141F4909C33741209B4BD1ED37F42C775261BF300CD3434,text,「——了解。今天谢谢了。……托你的福，有了希望」
32,tda03_t00031,2005年01月01日_01：北米航空宇宙防衛司令部現在.egpack,2005年01月01日_01：北米航空宇宙防衛司令部現在,,E3E2B675BA1DA7AD9B68F6A06CE5F527AC483B7DEBF51B978C85C5882DE2708D,text,「哎呀，这就够了？我还能陪你多聊一会儿哦？」
33,tda03_t00032,2005年01月01日_01：北米航空宇宙防衛司令部現在.egpack,2005年01月01日_01：北米航空宇宙防衛司令部現在,,D35E3D0CE28C1D930C41A122F2FE89E77FA0266587885AF5E7D2A06915DF4403,text,「感谢你的好意，不过其实从刚才开始外壁的警告灯就在闪了。大概是碎片的碰撞吧，但不去检查可不行。」
34,tda03_t00033,2005年01月01日_01：北米航空宇宙防衛司令部現在.egpack,2005年01月01日_01：北米航空宇宙防衛司令部現在,,35EEAE02485618499EDCC2EE17C0D042E4C78CE523AFD77F90239B2A8723FB7F,text,「这样啊……啊，对了，我发了一部老电影的数据过去，可以用来打发时间。」
35,tda03_t00034,2005年01月01日_01：北米航空宇宙防衛司令部現在.egpack,2005年01月01日_01：北米航空宇宙防衛司令部現在,,A41B21FC8D9F843B824EEAB2A01B05ED07C34E0F43EC096D90DB46CCA98C5F08,text,「喂喂，多谢好意，但我可不想被联邦法抓走啊。」
36,tda03_t00035,2005年01月01日_01：北米航空宇宙防衛司令部現在.egpack,2005年01月01日_01：北米航空宇宙防衛司令部現在,,55302637A66F4C0D091EDC799F5389EDE7CD40C7806E9EDBCCFF17F40B8FCF8E,text,「这种时候连FBI都会睁一只眼闭一只眼的啦。」
37,tda03_t00036,2005年01月01日_01：北米航空宇宙防衛司令部現在.egpack,2005年01月01日_01：北米航空宇宙防衛司令部現在,,172807A777ABBE7F425E0662D52815463684A7EE55B6E5F8914344F76039645F,text,「那就谢了——回头见。」
38,tda03_t00037,2005年01月01日_01：北米航空宇宙防衛司令部現在.egpack,2005年01月01日_01：北米航空宇宙防衛司令部現在,,504EDEC5C3BF46099675A3B890C84AB375F861022B38F834C4A6AE8B2A8CCA8E,text,「好的，OSP-1400。这里是北美防空司令部，通信结束。」
39,tda03_t00038,2005年01月01日_01：北米航空宇宙防衛司令部現在.egpack,2005年01月01日_01：北米航空宇宙防衛司令部現在,,2F5DDCA1C317CAB54825B04E30D23EB62EC14CC07128C6CBC0DF4BC4AF52DB26,text,「…………」
40,tda03_t00039,2005年01月01日_01：北米航空宇宙防衛司令部現在.egpack,2005年01月01日_01：北米航空宇宙防衛司令部現在,,1EE90275E400A966378CDE60D86EDF0BF2BC1DF4DFB79A53F5D1FE3FA11F3AA9,text,「——圣尼古拉斯，这里是卡里布，请求通信。」
41,tda03_t00040,2005年01月01日_01：北米航空宇宙防衛司令部現在.egpack,2005年01月01日_01：北米航空宇宙防衛司令部現在,,06FAA84344A6F5C51A90165A8F2B0A6DA27CC0942BB9214D176354F25D3238DF,text,「——圣尼古拉斯，这里是卡里布，请求通信。重复，圣尼古拉斯，这里是卡里布，请求通信。」
42,tda03_t00041,2005年01月01日_01：北米航空宇宙防衛司令部現在.egpack,2005年01月01日_01：北米航空宇宙防衛司令部現在,,4F9FFB751FE5885ACFA2B740760DDE1D75B10AB969C13EFD8ABFA52E7225DB87,text,「——圣尼古拉斯，这里是卡里布，听不到吗？」
43,tda03_t00042,2005年01月01日_01：北米航空宇宙防衛司令部現在.egpack,2005年01月01日_01：北米航空宇宙防衛司令部現在,,76F969389D198882213BB7030B4C0A3C619295F1D927D72256F21556A3D47841,text,「……布……，这里是……拉。听……得到……」
44,tda03_t00043,2005年01月01日_01：北米航空宇宙防衛司令部現在.egpack,2005年01月01日_01：北米航空宇宙防衛司令部現在,,20804D0145CC9B8CE3D55C9B972599F5D19AC3DDBA5CB6D0AE444EF467C7F44F,text,「圣尼古拉斯，这里是卡里布。我得到了情报。想谈谈那件事。」
45,tda03_t00044,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,2F5DDCA1C317CAB54825B04E30D23EB62EC14CC07128C6CBC0DF4BC4AF52DB26,text,「…………」
46,tda03_t00045,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,5FFD3FAD8F4962CD01680A6C8FFA4244C3E60BBC76C046AEF75330139F96B27B,text,「……不行啊」
47,tda03_t00046,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,5B51FABA9A62778D78532AD1FFC8D283EB16C23130A7440F48A0A4B6EB5B6B55,text,「——！」
48,tda03_t00047,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,D4ABD7DFB1E8FAAC58A8D546F3DE4DCFAE9A65B3BF3938E65B18EEF75F73A718,text,「那种地方……要舔……哦…………」
49,tda03_t00048,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,2F5DDCA1C317CAB54825B04E30D23EB62EC14CC07128C6CBC0DF4BC4AF52DB26,text,「…………」
50,tda03_t00049,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,FFE9806D2B6B698491690521028C0CB5B0BCF65F1C3F4E1D5D10CC87792DDAEC,text,「……这是……惩罚…………」
51,tda03_t00050,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,159DAC64E2CC6970C315692593EDD66E931BA837F2A4462F7905218FF2CECC5F,text,「没有别的意思……呼嘻……呼……嘿…………」
52,tda03_t00051,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,F95B2E330C692FE1DB118A804982434BB3B4C5BF001A5BAF8CCAFA922B085EB5,text,「来吧……给我……过来……」
53,tda03_t00052,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,3B398D6F1AD94EF7E105D248ECB80F3BD94816CD869993540410D6853A3B44A3,text,「……真恶心」
54,tda03_t00053,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,97B6750E1E6046BB075D409EE530A303D73CAD576978EF7834F573A285940833,text,「没时间了。快点。」
55,tda03_t00054,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,846513A89362C43CA6C3887113EE6BD04B0D38CE28B91803D05BDF0BFD306432,text,「——目标确保完毕！」
56,tda03_t00055,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,FF4C5743CB58813FF720151BA048661CA2DBA490925C43B47674450DB5B9F7B0,text,「唔咕……！？」
57,tda03_t00056,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,58D5DD544F78CD2F8112FDD7648483F6FCDCC3532860A57ABA780694B68D7054,text,「撤退！」
58,tda03_t00057,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,565C6996D64C9E850A19AD56D5EF670FFBF32B9F93A440730D05A5FFD4D92147,text,「唔咕！？ 唔咕唔咕唔咕～！？」
59,tda03_t00058,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,5130382EA93EC16B7DA32465A72B0001A8519D9AC73D60DFBC5B8313600C4805,text,「唔唔唔唔唔唔～！？ 唔！？ 唔唔唔～！？」
60,tda03_t00059,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,BD19141F91834C19E8E9F59F73BF37655093D0CF200E9024AB9E0CD84399A048,text,「别乱动，你这家伙——！」
61,tda03_t00060,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,733B2B7767FA17EAA93646ED63C2821EB8193E9F21CA8B912E102F1F1C2F6C1A,text,「把他后脑勺打晕过去吧！」
62,tda03_t00061,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,8BC6E13AD78A926C404C5EBF87B22F9C1DD8041B704527FBC7F82FB2BBE2AF8F,text,「最坏情况下，死了也没关系！！」
63,tda03_t00062,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,EA31AEDFDEE4A1AC09DA0FAFB13094CFEC3DA188E8FB59DEBB1C957695D6EDFB,text,「龙浪中尉，我是千堂！刚才有什么响声！中尉，您醒着吗！？」
64,tda03_t00063,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,E31F8D6A671C1ACACCA2A82194962F37AF845350DCC29ABDE795CDDAFF56ECC5,text,「切——！撤退！」
65,tda03_t00064,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,A2A463400EAD3F33F6098D6605EFA07AF608DD0620E969A4EA6082A4F220A0AD,text,「哈――！」
66,tda03_t00065,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,98BEB26A3DD6F2F01E925ADEB1096529DE2C9AC6268A1F010DCCD4497F9B5E53,text,「――龙浪中尉！」
67,tda03_t00066,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,4D9DACE3AE6146F46111356F21E6D5C7D5353DF2316D5AEF89F40E086ECFA5D2,text,「这、这股烟是怎么回事！？」
68,tda03_t00067,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,0D2DF574B57BD617384CBB49B323B93B8B87C907A0E06EA301FE0442B09467E1,text,「不在……？怎么会――！？」
69,tda03_t00068,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,BD86E9434966F375AA573C9943E2F337B0B368A9E6508DF733FDAD42DEF061A3,text,「大半夜的，搞什么呢？要是夜袭也未免太吵了吧……哎呀？」
70,tda03_t00069,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,1078CD6269114B52DC7339A833B05C1832CC03D281B5B02235F7C0CD73BAA3FA,text,「哇！？门、门坏掉了……？」
71,tda03_t00070,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,0570D39C8D7057B0647BADC31A1E8CE7B5E37E52E42E401F8FCBA153F3340615,text,「龙、龙浪中尉他――」
72,tda03_t00071,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,7A5B8422FE6031E8B112F8B87BBBAB7E8332E3D79512278ADBB7D4EFD452B67D,text,「吓得逃走了？哎呀，你到底是怎样扑上去的呀……」
73,tda03_t00072,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,AE9B40F76D4FDB453D7B29E0E80A90ABA21AAB8F0DD039E314411C32D20EA138,text,「不是的！」
74,tda03_t00073,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,A301703848876A3B46293FD5D799967B5E5BE51EA53468932D99443BC75D4AD8,text,「不是柚香的话，那就是松风中尉吧。是不是带他去喝酒了？」
75,tda03_t00074,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,F78FAAD0A25BC532A5DCD5087A8DA45E968B1527B6CD066C01EE79CA68EDD566,text,「正常人不会破窗而去喝酒吧！」
76,tda03_t00075,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,FFA7F28DFE162707AEDDF12D4EB9F0557B7A385D2ED5265D143AF8267819AB98,text,「正常人也不会用斧头劈开房门吧？」
77,tda03_t00076,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,6B433894A1F08B0C6C266709FBC671033E6ABBEE6F70F0A6CFA0ABDD4BE88FAB,text,「唔……」
78,tda03_t00077,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,20C7C247F98474E9093CCEED972ACA33A9F42CB9395AEB727DAC02DF1CD55E68,text,「可惜啊，你们都不是正常人～」
79,tda03_t00078,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,F6EA01E49582675FDCA7C42F8C836A63F7F6F2C3AF18446C0E9C8AD8239E9C13,text,「你……你说得好像与你无关似的――」
80,tda03_t00079,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,7DEF4807CAC57C4456B4F0A3954EB01733EB37E887B7D020D2255C2EE9DA62DD,text,「啊哈哈哈…………嗯？」
81,tda03_t00080,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,070B1A769DC6C6E7B6356C443F427953BC8272990E4C454C6D97324285944F40,text,「哎呀～这是什么？好像写着什么？」
82,tda03_t00081,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,12EE855199A3979C3ED8B704951BD7FE337D33E5657BF2F050BF14F2E4E2B0AC,text,「――给、给我看看！」
83,tda03_t00082,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,C9865C07161EF752246AE742D893AB0CCBAC95CBFC89485673314F8A0B572F63,text,「上面写着什么呀～？」
84,tda03_t00083,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,2F5DDCA1C317CAB54825B04E30D23EB62EC14CC07128C6CBC0DF4BC4AF52DB26,text,「…………」
85,tda03_t00084,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,BEFA42286BD997AF6D259B9C81BAC7C9CF736CB06CCC8CBEAE8A873890B5D13B,text,「柚香……？」
86,tda03_t00085,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,DF75FDAF11871AF40994B45240101B04B5D13C694E0B2FC884AFAAE56924BA2B,text,「写的是……龙浪中尉我们带走了。不想多碰他，事情办完就尽早归还。」
87,tda03_t00086,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,2F5DDCA1C317CAB54825B04E30D23EB62EC14CC07128C6CBC0DF4BC4AF52DB26,text,「…………」
88,tda03_t00087,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,9839AC6B9350F5AC109A519CD2078EC82E74A9D5DFDAB9F043666CAB52518588,text,「看来没事呢。」
89,tda03_t00088,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,C9CA9A0B47C363B0BC84F5D468DEAFB68BF1BEC2B11EDC0794197E7D76B7632B,text,「是啊～」
90,tda03_t00089,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,D3E9CE8B95CA00E376DCAE7EC7179D231DF779904DD76117F8586B977B8E984F,text,「哎！？」
91,tda03_t00090,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,3BFE4CF181B131A7F298FADC1EFBFE91983D7715398C81B75EBB0E6705A7B3E7,text,「因为上面不是写着办完事就还吗？」
92,tda03_t00091,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,03C7B43EC1D6331C234DE52B95CACF4A7650179AC0AD3B8B7A2CA5223DE1E8D4,text,「问题不在这里！！」
93,tda03_t00092,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,39A1FC89227030EAD78DCFC88B8BB2B7EC91F4879BA70724F338E6BF7E92906A,text,「哈啊……睡吧睡吧。雫，我用那边的床可以吗？」
94,tda03_t00093,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,E5D5FD88835C0F825CB12FCA06AC56D44692B7800A4016C654B0050DFA01F497,text,「又来了？真是的～请好好把自己的枕头拿过来啦～」
95,tda03_t00094,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,5C0B6AEDB0723361A96D9282917AD83028DD0BED4836156AC8303FFA022A2E20,text,「等、等一下！中尉他再怎么说也是个英雄啊！说不定有人要谋害他的性命――」
96,tda03_t00095,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,0650C1A150582721BD05EA96A03C8E05E7EB9B0FE712F4693D713CC119241FB2,text,「哪个世界的暗杀者会这么大张旗鼓啊～。话说『再怎么说』这个词，响好可怜啊。」
97,tda03_t00096,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,2C346BF996971F54F1ABF877CDEC57F8AA76B9BFA63F93020072F677FFE2B942,text,「那、那是……」
98,tda03_t00097,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,CFC28F4F1FFBDEA0CCF0BBC160FC57D2E23E7C8F52F7BAEE940118E136D5A74E,text,「那就再见啦～。啊，门窗的事记得好好报告哦。放着不管会害到响的。」
99,tda03_t00098,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,2F5DDCA1C317CAB54825B04E30D23EB62EC14CC07128C6CBC0DF4BC4AF52DB26,text,「…………」
100,tda03_t00099,2005年12月27日_01：夜・響の部屋.egpack,2005年12月27日_01：夜・響の部屋,,9A158C0A0427E0FB493DA47CC2BA8B48BCF02F87E0C2096B30D14062ABAE4372,text,「真是的龙浪中尉！！ 你到底在哪里跟谁在干什么啊～～！！」
101,tda03_t00100,2005年12月27日_02：夜・悠陽との謁見.egpack,2005年12月27日_02：夜・悠陽との謁見,,9E90AB67349ABC5B866C9540959CEC1493BA10D028DAFE220669B73DC8B0ABB5,text,「……那个～，差不多可以帮我解开绳子了吗～？」
102,tda03_t00101,2005年12月27日_02：夜・悠陽との謁見.egpack,2005年12月27日_02：夜・悠陽との謁見,,2851CBA2A4E503A2236FB3C53A41440ADB70A0AEF85DE4F074D169A2EB4FC0F9,text,「不行。」
103,tda03_t00102,2005年12月27日_02：夜・悠陽との謁見.egpack,2005年12月27日_02：夜・悠陽との謁見,,8E267B20AB05F0C4B47120C8F3E7C0D08805993A6A8FCF692ABFBA62756B1520,text,「那至少给我解释一下为什么要做这种荒唐事吧……」
104,tda03_t00103,2005年12月27日_02：夜・悠陽との謁見.egpack,2005年12月27日_02：夜・悠陽との謁見,,24654BE36BF3602F19371D0CC47CA11FF0794D3C6941D8BB1C9FEFB67B4F6045,text,「没必要。」
105,tda03_t00104,2005年12月27日_02：夜・悠陽との謁見.egpack,2005年12月27日_02：夜・悠陽との謁見,,796AC210CFF7B2F32C682B6EA046FABB1C2D4F23648733D78AD64033FAD3A31E,text,「我就知道～？ 不不！！ 但现在肯定闹翻天了！ 尤其是隔壁房间的——」
106,tda03_t00105,2005年12月27日_02：夜・悠陽との謁見.egpack,2005年12月27日_02：夜・悠陽との謁見,,0366365C886A78B55339451731F5C6C82FC8FB56EFEE78E60DD90343E865F054,text,「不必担心。」
