call_order,id,egpack,scene,speaker_jp,source_text_sha256,record_kind,cn_text
32,game_t00031,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,EFC7553B9A95A900E7EE908C69D571F4CC3F2D99F9FEFD53B77A5E7C1D93F506,text,「……！」
33,game_t00032,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,6813ABA663300481B4AEF9F0CEB59DB6EB869A0C0FC7BA86DCEA0EC117124A3E,text,。
34,game_t00033,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,EF758CB7B44A2C5BAB219BA98CD0806EB82A4822C1C415731DD7987E6563A2D1,text,这里是……？
35,game_t00034,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,2C8874BFCB985F40CF1A37540D7EC297A4A4BFB331ED30B7D2AD4C945E0CE60F,text,「是梦……吗……？」
36,game_t00035,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,6813ABA663300481B4AEF9F0CEB59DB6EB869A0C0FC7BA86DCEA0EC117124A3E,text,。
37,game_t00036,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,E80CF26CACD9DDAFF9196C6224AF40F6BCCBED4C0909AB497748C494AE4F11AF,text,「现在可不是犯迷糊的时候……」
38,game_t00037,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,714FD5732D025FF1C4EF4666FE9D46687506818C23DAC8E6FB31A80494CD3E42,text,自己的声音传入耳中……。
39,game_t00038,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,47F9071BDABE5A9913534EE9AFEF1B2E1D969CF0141C5C15447BD7175E5266AE,text,「呼……」
40,game_t00039,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,7A16B7D137FD9DF0E0C3B77969156EBEA72967D1DA8F860C314D971D91C86760,text,但是，擅自从待机睡眠中醒来什么的……
41,game_t00040,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,D4C140AC40184D326BCA57F2E33EAC79839D4234E3AB37FD0BB5BD06F9C06EE4,text,「什么破梦啊……」
42,game_t00041,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,4BC219B7EFE0650FF53D201DE7CF0D052527A1C582ABB9DB48B59B03CAE81D54,text,「咦！？」
43,game_t00042,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,873A0A86B6DB4AA2FC659F9D6FED968354A73F46B84368A46A639F8EF1B21D85,text,「——！」
44,game_t00043,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,05972636722C49FC2F6E33BA8CA843B5466BC77F904533DAC557639B45447DC9,text,「开始了……！」
45,game_t00044,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,FC7047FC7BBBF4E1535498F78F3787BA109E36DEBCFF58C4D87189E4052377A6,text,「糟了……！」
46,game_t00045,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,15C7DD516127B893A26E0BD264D3FB300E8218478B4A8708A7050D998A562976,text,「唔……！」
47,game_t00046,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,51CECD9CF0C221EE59223C89D10FFF5011CDE4777FCD6096A4463AC21F167EC2,text,切……忘记解除了……
48,game_t00047,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,5077CD0DC957BFD5A357D6D5365275B6F4B671E449C81CC7B9C859091CE78E2C,text,明明已经醒了还挨这一下，真够难受的……
49,game_t00048,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,4997B88AC9D14404DE929BB758D9C2E23B5392A6FBC4D597CC314AC8BFF52653,text,第一战术机甲大队长向大队各机传达。从现在开始执行作战。全大队启动，重复，全机启动！
50,game_t00049,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,1715718D4F967FD0392EC369FC42F46687AAB4D3ACCEB1AE375CF93DBC8C99E2,text,来了啊……！
51,game_t00050,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,B16DBE6B0B452FAE0EB6800010963AE0F3055C6F560996ED3B62085DFB99AB35,text,「这景色真是……」
52,game_t00051,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,827B53FE2103AD5791924CABE76E0535DC262F6F3FC5F7CD1DB2F2BEEC01F855,text,这就是反应弹的连锁爆炸啊……！
53,game_t00052,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,6A49DA725874B544E031689D01F37D803CE49F8EF29EB1475F38442959201497,text,真厉害……实物还是第一次见啊……。
54,game_t00053,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,54F725AB00733BF0B7B305D69B63C5A959DED98EB9ABC65B3D1FB1BD9CE6485C,text,「确认全战术机启动。――大队诸位，工作时间到了」
55,game_t00054,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,D46FCBE14480B7570DE53900193FCC77916CDBA0B3D0D2EEE5A907681BE111FD,text,「通报情况。使用反应弹对BETA主力的第一次迎击已成功。从现在起作战转入第二阶段」
56,game_t00055,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,E71CDA83512BC3C627B8AA1F2E11F92B80D31582D74C9EFBDD82FD518B13EAF7,text,算是先过了一关……吧！
57,game_t00056,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,492B192EA338BC1BA7932BC52AEBCDF5E65AEC118E2957063A90BB4BBD37BC91,text,「海军已经开始攻击登陆地点的敌后续群及沿岸部。我们按计划转入内陆部残存BETA的歼灭作战！」
58,game_t00057,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,230E455E9924CB0B17245C9494F5429738087414AE9EC5E2400C301BF296CC36,text,「各小队长再次确认最终迎击地点。全机，之后听从各小队长指示」
59,game_t00058,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,F187BBA499980F447C36E16172F511769C2BACF8C15BF2559DB93D63900DEDC3,text,好……没有大的配置更改。
60,game_t00059,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,44402EF24449BAA269994B6949187EDD5073A871B607C32C33B2B05B7C02940E,text,这么分散的配置要配合很难……但这次只能干了。
61,game_t00060,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,58BB7E168410E614FCD7BF31A22AEB5EE102D9479624C1B1819AB61360F4D69D,text,「有一个好消息，目前本次也未确认到光线级的存在」
62,game_t00061,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,E359C277285210C906B47E64CC27AD5F0486EDEC77E96E449FBA38A9C7821D71,text,「呼――」
63,game_t00062,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,D337F97FD6E4FD2494D16C92CEF41F98DC4D1DB563863CEC8C369853AA7BA11F,text,这里好像和预想一样，但毕竟到实战之前都说不准。
64,game_t00063,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,C99E402448DF1F3E63FE21BF582EC5D88631318A3B9CB70C068179C087736073,text,而且――。
65,game_t00064,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,DA846DF0EFA485EE6C13DB78C68304625DCF315FEACDA8A42C229894C1BBCC27,text,「但别大意，要时刻考虑海岸方向可能发射光线。」
66,game_t00065,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,A34F7D8E977E148A1A73F081354BFAA0B09F7CCC9FD42AFE7D10C9E85079B64E,text,没错，它们也可能混在大群中登陆。
67,game_t00066,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,C704FA914CDEF83D5F688F6F046A3C8034157867E7BC92AB0BF2152418CE58D4,text,对付BETA，沿用昨日的常识是危险的。
68,game_t00067,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,A44653E8315F06901CE36BF20A930F06A121E2B8BB6EE8991A78096AE99CDFAC,text,如果发动对抗光线级必需的饱和攻击，我们现在的弹药储备转眼就会耗尽。
69,game_t00068,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,5E4DE7D22BD4CCF6FF1DF45770FBEADA5F33B963B949E6547F83C91ECF5A723E,text,就算这次能防住，也无法保证弹药产量能赶上下次进攻……。
70,game_t00069,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,EE684ACF30A01AA162D9A19CC8A4667DDABBEFD0E968D3652ADB0A1CEA475C8E,text,而且一旦光线级出现，就得带着这个菜鸟打高度限制战斗了。
71,game_t00070,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,A2E56DE95EAA7103B6372CE2551C0335DD79B31D6A2E5FF35B404A9B8B468FEC,text,「做得到吗……现在的我……」
72,game_t00071,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,E0D0B36C85479C56DC1B9B62BB673ACD8C09B524567B7540EFF07A36BAEA0519,text,久违的实战……。但那种东西成不了任何借口……。
73,game_t00072,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,0AB04AA7438531649C61A65FE1C269A11C14A23208B8790546D67925BDD7D3CF,text,「大队全体注意！」
74,game_t00073,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,7066D1B756EB1ED18F51A2E54916778009685FC50380E7DE09417B77F21E6307,text,！
75,game_t00074,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,7E7004F83E8A2B07DEC96A99269978920023C6865BC6223261282592B9DDB5EC,text,「――西雅图是我们最后残存的安居之地」
76,game_t00075,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,D06A6BCBE6266F9B53EBB1B1700572551EBEB0F7481D3BAF1E0B4BD9A1647BBC,text,「不，不仅是我等帝国，人类的存亡都悬于这一战！」
77,game_t00076,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,EBCBC3B541E4FB0B8C9384F4650A9DD83B039978E252A0177AD683DC2CA47B15,text,「动用一切手段歼灭BETA，务必生还！」
78,game_t00077,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,488C2F489A464B56D1956316DA4664384774F720F6BEB5A4390985B3024D5516,text,没错，敌人是BETA……。
79,game_t00078,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,9D6E68EA60B540E29381C3B7FD9FC04F06B793C144B7A7B7E06B16ACCB3F86F6,text,「……干它一场吧」
80,game_t00079,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,55AD3E40A2683877FEBFD3EEDA39C634CF947AE902E963D6063ED6DADC597FFB,text,「――全机，开始向迎击地点移动！」
81,game_t00080,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,719F8CB9074E247F7D4A772A5CF1A3D5F273DD714B0EA04F0BFD4DE0A39143D2,text,「明白！」
82,game_t00081,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,7E47FA648EA1EAC0000A6E0123F9E2E39D88B870347067684EDB2C0E6E12AD7A,text,嗯……？
83,game_t00082,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,B9B7863226C7B24F2CF73D2A788A4D7D655CD8ECC556E6CDD9A73C129946EA2F,text,「――大队长呼叫德雷克1。听得见吗」
84,game_t00083,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,E314656E25BE8E0827C901DD497D7DE8418D9B8A905DB357D3F1FEF1B5D3A805,text,「德雷克1呼叫GL。没问题」
85,game_t00084,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,CA80A5669C8CC5EF220094B2079D45F7307047E6C02A593138370F143A9DE2E3,text,「据说要大丰收啊。看来是中尉的强运把他们引来了」
86,game_t00085,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,CE83633697D767293428FB11DE1575A54DB2363B087B4051DD0F5F31A6148C6F,text,「是！深感荣幸！」
87,game_t00086,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,EFAA9AFE98F22654D9531AF9810BB93BEA1A54AC57AE581A10DDB533469276CB,text,「呵呵……开玩笑的，别那么紧张」
88,game_t00087,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,C1F10E6281594EA2D4767B05549E80875814D1F277F5B6F35D4D34705E694FFA,text,「……非常抱歉」
89,game_t00088,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,146440197376EBC91024946A0B8562F93AEE6EC34F7058C740CAA19DC7F8F862,text,「好了，虽然你刚归队就让你上阵很抱歉，但目前我军没有多少余力。你在大西洋战线磨练出的本事，就让我好好见识一下吧」
90,game_t00089,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,A357B3243E3695079E6E994481275294C961584AAFFFAEE98EF718A4BBF39191,text,「是！」
91,game_t00090,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,B926235D61AC439F074369440E4078E5097A8485808A8738F2D5185A9B42BB07,text,「我知道仓促下达出击命令给你造成了负担」
92,game_t00091,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,4427D99B6D296556889941AE0AFBB0EFEC250EFE90D4F031ACC33874616F034E,text,不熟悉的机体、缺编的小队，还带着个新人卫士。
93,game_t00092,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,26AD5C5179B190486BC9CE89B3F4A0247236A37AFAB5B66CFCAB3B315F95D3EE,text,若不是听说了传闻，我还以为这是惩罚游戏呢。
94,game_t00093,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,D51FFB9234CE3567E74DF714E627656E84567406D5C1CBFFC93056F83D90F8C5,text,「但我相信你一定能克服。那是你自己夺回的生命，不许你白白送死」
95,game_t00094,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,9C59A605772907BE01CDAE7401498111CF9DEFFAC42FFF24302E4CAF5F1B1298,text,「是――！」
96,game_t00095,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,217DCCBF5B8A91290631CB473865316FBAD0EAF3D7CF56D19CCBE782AF38DFA7,text,「能用的手段全用上。任务也好照顾菜鸟也罢，全部给我拿下！」
97,game_t00096,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,09C1E354F14C4B8DFCC4F7967CCBF4A966DD4A350B6899331C54B1A2F42B16C7,text,能用的手段全都用上……这对军人来说当然是理所当然的。
98,game_t00097,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,59358AE5AE483DFE9A01D520EA10D5A2EEB28860687C0A003EFE461F95EE1A09,text,特意叮嘱那些话——
99,game_t00098,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,7623FBED17759268C182F06DF5B49EA2151B49D81A22878192A773A40D004C1D,text,「以上。一定要活着回来」
100,game_t00099,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,C90370EDD157B79A7A6C9BA1400698A46D158C995A64009ECA807F06A0950C2D,text,「明白——！」
101,game_t00100,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,C611516A48796BA02BB42E4A94A875B19AF91881DFEACB4B7988D5B918D10E21,text,神宫司少佐也预料到战况会非常严峻啊……。
102,game_t00101,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,9C9E2663AE43F63E5A8B3ADB5D8571E6B6AA19EDE7CDEF242F51B7ED7AFF6334,text,不过……大队长亲自来激励啊——。
103,game_t00102,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,0133C89E87B9AE07E704B6774B7347658DF63C7DD86B62A148506272E1F64CA7,text,「……就因为我是新来的，一直被照顾着可真没意思」
104,game_t00103,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,EBF928CA6DC5CD8C627B133723874268581B1E7E20A131C3971F281A9959E3E5,text,「……好了！」
105,game_t00104,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,5FCFB60CE86658F7466517B1EC325A3A61AD092334AF81D2969E159B4A7710FC,text,「德雷克1呼叫各机，准备好了吗？报告机体状况」
106,game_t00105,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,CC68625A43BC4D0414D5149B1845BDE17091A3D7214F6DF690CF224E94C322C0,text,「德雷克2，无异常」
107,game_t00106,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,C6809FBBACF739BCA191ABA813D8E37DF5ED4D4B661FEDDFFA1B054CAB9B1FA2,text,「德雷克3，也没问题！」
108,game_t00107,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,B0D03F6FC2C1A55225BC3E6CFD4952BA14AD32CF882CEE5F1862977247E7946C,text,这不是问题多得很吗。
109,game_t00108,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,B3F8E41B2C32114C1D1E2B5581890A4B4D87A73F42DDC64CBF72FAD09DB86FEB,text,「……铃原少尉」
110,game_t00109,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,BC7E29AA4243087E385E31749151A5030AFCDD8B6DDD01C0214D5A60332CE64B,text,「——是、是的！」
111,game_t00110,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,D72A2F04FDB411C26C07CA2C9C5D48386729E35AC4CA00CF30E09A79D77E5FDC,text,「总之按训练来就行。简单的任务。千堂少尉会掩护你的。绝对不要放弃——这样就能活下来」
112,game_t00111,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,046C162AF7872587187E75D30F7BE08F991C90D05D6E77C285DF28730D51B51A,text,「中尉——我、我……」
113,game_t00112,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,4F166BC63CE05555356E770845F3CC77EABC89FCDBB320545E8A4D4A147C1B98,text,「哎呀，害怕是理所当然的。我到现在都还会吓得差点尿裤子呢。对吧千堂少尉？你也是吧？」
114,game_t00113,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,D804E235D7817D3ECC97621B168D03FAC615F07D71728DC1E86A9451336C2655,text,「……德雷克2呼叫领队，我要行使沉默权」
115,game_t00114,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,45C1C8D8F6CCB0D7A1F1159F5C2F3158CC788610E92D678CD773B9BD37CA8D09,text,「在我的小队里，沉默视为肯定」
116,game_t00115,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,34275671D535A17FC2E6E35404669EE11F544046013046C08968B3AAC41F7E33,text,「龙浪中尉——！」
117,game_t00116,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,7B7FDF2C8515F4F52862D622676E0042728AA23A6CBE9220FAE67C8970F519EF,text,「哈、哈啊……？」
118,game_t00117,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,18822BD28D8EB460130653350E6265243B6B66CA4E9BEF4C8032AE0515F36BF1,text,「——铃原少尉，不用想多余的事，回想一下简报。只要跟上我的动作就行」
119,game_t00118,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,C05D55C6E65F1557931128BE17CD889B590F991DA983DFAE44CE3C30653B6D96,text,「啊……是、是的！不、那个，明白！」
120,game_t00119,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,E3B2F7BA5FBA368922A25DCA74DF585E4A5E0AF85C212B6E816E64CF69247291,text,「呵呵呵——」
121,game_t00120,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,4F3C701C576E4EBEF45B9776EB6DAE4F67BE740F7DE42C2888DAEFCC52925294,text,「啊……啊哈哈……哈哈……」
122,game_t00121,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,D7EB8D9F6FC1847975F8F1D9F478DAA0A8D1B4D6A4BE0751581CA53BFA00D0EC,text,「哈哈……」
123,game_t00122,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,2D6423D1086B07C90AEDE840E814A6557AEE7E74A84C49875B70BD74C8A18E00,text,紧张多少缓解点了吗？
124,game_t00123,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,EC00F981F9FBA9FC1380DFD0E26DB032000AEFACEA476615A008BC9CAA3DEE49,text,拜托了，一定要活下来啊——！
125,game_t00124,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,,C771FEC8DD2BF8AEF111CDCF7670F0936E46F65002D1E87847F07B70C532BAD1,text,「——好！德雷克队，开始移动！」
