jp,cn,status,chapter,source,source_row,source_status,occurrences,basis
オーストラリア,澳大利亚,contextual,本作；详见使用限制,selected-tda01,12,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
カロネード,卡洛内德,contextual,本作；详见使用限制,selected-tda01,13,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
カロネード隊,卡洛内德队,contextual,本作；详见使用限制,selected-tda01,14,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
シアトル,西雅图,contextual,本作；详见使用限制,selected-tda01,15,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ソ連,苏联,contextual,本作；详见使用限制,selected-tda01,16,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
タコマ,塔科马,contextual,本作；详见使用限制,selected-tda01,17,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
デモ隊,示威队伍,contextual,本作；详见使用限制,selected-tda01,18,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ドレイク,德雷克,contextual,本作；详见使用限制,selected-tda01,19,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ドレイク・カロネード,德雷克、卡洛内德,contextual,本作；详见使用限制,selected-tda01,20,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ハワイ,夏威夷,contextual,本作；详见使用限制,selected-tda01,21,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ハンター,猎人,contextual,本作；详见使用限制,selected-tda01,22,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
バビロン,巴比伦,contextual,本作；详见使用限制,selected-tda01,23,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
バビロン作戦,巴比伦作战,contextual,本作；详见使用限制,selected-tda01,24,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ヒル中尉,希尔中尉,contextual,本作；详见使用限制,selected-tda01,25,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
フォートルイス,刘易斯堡,contextual,本作；详见使用限制,selected-tda01,26,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
フォートルイス基地,刘易斯堡基地,contextual,本作；详见使用限制,selected-tda01,27,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
フランス軍,法军,contextual,本作；详见使用限制,selected-tda01,28,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ブルーオーシャン,蓝海,contextual,本作；详见使用限制,selected-tda01,29,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ボクサー,拳师号,contextual,本作；详见使用限制,selected-tda01,30,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ボーニング社,波音公司,contextual,本作；详见使用限制,selected-tda01,31,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ユーラシア,欧亚大陆,contextual,本作；详见使用限制,selected-tda01,32,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
一郎,一郎,contextual,本作；详见使用限制,selected-tda01,33,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
千堂,千堂,contextual,本作；详见使用限制,selected-tda01,34,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
千堂少尉,千堂少尉,contextual,本作；详见使用限制,selected-tda01,35,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
千堂柚香,千堂柚香,contextual,本作；详见使用限制,selected-tda01,36,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
千堂柚香少尉,千堂柚香少尉,contextual,本作；详见使用限制,selected-tda01,37,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
古手川先生,古手川老师,contextual,本作；详见使用限制,selected-tda01,38,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
合衆国,合众国,contextual,本作；详见使用限制,selected-tda01,39,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
和美,和美,contextual,本作；详见使用限制,selected-tda01,40,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
大和,大和,contextual,本作；详见使用限制,selected-tda01,41,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
太平洋,太平洋,contextual,本作；详见使用限制,selected-tda01,42,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
寺本,寺本,contextual,本作；详见使用限制,selected-tda01,43,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
帝国軍兵士,帝国军士兵,contextual,本作；详见使用限制,selected-tda01,44,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
帝国連合艦隊,帝国联合舰队,contextual,本作；详见使用限制,selected-tda01,45,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
強襲揚陸艦ボクサー,强袭登陆舰拳师号,contextual,本作；详见使用限制,selected-tda01,46,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
戦術機小隊,战术机小队,contextual,本作；详见使用限制,selected-tda01,47,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
戦術機母艦,战术机母舰,contextual,本作；详见使用限制,selected-tda01,48,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
戦術機部隊,战术机部队,contextual,本作；详见使用限制,selected-tda01,49,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
整備兵,整备兵,contextual,本作；详见使用限制,selected-tda01,50,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
日本帝国欧州派遣軍,日本帝国欧洲派遣军,contextual,本作；详见使用限制,selected-tda01,51,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
松風,松风,contextual,本作；详见使用限制,selected-tda01,52,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
松風諒一,松风谅一,contextual,本作；详见使用限制,selected-tda01,53,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
松風諒一中尉,松风谅一中尉,contextual,本作；详见使用限制,selected-tda01,54,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
柚香,柚香,contextual,本作；详见使用限制,selected-tda01,55,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
楠本,楠本,contextual,本作；详见使用限制,selected-tda01,56,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
楠本さやか,楠本沙也加,contextual,本作；详见使用限制,selected-tda01,57,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
機分隊,机分队,contextual,本作；详见使用限制,selected-tda01,58,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
浅葱,浅葱,contextual,本作；详见使用限制,selected-tda01,59,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
海軍戦術機部隊,海军战术机部队,contextual,本作；详见使用限制,selected-tda01,60,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
煌武院 悠陽,煌武院悠阳,contextual,本作；详见使用限制,selected-tda01,61,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
神宮司,神宫司,contextual,本作；详见使用限制,selected-tda01,62,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
神宮司まりも,神宫司麻理茉,contextual,本作；详见使用限制,selected-tda01,63,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
米国,美国,contextual,本作；详见使用限制,selected-tda01,64,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
米国人,美国人,contextual,本作；详见使用限制,selected-tda01,65,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
米国海軍戦術機母艦,美国海军战术机母舰,contextual,本作；详见使用限制,selected-tda01,66,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
米国陸軍第１軍団第６６戦術機甲大隊,美国陆军第1军团第66战术机甲大队,contextual,本作；详见使用限制,selected-tda01,67,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
米国陸軍第６６戦術機甲大隊,美国陆军第66战术机甲大队,contextual,本作；详见使用限制,selected-tda01,68,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
米軍,美军,contextual,本作；详见使用限制,selected-tda01,69,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
米軍衛士,美军卫士,contextual,本作；详见使用限制,selected-tda01,70,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
美桜乃少尉,美樱乃少尉,contextual,本作；详见使用限制,selected-tda01,71,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
美桜乃雫,美樱乃雫,contextual,本作；详见使用限制,selected-tda01,72,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
美桜乃雫少尉,美樱乃雫少尉,contextual,本作；详见使用限制,selected-tda01,73,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
軌道降下兵,轨道降下兵,contextual,本作；详见使用限制,selected-tda01,74,provisional-selected,,本作采用轨道降下兵；旧表轨道潜水员错误，不自动改正文中的其他译法；来自上一轮暂定专表，不是历史全量基线。
軍警隊長,军警队长,contextual,本作；详见使用限制,selected-tda01,75,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
部隊葬,部队葬,contextual,本作；详见使用限制,selected-tda01,76,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
雫,雫,contextual,本作；详见使用限制,selected-tda01,77,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
響,响,contextual,本作；详见使用限制,selected-tda01,78,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
騎兵隊,骑兵队,contextual,本作；详见使用限制,selected-tda01,79,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
龍浪,龙浪,contextual,本作；详见使用限制,selected-tda01,80,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
龍浪中尉,龙浪中尉,contextual,本作；详见使用限制,selected-tda01,81,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
龍浪響,龙浪响,contextual,本作；详见使用限制,selected-tda01,82,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
龍浪響中尉,龙浪响中尉,contextual,本作；详见使用限制,selected-tda01,83,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ァァ,啊啊,excluded,050_承_2005_10_08 軍葬・ハンガー・宿舎01,mixed,10,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
アルフレッド・ウォーケン,阿尔弗雷德·沃肯,candidate,090_承_2005_10_13 まりも日米会議・ハンガートーク01 / 130_転_BETA大規模再襲撃01,mixed,20,unscoped,3,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
アルフレッド・ウォーケン少佐,阿尔弗雷德·沃肯少佐,candidate,090_承_2005_10_13 まりも日米会議・ハンガートーク01 / 130_転_BETA大規模再襲撃01,mixed,22,unscoped,3,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
インド,印度,candidate,080_承_2005_10_12 孤児院1回目・まりも不在01,mixed,30,unscoped,4,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
イーグル,鹰,candidate,010_序章_響の悪夢01 / 040_承_2005_10_07 デブリーフィング・顔合わせ01,mixed,32,unscoped,3,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
ウォーケン,沃肯,candidate,090_承_2005_10_13 まりも日米会議・ハンガートーク01 / 110_承_2005_10_18 市街地警護任務1・空振り01 / 130_転_BETA大規模再襲撃01 / 130_転_BETA大規模再襲撃02 / 130_転_BETA大規模再襲撃03,mixed,42,unscoped,19,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
ウォーケン少佐,沃肯少佐,candidate,090_承_2005_10_13 まりも日米会議・ハンガートーク01 / 110_承_2005_10_18 市街地警護任務1・空振り01 / 130_転_BETA大規模再襲撃01 / 130_転_BETA大規模再襲撃02 / 130_転_BETA大規模再襲撃03,mixed,44,unscoped,19,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
ウォードッグ,战犬,candidate,050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 060_承_2005_10_10 まりも・警備任務プレ01 / 080_承_2005_10_12 孤児院1回目・まりも不在01 / 110_承_2005_10_18 市街地警護任務1・空振り01 / 120_承_2005_10_19 デモ隊との交渉01 / 130_転_BETA大規模再襲撃01 / 130_転_BETA大規模再襲撃02 / 130_転_BETA大規模再襲撃03,mixed,45,unscoped,68,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
ウォードッグス,战犬,candidate,130_転_BETA大規模再襲撃02,mixed,46,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
ウォードッグ小隊,战犬小队,candidate,050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 060_承_2005_10_10 まりも・警備任務プレ01 / 110_承_2005_10_18 市街地警護任務1・空振り01 / 120_承_2005_10_19 デモ隊との交渉01,mixed,47,unscoped,6,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
ウォードッグ隊,战犬队,candidate,050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 080_承_2005_10_12 孤児院1回目・まりも不在01 / 110_承_2005_10_18 市街地警護任務1・空振り01,mixed,48,unscoped,8,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
ウチ,我方/本舰,excluded,040_承_2005_10_07 デブリーフィング・顔合わせ01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01,mixed,49,unscoped,6,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
エリア,区域,candidate,020_起_第６次シアトル防衛線01 / 040_承_2005_10_07 デブリーフィング・顔合わせ01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 060_承_2005_10_10 まりも・警備任務プレ01 / 130_転_BETA大規模再襲撃01,mixed,51,unscoped,13,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
エレン,艾伦,candidate,020_起_第６次シアトル防衛線01 / 040_承_2005_10_07 デブリーフィング・顔合わせ01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 060_承_2005_10_10 まりも・警備任務プレ01 / 070_承_2005_10_11 物資受取・雫・エレン01 / 080_承_2005_10_12 孤児院1回目・まりも不在01 / 090_承_2005_10_13 まりも日米会議・ハンガートーク01 / 100_承_2005_10_14 居住区休日・孤児院2回目01 / 110_承_2005_10_18 市街地警護任務1・空振り01 / 120_承_2005_10_19 デモ隊との交渉01 / 130_転_BETA大規模再襲撃01 / 130_転_BETA大規模再襲撃02 / 130_転_BETA大規模再襲撃03,mixed,53,unscoped,76,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
エレン・エイス,艾伦·艾斯,candidate,020_起_第６次シアトル防衛線01 / 040_承_2005_10_07 デブリーフィング・顔合わせ01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 070_承_2005_10_11 物資受取・雫・エレン01 / 130_転_BETA大規模再襲撃01 / 130_転_BETA大規模再襲撃03,mixed,54,unscoped,8,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
エレン・エイス少尉,艾伦·艾斯少尉,candidate,040_承_2005_10_07 デブリーフィング・顔合わせ01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 070_承_2005_10_11 物資受取・雫・エレン01 / 130_転_BETA大規模再襲撃01 / 130_転_BETA大規模再襲撃03,mixed,56,unscoped,7,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
エレン少尉,艾伦少尉,candidate,070_承_2005_10_11 物資受取・雫・エレン01,mixed,60,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
オーストラリア,澳大利亚,candidate,060_承_2005_10_10 まりも・警備任務プレ01,mixed,66,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
カロネード,卡洛内德,candidate,020_起_第６次シアトル防衛線01 / 040_承_2005_10_07 デブリーフィング・顔合わせ01,mixed,79,unscoped,30,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
カロネード隊,卡洛内德队,candidate,020_起_第６次シアトル防衛線01,mixed,80,unscoped,3,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
クソ,该死,candidate,040_承_2005_10_07 デブリーフィング・顔合わせ01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 070_承_2005_10_11 物資受取・雫・エレン01 / 100_承_2005_10_14 居住区休日・孤児院2回目01 / 110_承_2005_10_18 市街地警護任務1・空振り01 / 120_承_2005_10_19 デモ隊との交渉01 / 130_転_BETA大規模再襲撃01 / 130_転_BETA大規模再襲撃02 / 130_転_BETA大規模再襲撃03,mixed,84,unscoped,23,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
クレイン,鹤,candidate,120_承_2005_10_19 デモ隊との交渉01 / 130_転_BETA大規模再襲撃02 / 130_転_BETA大規模再襲撃03,mixed,88,unscoped,4,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
コントロール,管制,candidate,060_承_2005_10_10 まりも・警備任務プレ01,mixed,104,unscoped,2,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
シアトル,西雅图,candidate,020_起_第６次シアトル防衛線01 / 040_承_2005_10_07 デブリーフィング・顔合わせ01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 060_承_2005_10_10 まりも・警備任務プレ01 / 070_承_2005_10_11 物資受取・雫・エレン01 / 090_承_2005_10_13 まりも日米会議・ハンガートーク01 / 100_承_2005_10_14 居住区休日・孤児院2回目01 / 110_承_2005_10_18 市街地警護任務1・空振り01 / 120_承_2005_10_19 デモ隊との交渉01 / 130_転_BETA大規模再襲撃01 / 130_転_BETA大規模再襲撃02 / 130_転_BETA大規模再襲撃03 / 140_結_エピローグ01,mixed,113,unscoped,83,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
センサー,传感器,candidate,130_転_BETA大規模再襲撃01,mixed,142,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
ソ連,苏联,candidate,060_承_2005_10_10 まりも・警備任務プレ01 / 080_承_2005_10_12 孤児院1回目・まりも不在01,mixed,145,unscoped,2,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
タイプ,类型,candidate,040_承_2005_10_07 デブリーフィング・顔合わせ01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 070_承_2005_10_11 物資受取・雫・エレン01 / 090_承_2005_10_13 まりも日米会議・ハンガートーク01,mixed,146,unscoped,7,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
タコマ,塔科马,candidate,040_承_2005_10_07 デブリーフィング・顔合わせ01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 060_承_2005_10_10 まりも・警備任務プレ01 / 070_承_2005_10_11 物資受取・雫・エレン01 / 080_承_2005_10_12 孤児院1回目・まりも不在01 / 090_承_2005_10_13 まりも日米会議・ハンガートーク01 / 110_承_2005_10_18 市街地警護任務1・空振り01,mixed,147,unscoped,18,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
テメェ,你这混蛋,candidate,050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 060_承_2005_10_10 まりも・警備任務プレ01 / 070_承_2005_10_11 物資受取・雫・エレン01 / 090_承_2005_10_13 まりも日米会議・ハンガートーク01,mixed,159,unscoped,4,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
デモ隊,示威队伍,candidate,110_承_2005_10_18 市街地警護任務1・空振り01 / 120_承_2005_10_19 デモ隊との交渉01 / 130_転_BETA大規模再襲撃01,mixed,163,unscoped,19,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
データリンク,数据链,candidate,020_起_第６次シアトル防衛線01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 130_転_BETA大規模再襲撃01 / 130_転_BETA大規模再襲撃02,mixed,168,unscoped,6,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
トラブル,麻烦,candidate,060_承_2005_10_10 まりも・警備任務プレ01 / 110_承_2005_10_18 市街地警護任務1・空振り01 / 130_転_BETA大規模再襲撃01,mixed,170,unscoped,3,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
ドレイク,德雷克,candidate,020_起_第６次シアトル防衛線01 / 040_承_2005_10_07 デブリーフィング・顔合わせ01,mixed,174,unscoped,69,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
