jp,cn,status,chapter,source,source_row,source_status,occurrences,basis
夕呼,夕呼,contextual,本作；详见使用限制,selected-photonflowers,72,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
女の人,女人,contextual,本作；详见使用限制,selected-photonflowers,73,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
宗像中尉,宗像中尉,contextual,本作；详见使用限制,selected-photonflowers,74,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
尊人,尊人,contextual,本作；详见使用限制,selected-photonflowers,75,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
小隊全員,小队全员,contextual,本作；详见使用限制,selected-photonflowers,76,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
少女,少女,contextual,本作；详见使用限制,selected-photonflowers,77,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
巴,巴,contextual,本作；详见使用限制,selected-photonflowers,78,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
帝国軍衛士,帝国军卫士,contextual,本作；详见使用限制,selected-photonflowers,79,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
帝国軍衛士１,帝国军卫士1,contextual,本作；详见使用限制,selected-photonflowers,80,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
帝国軍衛士２,帝国军卫士2,contextual,本作；详见使用限制,selected-photonflowers,81,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
帝国軍衛士３,帝国军卫士3,contextual,本作；详见使用限制,selected-photonflowers,82,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
帝国軍衛士４,帝国军卫士4,contextual,本作；详见使用限制,selected-photonflowers,83,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
帝国軍衛士５,帝国军卫士5,contextual,本作；详见使用限制,selected-photonflowers,84,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
慧,慧,contextual,本作；详见使用限制,selected-photonflowers,85,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
慧・柏木,慧·柏木,contextual,本作；详见使用限制,selected-photonflowers,86,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
戎,戎,contextual,本作；详见使用限制,selected-photonflowers,87,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
戦術機母艦,战术机母舰,contextual,本作；详见使用限制,selected-photonflowers,88,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
支店長,分行经理,contextual,本作；详见使用限制,selected-photonflowers,89,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
教官１,教官1,contextual,本作；详见使用限制,selected-photonflowers,90,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
教官２,教官2,contextual,本作；详见使用限制,selected-photonflowers,91,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
教官３,教官3,contextual,本作；详见使用限制,selected-photonflowers,92,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
整備兵,整备兵,contextual,本作；详见使用限制,selected-photonflowers,93,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
斯衛部隊指揮官,斯卫部队指挥官,contextual,本作；详见使用限制,selected-photonflowers,94,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
新井,新井,contextual,本作；详见使用限制,selected-photonflowers,95,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
月詠,月咏,contextual,本作；详见使用限制,selected-photonflowers,96,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
東ドイツ,东德,contextual,本作；详见使用限制,selected-photonflowers,97,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
柏木,柏木,contextual,本作；详见使用限制,selected-photonflowers,98,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
武,武,contextual,本作；详见使用限制,selected-photonflowers,99,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
武・千鶴,武·千鹤,contextual,本作；详见使用限制,selected-photonflowers,100,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
武・純夏,武·纯夏,contextual,本作；详见使用限制,selected-photonflowers,101,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
涼宮中尉,凉宫中尉,contextual,本作；详见使用限制,selected-photonflowers,102,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
涼宮少尉,凉宫少尉,contextual,本作；详见使用限制,selected-photonflowers,103,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
狩野,狩野,contextual,本作；详见使用限制,selected-photonflowers,104,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
男の声１,男人的声音1,contextual,本作；详见使用限制,selected-photonflowers,105,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
男の声２,男人的声音2,contextual,本作；详见使用限制,selected-photonflowers,106,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
男の声３,男人的声音3,contextual,本作；详见使用限制,selected-photonflowers,107,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
白陵,白陵,contextual,本作；详见使用限制,selected-photonflowers,108,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
神代,神代,contextual,本作；详见使用限制,selected-photonflowers,109,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
神代・巴,神代、巴,contextual,本作；详见使用限制,selected-photonflowers,110,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
神代・戎,神代、戎,contextual,本作；详见使用限制,selected-photonflowers,111,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
神宮司,神宫司,contextual,本作；详见使用限制,selected-photonflowers,112,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
神宮司まりも,神宫司麻理茉,contextual,本作；详见使用限制,selected-photonflowers,113,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
神宮司教官,神宫司教官,contextual,本作；详见使用限制,selected-photonflowers,114,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
福引係,抽奖员,contextual,本作；详见使用限制,selected-photonflowers,115,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
竹宮,竹宫,contextual,本作；详见使用限制,selected-photonflowers,116,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
米国,美国,contextual,本作；详见使用限制,selected-photonflowers,117,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
純夏,纯夏,contextual,本作；详见使用限制,selected-photonflowers,118,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
美琴,美琴,contextual,本作；详见使用限制,selected-photonflowers,119,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
英国,英国,contextual,本作；详见使用限制,selected-photonflowers,120,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
茜,茜,contextual,本作；详见使用限制,selected-photonflowers,121,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
藤澤,藤泽,contextual,本作；详见使用限制,selected-photonflowers,122,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
覆面の男１,蒙面男子1,contextual,本作；详见使用限制,selected-photonflowers,123,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
覆面の男２,蒙面男子2,contextual,本作；详见使用限制,selected-photonflowers,124,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
訓練兵たち,训练兵们,contextual,本作；详见使用限制,selected-photonflowers,125,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
訓練兵１,训练兵1,contextual,本作；详见使用限制,selected-photonflowers,126,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
訓練兵２,训练兵2,contextual,本作；详见使用限制,selected-photonflowers,127,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
訓練兵３,训练兵3,contextual,本作；详见使用限制,selected-photonflowers,128,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
訓練兵４,训练兵4,contextual,本作；详见使用限制,selected-photonflowers,129,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
訓練小隊全員,训练小队全员,contextual,本作；详见使用限制,selected-photonflowers,130,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
謎の人物Ａ,谜之人物A,contextual,本作；详见使用限制,selected-photonflowers,131,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
謎の人物Ｂ・Ｃ・Ｄ,谜之人物B·C·D,contextual,本作；详见使用限制,selected-photonflowers,132,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
警備部隊隊長,警备部队队长,contextual,本作；详见使用限制,selected-photonflowers,133,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
警備隊員,警备队员,contextual,本作；详见使用限制,selected-photonflowers,134,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
軌道降下兵,轨道降下兵,contextual,本作；详见使用限制,selected-photonflowers,135,provisional-selected,,本作采用轨道降下兵；旧表轨道潜水员错误，不自动改正文中的其他译法；来自上一轮暂定专表，不是历史全量基线。
速瀬中尉,速濑中尉,contextual,本作；详见使用限制,selected-photonflowers,136,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
醍三郎,醍三郎,contextual,本作；详见使用限制,selected-photonflowers,137,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
銀行強盗１,银行劫匪1,contextual,本作；详见使用限制,selected-photonflowers,138,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
銀行強盗１・２,银行劫匪1、2,contextual,本作；详见使用限制,selected-photonflowers,139,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
銀行強盗２,银行劫匪2,contextual,本作；详见使用限制,selected-photonflowers,140,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
雷電,雷电,contextual,本作；详见使用限制,selected-photonflowers,141,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
韮沢助教,韭泽助教,contextual,本作；详见使用限制,selected-photonflowers,142,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
風間少尉,风间少尉,contextual,本作；详见使用限制,selected-photonflowers,143,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
Ａ小隊,A小队,contextual,本作；详见使用限制,selected-photonflowers,144,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
Ｂ小隊,B小队,contextual,本作；详见使用限制,selected-photonflowers,145,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ＣＰ,ＣＰ,contextual,本作；详见使用限制,selected-photonflowers,146,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
