jp,cn,status,chapter,source,source_row,source_status,occurrences,basis
日本帝国欧州派遣軍イーグル中隊,日本帝国欧洲派遣军鹰中队,contextual,本作；详见使用限制,selected-tda02,57,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
月詠中尉,月咏中尉,contextual,本作；详见使用限制,selected-tda02,58,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
松風,松风,contextual,本作；详见使用限制,selected-tda02,59,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
松風諒一,松风谅一,contextual,本作；详见使用限制,selected-tda02,60,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
柚香,柚香,contextual,本作；详见使用限制,selected-tda02,61,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
楠本,楠本,contextual,本作；详见使用限制,selected-tda02,62,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
楠本さやか,楠本沙也加,contextual,本作；详见使用限制,selected-tda02,63,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
沙霧大尉,沙雾上尉,contextual,本作；详见使用限制,selected-tda02,64,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
浅葱,浅葱,contextual,本作；详见使用限制,selected-tda02,65,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
海軍戦術機部隊,海军战术机部队,contextual,本作；详见使用限制,selected-tda02,66,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
神代少尉,神代少尉,contextual,本作；详见使用限制,selected-tda02,67,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
神宮司,神宫司,contextual,本作；详见使用限制,selected-tda02,68,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
米国,美国,contextual,本作；详见使用限制,selected-tda02,69,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
米国人,美国人,contextual,本作；详见使用限制,selected-tda02,70,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
米国海兵隊,美国海军陆战队,contextual,本作；详见使用限制,selected-tda02,71,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
米国海兵隊戦術機部隊ブラックナイヴス,美国海军陆战队战术机部队黑刃队,contextual,本作；详见使用限制,selected-tda02,72,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
米国陸軍第１軍団第６６戦術機甲大隊,美国陆军第1军团第66战术机甲大队,contextual,本作；详见使用限制,selected-tda02,73,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
米軍,美军,contextual,本作；详见使用限制,selected-tda02,74,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
米軍衛士,美军卫士,contextual,本作；详见使用限制,selected-tda02,75,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
美桜乃少尉,美樱乃少尉,contextual,本作；详见使用限制,selected-tda02,76,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
美桜乃雫,美樱乃雫,contextual,本作；详见使用限制,selected-tda02,77,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
美桜乃雫少尉,美樱乃雫少尉,contextual,本作；详见使用限制,selected-tda02,78,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
軌道降下兵,轨道降下兵,contextual,本作；详见使用限制,selected-tda02,79,provisional-selected,,本作采用轨道降下兵；旧表轨道潜水员错误，不自动改正文中的其他译法；来自上一轮暂定专表，不是历史全量基线。
雫,雫,contextual,本作；详见使用限制,selected-tda02,80,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
響,响,contextual,本作；详见使用限制,selected-tda02,81,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
龍浪,龙浪,contextual,本作；详见使用限制,selected-tda02,82,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
龍浪中尉,龙浪中尉,contextual,本作；详见使用限制,selected-tda02,83,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
龍浪響,龙浪响,contextual,本作；详见使用限制,selected-tda02,84,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
龍浪響中尉,龙浪响中尉,contextual,本作；详见使用限制,selected-tda02,85,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
Ｂ小隊,B小队,contextual,本作；详见使用限制,selected-tda02,86,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ァァ,啊啊,excluded,150_２００５年１２月２４日（土）_169_松風奮闘,mixed,10,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
アルフレッド・ウォーケン,阿尔弗雷德·沃肯,candidate,120_２００５年１２月２２日（木）_147_プラント外３島嶼地区,mixed,20,unscoped,2,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
アルフレッド・ウォーケン少佐,阿尔弗雷德·沃肯少佐,candidate,120_２００５年１２月２２日（木）_147_プラント外３島嶼地区,mixed,22,unscoped,2,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
イーグル,鹰,candidate,050_２００５年１２月０４日（日）_052_欧州派遣軍参戦 / 050_２００５年１２月０４日（日）_054_カナダ軍特攻 / 070_２００５年１２月０７日（水）_070_悪夢　尊厳,mixed,32,unscoped,4,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
ウォーケン,沃肯,candidate,080_２００５年１２月０８日（木）_086_米軍デブリーフィング / 100_２００５年１２月１０日（土）_102_まりもと食事 / 120_２００５年１２月２２日（木）_121_レセプション・ウォーケン登場 / 120_２００５年１２月２２日（木）_126_帰宅し丘の上にて / 120_２００５年１２月２２日（木）_129_同時刻：米軍サイド / 120_２００５年１２月２２日（木）_135_響吶喊 / 120_２００５年１２月２２日（木）_147_プラント外３島嶼地区 / 150_２００５年１２月２４日（土）_152_格納庫にて待機する響 / 150_２００５年１２月２４日（土）_162_駒木の苦悩,mixed,42,unscoped,15,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
ウォーケン少佐,沃肯少佐,candidate,080_２００５年１２月０８日（木）_086_米軍デブリーフィング / 100_２００５年１２月１０日（土）_102_まりもと食事 / 120_２００５年１２月２２日（木）_121_レセプション・ウォーケン登場 / 120_２００５年１２月２２日（木）_126_帰宅し丘の上にて / 120_２００５年１２月２２日（木）_129_同時刻：米軍サイド / 120_２００５年１２月２２日（木）_135_響吶喊 / 120_２００５年１２月２２日（木）_147_プラント外３島嶼地区 / 150_２００５年１２月２４日（土）_152_格納庫にて待機する響 / 150_２００５年１２月２４日（土）_162_駒木の苦悩,mixed,44,unscoped,15,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
ウォードッグ,战犬,candidate,030_２００５年１２月０２日（金）_033_対光線級演習 / 030_２００５年１２月０２日（金）_034_演習後デブリーフィング / 030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場 / 060_２００５年１２月０５日（月）_061_プラント警備 / 080_２００５年１２月０８日（木）_085_ウォードッグの戦い / 110_２００５年１２月１１日（日）_110_生産プラントで決意する響 / 120_２００５年１２月２２日（木）_131_序盤戦 / 120_２００５年１２月２２日（木）_134_窮地 / 120_２００５年１２月２２日（木）_135_響吶喊 / 120_２００５年１２月２２日（木）_137_残されたウォードッグ / 120_２００５年１２月２２日（木）_138_生産プラントに侵入した響 / 120_２００５年１２月２２日（木）_145_プラント外の戦術機部隊 / 120_２００５年１２月２２日（木）_148_安全確保 / 150_２００５年１２月２４日（土）_174_ナウシカ,mixed,45,unscoped,26,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
ウォードッグス,战犬,candidate,120_２００５年１２月２２日（木）_130_戦闘開始 / 120_２００５年１２月２２日（木）_135_響吶喊 / 120_２００５年１２月２２日（木）_148_安全確保,mixed,46,unscoped,3,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
ウォードッグ小隊,战犬小队,candidate,030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場 / 120_２００５年１２月２２日（木）_148_安全確保,mixed,47,unscoped,2,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
ウォードッグ隊,战犬队,candidate,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,mixed,48,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
ウチ,我方/本舰,excluded,010_プロローグ_012_プロローグ２　ニュース概況 / 030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場 / 050_２００５年１２月０４日（日）_050_悪夢の始まり：大海崩後の世界 / 050_２００５年１２月０４日（日）_058_シミュレーター特訓後のデブリーフィング / 110_２００５年１２月１１日（日）_110_生産プラントで決意する響,mixed,49,unscoped,5,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
エリア,区域,candidate,010_プロローグ_012_プロローグ２　ニュース概況 / 030_２００５年１２月０２日（金）_033_対光線級演習 / 080_２００５年１２月０８日（木）_085_ウォードッグの戦い,mixed,51,unscoped,3,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
エレメント,分队,candidate,120_２００５年１２月２２日（木）_134_窮地 / 120_２００５年１２月２２日（木）_135_響吶喊,mixed,52,unscoped,4,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
エレン,艾伦,candidate,010_プロローグ_012_プロローグ２　ニュース概況 / 020_２００５年１２月０１日（木）_021_格納庫にて / 030_２００５年１２月０２日（金）_032_食堂 / 030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場 / 030_２００５年１２月０２日（金）_036_丘の上で柚香、エレンと / 050_２００５年１２月０４日（日）_058_シミュレーター特訓後のデブリーフィング / 050_２００５年１２月０４日（日）_059_龍浪と律子 / 060_２００５年１２月０５日（月）_060_プラントへ向かう道 / 060_２００５年１２月０５日（月）_061_プラント警備 / 060_２００５年１２月０５日（月）_062_孤児施設 / 080_２００５年１２月０８日（木）_087_落ち込む雫 / 090_２００５年１２月０９日（金）_091_医局にて診察を受ける雫 / 090_２００５年１２月０９日（金）_093_丘の上にてエレンと / 100_２００５年１２月１０日（土）_100_エレン私室 / 110_２００５年１２月１１日（日）_110_生産プラントで決意する響 / 120_２００５年１２月２２日（木）_120_プラント・レセプション / 120_２００５年１２月２２日（木）_121_レセプション・ウォーケン登場 / 120_２００５年１２月２２日（木）_135_響吶喊 / 150_２００５年１２月２４日（土）_152_格納庫にて待機する響 / 150_２００５年１２月２４日（土）_153_孤児院に赴く雫 / 150_２００５年１２月２４日（土）_173_停戦命令,mixed,53,unscoped,50,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
エレン・エイス,艾伦·艾斯,candidate,120_２００５年１２月２２日（木）_121_レセプション・ウォーケン登場,mixed,54,unscoped,2,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
エレン・エイス少尉,艾伦·艾斯少尉,candidate,120_２００５年１２月２２日（木）_121_レセプション・ウォーケン登場,mixed,56,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
オペレーター,操作员,candidate,090_２００５年１２月０９日（金）_093_丘の上にてエレンと,mixed,62,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
オーストラリア,澳大利亚,candidate,080_２００５年１２月０８日（木）_086_米軍デブリーフィング,mixed,66,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
オール・ナイヴス,黑刃全机,candidate,080_２００５年１２月０８日（木）_084_シミュレーションバトル,mixed,68,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
カメラ,摄像机,candidate,020_２００５年１２月０１日（木）_021_格納庫にて,mixed,76,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
クソ,该死,candidate,030_２００５年１２月０２日（金）_030_悪夢　大陸放浪 / 050_２００５年１２月０４日（日）_051_米軍ＶＳ仏軍 / 050_２００５年１２月０４日（日）_052_欧州派遣軍参戦 / 060_２００５年１２月０５日（月）_062_孤児施設 / 080_２００５年１２月０８日（木）_081_悪夢　浅葱と響 / 110_２００５年１２月１１日（日）_112_医局にて催眠暗示を受ける / 120_２００５年１２月２２日（木）_135_響吶喊 / 120_２００５年１２月２２日（木）_143_駒木の差配 / 120_２００５年１２月２２日（木）_147_プラント外３島嶼地区 / 150_２００５年１２月２４日（土）_162_駒木の苦悩 / 150_２００５年１２月２４日（土）_182_作戦中止,mixed,84,unscoped,15,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
クレイン,鹤,candidate,150_２００５年１２月２４日（土）_158_日米同盟ＶＳ仏加連合 / 150_２００５年１２月２４日（土）_163_松風は馬じゃない,mixed,88,unscoped,4,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
クレイン中隊,鹤中队,candidate,150_２００５年１２月２４日（土）_163_松風は馬じゃない,mixed,90,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
コントロール,管制,candidate,060_２００５年１２月０５日（月）_063_ハンガー＆食堂 / 090_２００５年１２月０９日（金）_093_丘の上にてエレンと,mixed,104,unscoped,2,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
