"call_order","id","rio_file","scene","speaker_jp","jp_text","cn_text"
"41","pf:static:photonflowers11.rio:487194916:00045500","photonflowers11.rio","crsa:photonflowers11.rio@487194916","武","【武】「ぐぬぬぬ…<03>…<03>」<01>","武【咕呜呜呜……】"
"42","pf:static:photonflowers11.rio:487194916:00045568","photonflowers11.rio","crsa:photonflowers11.rio@487194916","","お、<03>おのれ～、<03>委員長め…<03>…<03>。<01>","可、可恶的班长……"
"43","pf:static:photonflowers11.rio:487194916:00045674","photonflowers11.rio","crsa:photonflowers11.rio@487194916","","新学期以来、<03>何かとそのネタをオレに振りかざしやがって…<03>…<03>。<01>","新学期以来，一遇到事就用这件事来怼我……"
"44","pf:static:photonflowers11.rio:487194916:00045952","photonflowers11.rio","crsa:photonflowers11.rio@487194916","壬姫","【壬姫】「なんか形勢逆転だねー」<01>","壬姬【感觉形势逆转了啊—】"
"45","pf:static:photonflowers11.rio:487194916:00046086","photonflowers11.rio","crsa:photonflowers11.rio@487194916","純夏","【純夏】「なになに？　何の話？」<01>","纯夏【什么什么？在说什么？】"
"46","pf:static:photonflowers11.rio:487194916:00046212","photonflowers11.rio","crsa:photonflowers11.rio@487194916","尊人","【尊人】「ボクにもよくわからないよ」<01>","尊人【我也没太听懂啊】"
"47","pf:static:photonflowers11.rio:487194916:00046346","photonflowers11.rio","crsa:photonflowers11.rio@487194916","慧","【慧】「矮小な男は女を喜ばせられない」<01>","慧【狭小（隘）的男人没法让女人开心】"
"48","pf:static:photonflowers11.rio:487194916:00046514","photonflowers11.rio","crsa:photonflowers11.rio@487194916","純夏","【純夏】「え…<03>…<03>な、<03>なにが…<03>…<03>？」<01>","纯夏【啊……？什、什么……？】"
"49","pf:static:photonflowers11.rio:487194916:00046648","photonflowers11.rio","crsa:photonflowers11.rio@487194916","慧","【慧】「小さいと鑑は満足できない…<03>…<03>かわいそう」<01>","慧【小的没法让鉴满足……好可怜】"
"50","pf:static:photonflowers11.rio:487194916:00046870","photonflowers11.rio","crsa:photonflowers11.rio@487194916","","い、<03>いきなりアダルトなヤツ…<03>…<03><01>","突、突然说荤段子……"
"51","pf:static:photonflowers11.rio:487194916:00047010","photonflowers11.rio","crsa:photonflowers11.rio@487194916","武","【武】「な、<03>何だよおまえ、<03>オレの見たことあんのかよ！　何を根拠に――」<01>","武【你、你说什么！又没有看过我的！你有什么根据——】"
"52","pf:static:photonflowers11.rio:487194916:00047306","photonflowers11.rio","crsa:photonflowers11.rio@487194916","慧","【慧】「男の器の話…<03>…<03>変な想像して興奮するな」<01>","慧【是说男人的器（量）的话题…别因为奇怪的想象兴奋啊】"
"53","pf:static:photonflowers11.rio:487194916:00047494","photonflowers11.rio","crsa:photonflowers11.rio@487194916","武","【武】「――ぅぐ…<03>…<03>ぬぬぬぅ～～～」<01>","武【唔咕……呜呜呜】"
"54","pf:static:photonflowers11.rio:487194916:00047596","photonflowers11.rio","crsa:photonflowers11.rio@487194916","","この魔女め～～～…<03>…<03>覚えてろよ！<01>","这个魔女……给我记住了！"
"55","pf:static:photonflowers11.rio:487194916:00047720","photonflowers11.rio","crsa:photonflowers11.rio@487194916","千鶴","【千鶴】「卒業まであと少しだって言うのに…<03>…<03>未だにそんな子供じみた事ばかりしてると、<03>愛想尽かされるんじゃないのかしら？　ねえ、<03>鑑さん？」<01>","千鹤【明明离毕业没有几天了，还整天做这种小孩子气的事，好感度     都要掉完了。是吧？鉴同学。】"
"56","pf:static:photonflowers11.rio:487194916:00048242","photonflowers11.rio","crsa:photonflowers11.rio@487194916","純夏","【純夏】「えっと…<03>…<03>あはは…<03>…<03>さすがにそれはない…<03>…<03>かな～…<03>…<03>」<01>","纯夏【那个……啊哈哈……怎么说也不会那样……吧……】"
"57","pf:static:photonflowers11.rio:487194916:00048482","photonflowers11.rio","crsa:photonflowers11.rio@487194916","","うがあああっっ！！　こんな場面でマジに答えてるんじゃねー！<01>","唔啊啊啊啊！！别在这种情况下认真回答！"
"58","pf:static:photonflowers11.rio:487194916:00048668","photonflowers11.rio","crsa:photonflowers11.rio@487194916","慧","【慧】「のろけ？」<01>","慧【秀恩爱？】"
"59","pf:static:photonflowers11.rio:487194916:00048748","photonflowers11.rio","crsa:photonflowers11.rio@487194916","","オレに聞くなっ！<01>","别问我！"
"60","pf:static:photonflowers11.rio:487194916:00048828","photonflowers11.rio","crsa:photonflowers11.rio@487194916","武","【武】「わかった！　わーーった！！　やりゃいいんだろ！」<01>","武【知道了！知道了！我做行了吧！】"
"61","pf:static:photonflowers11.rio:487194916:00049008","photonflowers11.rio","crsa:photonflowers11.rio@487194916","壬姫","【壬姫】「あー、<03>たけるさん顔が紅いよー？」<01>","壬姬【啊—，小武哥脸很红哦】"
"62","pf:static:photonflowers11.rio:487194916:00049166","photonflowers11.rio","crsa:photonflowers11.rio@487194916","武","【武】「う、<03>うるさいっ！」<01>","武【啰、啰嗦！】"
"63","pf:static:photonflowers11.rio:487194916:00049244","photonflowers11.rio","crsa:photonflowers11.rio@487194916","慧","【慧】「白銀、<03>純情…<03>…<03>耳まで赤い」<01>","慧【白银，真纯情……耳朵都红了】"
"64","pf:static:photonflowers11.rio:487194916:00049380","photonflowers11.rio","crsa:photonflowers11.rio@487194916","武","【武】「だ、<03>黙ってろ！」<01>","武【闭、闭嘴！】"
"65","pf:static:photonflowers11.rio:487194916:00049454","photonflowers11.rio","crsa:photonflowers11.rio@487194916","尊人","【尊人】「どうしたの、<03>顔が紅いよ？　熱かな？　保健室に行った方がいいんじゃない？」<01>","尊人【怎么了吗？脸很红哦。发烧了？要不要去保健室？】"
"66","pf:static:photonflowers11.rio:487194916:00049734","photonflowers11.rio","crsa:photonflowers11.rio@487194916","武","【武】「おまえは、<03>ちゃんと流れを見てろ！」<01>","武【我说你啊，好好看看话题的走向啊！】"
"67","pf:static:photonflowers11.rio:487194916:00049878","photonflowers11.rio","crsa:photonflowers11.rio@487194916","純夏","【純夏】「…<03>…<03>なんだってさ！」<01>","纯夏【……所以说啊！】"
"68","pf:static:photonflowers11.rio:487194916:00050006","photonflowers11.rio","crsa:photonflowers11.rio@487194916","武","【武】「そうかいそうかい…<03>…<03>」<01>","武【这样啊这样啊】"
"69","pf:static:photonflowers11.rio:487194916:00050110","photonflowers11.rio","crsa:photonflowers11.rio@487194916","純夏","【純夏】「何だよ～！　さっきからいい加減な返事ばっかで～～！」<01>","纯夏【干嘛啊~！从刚才开始就一直那么敷衍~！】"
"70","pf:static:photonflowers11.rio:487194916:00050360","photonflowers11.rio","crsa:photonflowers11.rio@487194916","武","【武】「なんでもねえよ…<03>…<03>…<03>…<03>それにしても忌々しい…<03>…<03>くっそー、<03>委員長のヤツ…<03>…<03>」<01>","武【什么都没……说是这么说，还是可恨，可恶，班长那家伙……】"
"71","pf:static:photonflowers11.rio:487194916:00050636","photonflowers11.rio","crsa:photonflowers11.rio@487194916","純夏","【純夏】「ハァ…<03>…<03>まだ根に持ってるし…<03>…<03>」<01>","纯夏【哈……还在记仇】"
"72","pf:static:photonflowers11.rio:487194916:00050792","photonflowers11.rio","crsa:photonflowers11.rio@487194916","","一体どこでどうバレたのか、<03>クラスの奴ら全員、<03>オレと純夏が付き合った事知ってやがったんだよな…<03>…<03>。<01>","到底是从哪怎么暴露出来的？班上的全员，都知道我在和纯夏交往了……"
"73","pf:static:photonflowers11.rio:487194916:00051116","photonflowers11.rio","crsa:photonflowers11.rio@487194916","","まあ、<03>冥夜が本家に帰ったことから推測してるに違いないが、<03>冥夜にだって、<03>家の複雑な事情がある事ぐらいみんな想像つくだろう。<01>","嘛，虽然从冥夜回自己家这点来推测也没错。但是冥夜家里的复杂程度大家也想象的到吧。"
"74","pf:static:photonflowers11.rio:487194916:00051576","photonflowers11.rio","crsa:photonflowers11.rio@487194916","","冥夜が帰ったって事が、<03>直接オレと純夏が付き合っているって事を断定する証拠にはならないはずだ。<0A>オレ達さえそれを認めなければ！<01>","从冥夜回去的事，直接断定我和纯夏在交往，这种事根本没有根据的吧。要是连我们都这样认为了的话……！"
"75","pf:static:photonflowers11.rio:487194916:00051948","photonflowers11.rio","crsa:photonflowers11.rio@487194916","","…<03>…<03>なのにあいつらみんな、<03>確信的な態度をとってくるんだよな。<01>","……但那些家伙，全都摆出一副确信的态度啊。"
"76","pf:static:photonflowers11.rio:487194916:00052170","photonflowers11.rio","crsa:photonflowers11.rio@487194916","","特に委員長と夕呼先生は、<03>事あるごとにそれを武器にオレをいたぶって来やがる…<03>…<03>。<01>","特别是班长和夕呼老师，一有机会就拿这件事当武器来勒索我。"
"77","pf:static:photonflowers11.rio:487194916:00052480","photonflowers11.rio","crsa:photonflowers11.rio@487194916","","オレの反応が面白い――とか言ってたな。<0A>完全に楽しんでやがるんだ。<01>","说什么——我的反应很有意思。完全乐在其中啊。"
"78","pf:static:photonflowers11.rio:487194916:00052788","photonflowers11.rio","crsa:photonflowers11.rio@487194916","純夏","【純夏】「ねえねえ、<03>思い切って開き直っちゃおうか？」<01>","纯夏【呐呐，一口气全公开了吧？】"
"79","pf:static:photonflowers11.rio:487194916:00052984","photonflowers11.rio","crsa:photonflowers11.rio@487194916","武","【武】「なにが？」<01>","武【什么？】"
"80","pf:static:photonflowers11.rio:487194916:00053060","photonflowers11.rio","crsa:photonflowers11.rio@487194916","純夏","【純夏】「だからー、<03>わたしたちラブラブだよー！　…<03>…<03>って言っちゃってぇ～、<03>いっつもくっついていればさぁ～～～…<03>…<03>きゃっ！」<01>","纯夏【所以说—，我们两个很恩恩爱爱哦！……这么说了后，就一直黏在一起~~~……呀~！】"
"81","pf:static:photonflowers11.rio:487194916:00053418","photonflowers11.rio","crsa:photonflowers11.rio@487194916","武","【武】「――できるかンなこと！」<01>","武【——怎么可能做到那种事情啊！】"
"82","pf:static:photonflowers11.rio:487194916:00053524","photonflowers11.rio","crsa:photonflowers11.rio@487194916","","今更どうやって開き直るって言うんだよ。<0A>こっちから先に公言したならともかく、<03>みんなに知られてから追認なんて…<03>…<03>それこそ恥ずかしいじゃねーか！<01>","都事到如今了，还怎么公开啊。我们这边在大家不知道时就说了还好，但大家都知道了还再承认什么的……那样才羞耻吧！"
"83","pf:static:photonflowers11.rio:487194916:00054128","photonflowers11.rio","crsa:photonflowers11.rio@487194916","純夏","【純夏】「う～～～…<03>…<03>」<01>","纯夏【呜~……】"
"84","pf:static:photonflowers11.rio:487194916:00054202","photonflowers11.rio","crsa:photonflowers11.rio@487194916","武","【武】「大体、<03>そういうおまえだって、<03>何かって言うと照れてるじゃねーか。<0A>だから余計にからかわれるんだ」<01>","武【说到底，就算是你，一被说了什么不也害羞起来了，所以才会被格外戏弄啊。】"
"85","pf:static:photonflowers11.rio:487194916:00054602","photonflowers11.rio","crsa:photonflowers11.rio@487194916","純夏","【純夏】「だ、<03>だってぇ…<03>…<03>」<01>","纯夏【因、因为……】"
"86","pf:static:photonflowers11.rio:487194916:00054680","photonflowers11.rio","crsa:photonflowers11.rio@487194916","武","【武】「な？　今更恥ずかしいだろ？」<01>","武【是吧？现在还感觉害羞对吧？】"
"87","pf:static:photonflowers11.rio:487194916:00054950","photonflowers11.rio","crsa:photonflowers11.rio@487194916","純夏","【純夏】「…<03>…<03>うん…<03>…<03>まぁ…<03>…<03>…<03>…<03>」<01>","纯夏【……额……嘛……】"
"88","pf:static:photonflowers11.rio:487194916:00055064","photonflowers11.rio","crsa:photonflowers11.rio@487194916","武","【武】「だろ…<03>…<03>？」<01>","武【是吧……？】"
"89","pf:static:photonflowers11.rio:487194916:00055130","photonflowers11.rio","crsa:photonflowers11.rio@487194916","","もしかして、<03>オレと純夏が幼なじみじゃなかったら、<03>こうはならなかったんじゃないかと思うことはある。<01>","或许，如果我和纯夏不是青梅竹马的话，说不定就不会这样了。"
"90","pf:static:photonflowers11.rio:487194916:00055394","photonflowers11.rio","crsa:photonflowers11.rio@487194916","","いつも傍にいて、<03>ふざけあって、<03>それが当たり前で、<03>それ以上特別なことがあるなんて思いもしなかったもんな…<03>…<03>。<01>","一直都在一起的话，就算被开玩笑也是理所当然的，毕竟也想不到别的理由了。"
"91","pf:static:photonflowers11.rio:487194916:00055902","photonflowers11.rio","crsa:photonflowers11.rio@487194916","","そうじゃないヤツと付き合っていたら…<03>…<03>そうだな、<03>例えばいつもケンカしてるような相手とか…<03>…<03>。<01>","如果和不一样的人交往了的话……是啊，比如说一直在吵架的……"
"92","pf:static:photonflowers11.rio:487194916:00056356","photonflowers11.rio","crsa:photonflowers11.rio@487194916","","…<03>…<03>。<01>","…<03>…<03>。"
"93","pf:static:photonflowers11.rio:487194916:00056380","photonflowers11.rio","crsa:photonflowers11.rio@487194916","","…<03>…<03>…<03>…<03>。<01>","…<03>…<03>…<03>…<03>。"
"94","pf:static:photonflowers11.rio:487194916:00056418","photonflowers11.rio","crsa:photonflowers11.rio@487194916","武","【武】「おえーーーーッ！」<01>","武【呕诶——！】"
"95","pf:static:photonflowers11.rio:487194916:00056502","photonflowers11.rio","crsa:photonflowers11.rio@487194916","純夏","【純夏】「――ど、<03>どうしたのタケルちゃん？　アロハオエ～～？」<01>","纯夏【怎、怎么了？小武？Alohaoi~？】"
"96","pf:static:photonflowers11.rio:487194916:00056684","photonflowers11.rio","crsa:photonflowers11.rio@487194916","武","【武】「い、<03>いや…<03>…<03>とてつもなく終末的な想像をしてしまってな…<03>…<03>」<01>","武【不、不……只是做了非常毁灭性的想象……】"
"97","pf:static:photonflowers11.rio:487194916:00056924","photonflowers11.rio","crsa:photonflowers11.rio@487194916","","よりにもよって、<03>委員長が浮かんでくるとは…<03>…<03>こいつは暖かくして寝るべきだ。<0A>疲れてる。<01>","是谁不好，偏偏是想起来了班长……这下该趁着身体还没发冷趁早睡觉了，累了。"
"98","pf:static:photonflowers11.rio:487194916:00057294","photonflowers11.rio","crsa:photonflowers11.rio@487194916","純夏","【純夏】「でもタケルちゃん」<01>","纯夏【但是啊，小武】"
"99","pf:static:photonflowers11.rio:487194916:00057394","photonflowers11.rio","crsa:photonflowers11.rio@487194916","武","【武】「あ？」<01>","武【啊？】"
"100","pf:static:photonflowers11.rio:487194916:00057446","photonflowers11.rio","crsa:photonflowers11.rio@487194916","純夏","【純夏】「わたしたち…<03>…<03>何にもないよね…<03>…<03>」<01>","纯夏【我们之间……什么都没有啊……】"
"101","pf:static:photonflowers11.rio:487194916:00057648","photonflowers11.rio","crsa:photonflowers11.rio@487194916","武","【武】「――ぶっ！」<01>","武【——暴栗！】"
"102","pf:static:photonflowers11.rio:487194916:00057712","photonflowers11.rio","crsa:photonflowers11.rio@487194916","純夏","【純夏】「な、<03>なにさあっ！」<01>","纯夏【干、干嘛啊！】"
"103","pf:static:photonflowers11.rio:487194916:00057802","photonflowers11.rio","crsa:photonflowers11.rio@487194916","武","【武】「あ、<03>あのなあ！」<01>","武【我、我说啊！】"
"104","pf:static:photonflowers11.rio:487194916:00057922","photonflowers11.rio","crsa:photonflowers11.rio@487194916","","何にもないって…<03>…<03>そんなことねぇだろう！？<01>","什么都没有什么的……怎么可能啊！？"
"105","pf:static:photonflowers11.rio:487194916:00058170","photonflowers11.rio","crsa:photonflowers11.rio@487194916","純夏","【純夏】「だってさ、<03>クリスマスの時とかすごく優しかったから…<03>…<03>もっと色々あると思ったんだもん」<01>","纯夏【因为啊，圣诞节的时候你那么温柔的……我觉得，应该还有各色各样的事的嘛】"
"106","pf:static:photonflowers11.rio:487194916:00058568","photonflowers11.rio","crsa:photonflowers11.rio@487194916","武","【武】「い、<03>色々って…<03>…<03>」<01>","武【各、各色各样……】"
"107","pf:static:photonflowers11.rio:487194916:00058662","photonflowers11.rio","crsa:photonflowers11.rio@487194916","","色々も何も、<03>究極まで行っちまっただろ！？　あれ以上何があるって言うんだよ！<01>","就算说各色各样还是什么，连究极的最后一步都做了哦！在那之上还能有什么啊！"
"108","pf:static:photonflowers11.rio:487194916:00058856","photonflowers11.rio","crsa:photonflowers11.rio@487194916","純夏","【純夏】「色々は色々だよー。<0A>なんて言うのかな～、<03>こう、<03>身体がキューッとなるようなこととか…<03>…<03>」<01>","纯夏【各色各样就是各色各样。怎么说好呢~？比如，能让身体一下子kiu~的事啊】"
"109","pf:static:photonflowers11.rio:487194916:00059344","photonflowers11.rio","crsa:photonflowers11.rio@487194916","","身体がキューッ？<01>","能让身体kiu~的？"
"110","pf:static:photonflowers11.rio:487194916:00059616","photonflowers11.rio","crsa:photonflowers11.rio@487194916","純夏","【純夏】「タケルちゃん…<03>…<03>わたしのこの身体、<03>キューって抱き締めて…<03>…<03>」<01>","纯夏【小武……kiu~地一下抱紧我的身体】"
"111","pf:static:photonflowers11.rio:487194916:00059790","photonflowers11.rio","crsa:photonflowers11.rio@487194916","武","【武】「純夏…<03>…<03>」<01>","武【纯夏……】"
"112","pf:static:photonflowers11.rio:487194916:00059858","photonflowers11.rio","crsa:photonflowers11.rio@487194916","純夏","【純夏】「タケルちゃん…<03>…<03>あったかい…<03>…<03>」<01>","纯夏【小武……好温暖……】"
"113","pf:static:photonflowers11.rio:487194916:00060000","photonflowers11.rio","crsa:photonflowers11.rio@487194916","","――はっ！？<01>","——哈！？"
"114","pf:static:photonflowers11.rio:487194916:00060032","photonflowers11.rio","crsa:photonflowers11.rio@487194916","純夏","【純夏】「激しくドバーっとなるようなこととか…<03>…<03>」<01>","纯夏【激烈的，能让人咚邦一下的事情之类的】"
"115","pf:static:photonflowers11.rio:487194916:00060264","photonflowers11.rio","crsa:photonflowers11.rio@487194916","","激しくドバー？<01>","激烈地咚邦—？"
"116","pf:static:photonflowers11.rio:487194916:00060352","photonflowers11.rio","crsa:photonflowers11.rio@487194916","純夏","【純夏】「タケルちゃん…<03>…<03>もっと、<03>もっと激しくして！」<01>","纯夏【小武……再激烈，再激烈一点】"
"117","pf:static:photonflowers11.rio:487194916:00060542","photonflowers11.rio","crsa:photonflowers11.rio@487194916","武","【武】「純夏…<03>…<03>オレ…<03>…<03>オレ…<03>…<03>」<01>","武【纯夏……我……我……】"
"118","pf:static:photonflowers11.rio:487194916:00060720","photonflowers11.rio","crsa:photonflowers11.rio@487194916","純夏","【純夏】「いいよ…<03>…<03>タケルちゃん…<03>…<03>ドバーッと来て！」<01>","纯夏【好哦……小武……咚邦地来吧！】"
"119","pf:static:photonflowers11.rio:487194916:00060968","photonflowers11.rio","crsa:photonflowers11.rio@487194916","","――なななっっ！！<01>","——什什什么！！"
"120","pf:static:photonflowers11.rio:487194916:00061026","photonflowers11.rio","crsa:photonflowers11.rio@487194916","純夏","【純夏】「ギューッと締め付けられるようなこととか…<03>…<03>」<01>","纯夏【又像是giu~地束紧之类的】"
"121","pf:static:photonflowers11.rio:487194916:00061190","photonflowers11.rio","crsa:photonflowers11.rio@487194916","","ギューッと締め付けられる？<01>","giu~地束紧？"
