call_order,id,egpack,scene,speaker_jp,jp_text,cn_text,review_status,audit_flags
12,game_t00011,010_プロローグ_011_プロローグ　神宮司まりも更迭.egpack,010_プロローグ_011_プロローグ　神宮司まりも更迭,,「…\w…\wまだ話すつもりにはなれないのかね？」,「……还是不想开口吗？」,OK,
13,game_t00012,010_プロローグ_011_プロローグ　神宮司まりも更迭.egpack,010_プロローグ_011_プロローグ　神宮司まりも更迭,,「…\w…\w…\w…\w」,「嗯……」,OK,
14,game_t00013,010_プロローグ_011_プロローグ　神宮司まりも更迭.egpack,010_プロローグ_011_プロローグ　神宮司まりも更迭,,「Ｓ－１１の不法所持…\w…\w。それだけでも重罪だということは理解しているのだろうね？」,「非法持有S-11……仅这一点就是重罪，你应该明白吧？」,OK,
15,game_t00014,010_プロローグ_011_プロローグ　神宮司まりも更迭.egpack,010_プロローグ_011_プロローグ　神宮司まりも更迭,,「…\w…\w…\w…\w」,「嗯……」,OK,
16,game_t00015,010_プロローグ_011_プロローグ　神宮司まりも更迭.egpack,010_プロローグ_011_プロローグ　神宮司まりも更迭,,「軍の管理体制までもが疑われているのだ。貴官のお陰で米国からの査察圧力は一段と強まった」,「连军队的管理体制都受到了怀疑。拜你所赐，美国方面的核查压力更大了」,OK,
17,game_t00016,010_プロローグ_011_プロローグ　神宮司まりも更迭.egpack,010_プロローグ_011_プロローグ　神宮司まりも更迭,,「日米同盟に関する協定違反のみならず、数々の越権行為など貴官には聞かねばならないことが多すぎるのだよ」,「不仅违反了日美同盟相关协定，还有多次越权行为……要问你的话实在太多了」,OK,
18,game_t00017,010_プロローグ_011_プロローグ　神宮司まりも更迭.egpack,010_プロローグ_011_プロローグ　神宮司まりも更迭,,「…\w…\w…\w…\w」,「嗯……」,OK,
19,game_t00018,010_プロローグ_011_プロローグ　神宮司まりも更迭.egpack,010_プロローグ_011_プロローグ　神宮司まりも更迭,,「まったく…\w…\w。頑固者だな、\w貴官は――」,「真是的……你这个人还真是顽固啊——」,OK,
20,game_t00019,010_プロローグ_011_プロローグ　神宮司まりも更迭.egpack,010_プロローグ_011_プロローグ　神宮司まりも更迭,,「…\w…\wいかなる処分にも従います」,「……我愿意接受任何处分」,OK,
21,game_t00020,010_プロローグ_011_プロローグ　神宮司まりも更迭.egpack,010_プロローグ_011_プロローグ　神宮司まりも更迭,,「処分に従うから返答しない…\w…\wそれが許されるわけではないのは重々承知しているだろう？」,「因为愿意接受处分就不回答？你应该很清楚这是不被允许的吧？」,OK,
22,game_t00021,010_プロローグ_011_プロローグ　神宮司まりも更迭.egpack,010_プロローグ_011_プロローグ　神宮司まりも更迭,,「…\w…\w…\w…\w」,「嗯……」,OK,
23,game_t00022,010_プロローグ_011_プロローグ　神宮司まりも更迭.egpack,010_プロローグ_011_プロローグ　神宮司まりも更迭,,「簡単に解放されると思わなんでくれるかね？」,「别以为我会轻易放过你」,OK,
24,game_t00023,010_プロローグ_011_プロローグ　神宮司まりも更迭.egpack,010_プロローグ_011_プロローグ　神宮司まりも更迭,,「…\w…\w…\w…\w」,「嗯……」,OK,
25,game_t00024,010_プロローグ_011_プロローグ　神宮司まりも更迭.egpack,010_プロローグ_011_プロローグ　神宮司まりも更迭,,「貴官の処分については米国からも注視されている。帝国内だけで解決できる話ではない…\w…\w」,「对你的处分美国也在密切关注。这并非帝国国内就能解决的问题……」,OK,
26,game_t00025,010_プロローグ_011_プロローグ　神宮司まりも更迭.egpack,010_プロローグ_011_プロローグ　神宮司まりも更迭,,「…\w…\w…\w…\w」,「嗯……」,OK,
27,game_t00026,010_プロローグ_011_プロローグ　神宮司まりも更迭.egpack,010_プロローグ_011_プロローグ　神宮司まりも更迭,,「…\w…\wでは、\w致し方あるまい。――神宮司少佐、\w貴官には現職から外れて貰う」,「……那就没办法了。神宫司麻理茉少佐，现解除你的职务」,OK,
28,game_t00027,010_プロローグ_011_プロローグ　神宮司まりも更迭.egpack,010_プロローグ_011_プロローグ　神宮司まりも更迭,,「…\w…\w…\w…\w」,「嗯……」,OK,
29,game_t00028,010_プロローグ_011_プロローグ　神宮司まりも更迭.egpack,010_プロローグ_011_プロローグ　神宮司まりも更迭,,「貴官を拘束する。神宮司少佐に手錠と腰紐を――」,「将她拘束起来。给神宫司麻理茉少佐戴上手铐和腰绳——」,OK,
30,game_t00029,010_プロローグ_011_プロローグ　神宮司まりも更迭.egpack,010_プロローグ_011_プロローグ　神宮司まりも更迭,,「残念だよ、\w少佐。…\w…\w君のような有能な人材を更迭せねばならないというのは――」,「令人遗憾啊，少佐。……像你这样有能力的人却不得不被撤职——」,OK,
31,game_t00030,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「続いては、\wカー海峡に急ピッチで建設が進められている、食料生産プラントの話題です」,「接下来是关于正在卡尔湾紧锣密鼓建设中粮食生产平台的报道」,OK,
32,game_t00031,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「今日は現場と中継が繋がっています。それでは、\w現場の根岸レポーターお願いします」,「今天连线现场。那么，现场的根岸记者请讲」,OK,
33,game_t00032,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「はい根岸です。今日はカー海峡の生産プラント資材運搬港よりお送りします。私の背後には、\wプラント中央部の管理センターがそびえ立っています」,「是的，我是根岸。今天从卡海峡的生产平台资材运输港为您报道。我的身后矗立着平台中央的管理中心。」,OK,
34,game_t00033,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「先日から見ますと、\w随分と高くなったなあという印象ですが、これでも完成までは、\wまだまだ先が長いのです」,「从上次来看，感觉已经高了不少，但即便如此，距离完工还有很长的路要走。」,OK,
35,game_t00034,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「根岸さん、\wプラント１号基の試験稼働は年内を予定しているということですが、そうなりますと管理センターは未完成のままということでしょうか？」,「根岸先生，听说1号平台的试运行计划在今年内进行，这样的话管理中心岂不是要在未完工的状态下运行吗？」,OK,
36,game_t00035,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「――はい、\wプラントの方はモジュール化されており、後から増築が可能なんですが、\w管理センターはそうも行かない…\w…それが従来の話でした」,「——是的，平台方面是模块化的，之后可以增建，但管理中心就不行了……以往是这样说的。」,OK,
37,game_t00036,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「しかしそうしますと、プラント１号基の稼働は最低でも来年の春を待たねばなりません。これではただでさえ逼迫している帝国の食糧事情が悪化の一途を辿ることは明白です」,「但这样一来，1号平台的启动至少也要等到明年春天。显然，这只会让本就严峻的帝国粮食状况持续恶化。」,OK,
38,game_t00037,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「そこで政府は、\w全体の設計と工法を大幅に見直し、革新的な改善を行うことでこの問題を解決、年内の試験稼働を可能にしたというわけです」,「因此，政府大幅重新审视了整体设计和施工方法，通过革新的改进解决了这个问题，使得年内试运行成为可能。」,OK,
39,game_t00038,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「詳細については明らかにされていませんが、建設途中のあの状態でも、\w管理センターは、プラント１基であれば稼働させられるだけの十分な機能がほぼ揃っているということです」,「虽然详细情况尚未公开，但据说即使在目前这种建设中的状态下，管理中心也几乎具备了足以运行一个平台的充分功能。」,OK,
40,game_t00039,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「なあ、\wいい加減もういいだろ～？」,「喂，差不多行了吧～？」,OK,
41,game_t00040,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「あ、\w動かないでください！　ほらもう！　ネクタイ曲がっちゃったじゃないですか！」,「啊，请别动！你看，领带都歪了！」,OK,
42,game_t00041,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「ということは、\w一部で噂されているような、作業員の安全面を無視した無茶な労働や、\w急ピッチで作られたプラントが人体に有害な重金属などを取り除ききらない粗悪なものを生産するであろうという話は、\wまったくの杞憂と考えて良いですね」,「也就是说，那些传闻——比如无视作业人员安全的蛮干劳动，或者赶工建造的平台会生产无法彻底去除对人体有害的重金属等劣质产品——完全可以认为是杞人忧天，对吧。」,OK,
43,game_t00042,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「勿論です！　こうして現場に立っておりましても、\w主導する帝国軍を始め、工事に従事するみなさんの士気は非常に高く、\w熱意と誇りを感じます――」,「当然！即使站在现场，也能感受到主导的帝国军以及所有参与施工的人员士气高昂，充满了热情和自豪——」,OK,
44,game_t00043,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「管理センターが未完成のまま１号基が稼働するのは、工法の違いによるもので、\w生産されるものの品質にはなんら影響はないと、政府もそう明言しています」,「1号基在管理中心未完成的情况下运行，是由于施工方法的不同所致，政府也明确表示这对生产出的物品质量没有任何影响。」,OK,
45,game_t00044,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「ここをこうして…\w…\wこう…\w…\w」,「这里这样……这样……」,OK,
46,game_t00045,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「むしろ、\w未曾有の災厄に見舞われ、あまりに多くを失った私たちが、\wそれを乗り切るために知恵を絞り工夫に工夫を重ねた結果であるわけですから、この光景は誇って良いのではないでしょうか」,「不如说，这是我们遭受前所未有灾难、失去太多之后，为渡过难关绞尽脑汁、不断改进的结果，所以这幅景象难道不值得我们骄傲吗？」,OK,
47,game_t00046,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「なるほど、\wまったくその通りですね」,「原来如此，说得完全正确。」,OK,
48,game_t00047,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「なあなあ、\wさすがにもういいだろ～～？」,「喂喂，差不多真的行了吧～～？」,OK,
49,game_t00048,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「もうちょっとだけ…\w…この間みたいなのは恥ずかしいじゃないですか…\w…\wん、\wこれで！」,「再稍微……像上次那样多丢人啊……嗯，好了！」,OK,
50,game_t00049,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「はい、\wお待たせしました！　もういいですよ、\w龍浪中尉っ！」,「好了，久等了！可以了，龙浪中尉！」,OK,
51,game_t00050,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「うん、\wばっちり決まってます！」,「嗯，完美搞定！」,OK,
52,game_t00051,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「やれやれ…\w…\w」,「哎呀呀……」,OK,
53,game_t00052,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「今日はテレビカメラも来るんですから、身なりはしっかり整えておかないと！　うふふ…\w…\w」,「今天电视台的摄像机也要来，所以必须把仪容整理好！呼呼呼……」,OK,
54,game_t00053,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「以上、\w食料プラント建設現場から根岸がお伝えいたしました」,「以上，由根岸从食品平台建设现场为您报道。」,OK,
55,game_t00054,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「はい――この食料プラントは最終的には３号基まで建設される予定で、\w政府は、\wそれらが全て稼働する１年後には、帝国の食糧事情は大幅に改善される見込みであるとしています」,「是的——这家食品平台最终计划建设到3号平台，政府预计，在全部投入使用的一年后，帝国的粮食状况将得到大幅改善。」,OK,
56,game_t00055,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「お～い！　おやっさーん！」,「喂——！大叔——！」,OK,
57,game_t00056,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「お～う！　嬢ちゃん！」,「哦——！小姑娘！」,OK,
58,game_t00057,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「こんにちは～～！！」,「你好～～！！」,OK,
59,game_t00058,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「はははっ！　何だ、\wどうしたい？」,「哈哈哈！怎么了，有什么事？」,OK,
60,game_t00059,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「今は休憩時間なんです～！　あれぇ？　エレンちゃん達来てないですか？」,「现在是休息时间～！咦？艾伦她们还没来吗？」,OK,
61,game_t00060,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「では、\w次のニュースです。大海崩以来、\w消息不明となっていたタンカーが発見されました」,「接下来是下一条新闻。自大海崩以来下落不明的油轮已被发现。」,OK,
62,game_t00061,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「この巨大船は、\w国連軍所属の潜水母艦曳航用タンカーで、\w発見時には４隻の潜水母艦を曳航していたということです」,「这艘巨轮是联合国军所属的潜水母舰拖曳用油轮，发现时正拖曳着4艘潜水母舰。」,OK,
63,game_t00062,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「あ、\w美桜乃少尉！　エイス少尉も、\w千堂少尉もまだ見えてませんよ？」,「啊，美樱乃少尉！艾斯少尉和千堂少尉也还没来呢？」,OK,
64,game_t00063,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「何でぇ、\wまた井戸端会議かい。楠本オメェ、\wサボってばっかいるんじゃねーぞ？」,「怎么，又在开茶话会？楠本你这家伙，别老偷懒啊？」,OK,
65,game_t00064,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「失礼だな～！　ちゃんとやってますよー！」,「真是失礼啊～！我可是好好干着呢！」,OK,
66,game_t00065,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「けっ…\w…\w」,「哼……」,OK,
67,game_t00066,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「巨大漂流物の発見は３ヶ月ぶりです。――なお生存者はありませんでした」,「发现巨大漂流物是三个月来第一次。――不过没有生还者。」,OK,
68,game_t00067,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「こんにちは～」,「你好～」,OK,
69,game_t00068,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「あ、\wエレンちゃん！　遅かったね～。何処行ってたの？」,「啊，艾伦酱！好慢啊～。你去哪了？」,OK,
70,game_t00069,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「うふふふふ…\w…\wちょぉっとね～～。面白いもの観察してきたのよ～」,「唔呼呼呼呼……稍微有点事～。去看了点有趣的东西哦～」,OK,
71,game_t00070,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「えっ？　なになに？　なんですか～？」,「诶？什么什么？是什么啊～？」,OK,
72,game_t00071,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「取材に赴くために身支度していたウチの隊長様と、そのマネージャー…\w…いえ、\wあれはもう、\w世話女房と言うべきね…\w…\wうふふっ…\w…\w」,「正在为采访做准备而打点行装的咱们队长大人，和他的经理人……不，那已经该叫管家婆了吧……唔呼呼……」,OK,
73,game_t00072,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「うわぁ～、\w覗きなんて趣味悪いですよ、\w少尉～。――で、\w世話女房のあたりもっと詳しく報告願います！」,「哇啊～，偷窥这种爱好可不怎么样哦，少尉。――那么，关于管家婆的部分请更详细地汇报！」,OK,
74,game_t00073,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「ちょっと、\w何の話をしているんですか！？」,「等一下，你们在说什么啊！？」,OK,
75,game_t00074,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「このタンカーは現在、\wシアトル湾外洋に係留されていますが、\w船の占有権を巡っては、\w所属の国連、\w発見した日本帝国軍、係留地である米国それぞれが異なる立場をとっており、交渉は難航するものと見られています」,「这艘油轮目前停泊在西雅图湾外海，但关于船只的占有权，所属的联合国、发现它的日本帝国军、以及停泊地美国各自持不同立场，预计谈判将十分困难。」,OK,
76,game_t00075,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「続きまして、\w煌武院悠陽殿下の話題です」,「接下来是有关煌武院悠阳殿下的话题。」,OK,
77,game_t00076,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「シアトルに到着されてからの２ヶ月、様々な施設を精力的に訪問されていた殿下ですが、本日は朝から慰問のためサウス・ヒル居住区を訪れました」,「抵达西雅图后的两个月里，殿下精力充沛地访问了各种设施，今天早上为了慰问来到了南希尔居住区。」,OK,
78,game_t00077,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「この地区には、\w独り暮らしの高齢者を専門に収容したエリアがあり、\w地区の集会所を訪れた殿下は、\w待ち構えていた住人から熱烈な歓迎を受けました」,「该地区有专门收容独居老人的区域，前往地区集会的殿下受到了等候在那里的居民们的热烈欢迎。」,OK,
79,game_t00078,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「失礼しますっ！」,「失礼了！」,OK,
80,game_t00079,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「３０分にわたりお言葉を述べられた殿下は、その後住民に直接声をおかけになり、\w厳しい冬の寒さを乗り越えようと励ます一幕もありました」,「殿下发表了长达三十分钟的讲话，之后直接与居民交谈，鼓励他们克服严冬的寒冷，这场景也令人动容。」,OK,
81,game_t00080,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「午後からは、\w同地区の医療施設を訪れる予定です」,「下午预定访问该地区的医疗设施。」,OK,
82,game_t00081,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「では、\wここでお知らせです。\w帝国国営放送シアトル支局では、近日中に第７次シアトル防衛戦にて獅子奮迅の活躍を見せた、日本帝国軍・龍浪響中尉の特集をお送りいたします」,「那么，这里有一则通知。帝国国营广播西雅图支局将于近日播出特别节目，介绍在第七次西雅图防卫战中表现出色的日本帝国军·龙浪响中尉。」,OK,
83,game_t00082,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「今や知らない人はいないとまで言われる龍浪中尉のお名前ですが、\w当時の詳細のみならず、\wその人柄や普段の生活、\wそして――」,「如今的名字可说是无人不知的龙浪中尉，我们将不仅介绍当时的详情，还将展现其人品、日常生活，以及——」,OK,
84,game_t00083,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「中尉を一躍英雄たらしめた、\w北米大陸横断行についてもお話を伺う予定です」,「——预计也会谈到让中尉一跃成为英雄的横跨北美大陆之举。」,OK,
85,game_t00084,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,「以上、\w本日のお昼のニュースでした」,「以上是今天午间的新闻。」,OK,
86,game_t00085,010_プロローグ_013_デイアフター世界観説明.egpack,010_プロローグ_013_デイアフター世界観説明,,,,OK,
87,game_t00086,010_プロローグ_013_デイアフター世界観説明.egpack,010_プロローグ_013_デイアフター世界観説明,,,,OK,
88,game_t00087,020_２００５年１２月０１日（木）_020_インタビュー後半.egpack,020_２００５年１２月０１日（木）_020_インタビュー後半,,「欧州派遣軍としてヨーロッパ戦線において大海崩に遭遇。その後は米軍との共闘、大陸横断。それから第７次シアトル防衛戦では敵群中に吶喊し、大型爆弾にてこれを殲滅……」,「作为欧洲派遣军在欧洲战线遭遇大海崩。之后与美军共同作战，横穿大陆。接着在第七次西雅图防卫战中冲入敌群，用大型炸弹将其歼灭……」,OK,
89,game_t00088,020_２００５年１２月０１日（木）_020_インタビュー後半.egpack,020_２００５年１２月０１日（木）_020_インタビュー後半,,「忠烈まさに粉骨砕身、\wその活躍は日本人だけでなく米国市民からも称賛されております」,「忠诚至极，粉骨碎身，其活跃表现不仅受到日本人，也受到美国市民的称赞。」,OK,
90,game_t00089,020_２００５年１２月０１日（木）_020_インタビュー後半.egpack,020_２００５年１２月０１日（木）_020_インタビュー後半,,「経歴だけを字面でお伺いしていますと、\w屈強な軍人像を思い描いてしまうのですが、\w龍浪中尉は思ったより、\wこが…\w…\w繊細のように見えます」,「只是从履历的字面上来看，很容易想象出一位强悍的军人形象，但龙浪中尉比想象中要……纤细得多。」,OK,
91,game_t00090,020_２００５年１２月０１日（木）_020_インタビュー後半.egpack,020_２００５年１２月０１日（木）_020_インタビュー後半,,むむっ――！？,唔唔——！？,OK,
92,game_t00091,020_２００５年１２月０１日（木）_020_インタビュー後半.egpack,020_２００５年１２月０１日（木）_020_インタビュー後半,,「これだけの難業を成し遂げることが可能だったのは、他の軍人とは違う、\w何らかの理由があるのでしょうか？　精神が頑強でいらっしゃるとか？」,「能够完成如此艰难的任务，是否有什么与其他军人不同的理由呢？比如精神特别顽强之类的？」,OK,
93,game_t00092,020_２００５年１２月０１日（木）_020_インタビュー後半.egpack,020_２００５年１２月０１日（木）_020_インタビュー後半,,「――いえ、\w自分の精神力は普通の軍人となんら変わりません。ただ…\w…燃費がいいんじゃないか、\wとは米軍の仲間からよく言われましたけどね」,「——不，我的精神力与普通军人并无不同。只不过……美军的朋友经常说我燃料效率好就是了。」,OK,
94,game_t00093,020_２００５年１２月０１日（木）_020_インタビュー後半.egpack,020_２００５年１２月０１日（木）_020_インタビュー後半,,「ははは――！」,「哈哈哈——！」,OK,
95,game_t00094,020_２００５年１２月０１日（木）_020_インタビュー後半.egpack,020_２００５年１２月０１日（木）_020_インタビュー後半,,チクショー、\wなに乗っかってんだよ、\w俺は――,可恶，我跟着起什么哄啊——,OK,
96,game_t00095,020_２００５年１２月０１日（木）_020_インタビュー後半.egpack,020_２００５年１２月０１日（木）_020_インタビュー後半,,「『米軍の仲間』とは、\w大海崩後に東海岸で米軍に保護されていた頃…\w…\w強襲揚陸艦ボクサーに収容されていた頃のお話ですね」,「说起'美军的朋友'，那是在大海崩之后，我在东海岸被美军保护的时候……被强袭登陆舰拳师号收容的那段时间的事呢。」,OK,
97,game_t00096,020_２００５年１２月０１日（木）_020_インタビュー後半.egpack,020_２００５年１２月０１日（木）_020_インタビュー後半,,「そうですね。我々欧州派遣軍は大海崩後、\w日米同盟に則り米軍の保護下に入りました。…\w…\wボクサーの連中は気の良い奴らばかりでしたよ」,「是啊。我们欧洲派遣军在大海崩之后，遵照日美同盟，进入了美军保护之下。……拳师号上的家伙们都是些好人。」,OK,
98,game_t00097,020_２００５年１２月０１日（木）_020_インタビュー後半.egpack,020_２００５年１２月０１日（木）_020_インタビュー後半,,「なるほど。ボクサー収容後、\wしばらくしてフランス・カナダとの戦争が始まったことになりますが、\w東海岸の戦況について教えていただけますでしょうか？」,「原来如此。在你们被拳师号收容后不久，与法国和加拿大的战争就开始了。能跟我们讲讲东海岸的战况吗？」,OK,
99,game_t00098,020_２００５年１２月０１日（木）_020_インタビュー後半.egpack,020_２００５年１２月０１日（木）_020_インタビュー後半,,「あ～、\wそれについては軍事機密に触れる可能性が高いため、遠慮していただきたい」,「啊——关于那个，很有可能涉及军事机密，所以希望你能回避。」,OK,
100,game_t00099,020_２００５年１２月０１日（木）_020_インタビュー後半.egpack,020_２００５年１２月０１日（木）_020_インタビュー後半,,「すみませんが、\wそういうことです」,「抱歉，就是这样。」,OK,
101,game_t00100,020_２００５年１２月０１日（木）_020_インタビュー後半.egpack,020_２００５年１２月０１日（木）_020_インタビュー後半,,「あ…\w…\wわかりました。では既知の範囲内での質問に変更させていただきたいのですが？」,「啊……明白了。那么，我想把问题改在已知范围内，可以吗？」,OK,
