game,call_order,id,egpack,scene,source_text_sha256,audit_categories,review_status
TDA00,804,game_t00803,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01,A4D4B19406A09391C33E3B9BEF9AC36268DE867EF934A72A0F03952B95060D8B,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,813,game_t00812,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01,03DB81F6FD02175B5C2D2D105146D578BBEAD6CC245FF3C19A73AC5A91D1FB3B,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,814,game_t00813,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01,A595BB9B88FA3B35EE45908F1167D6C6585027D6AC161BACA7D0EE854B7B1E49,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,825,game_t00824,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01,2F601BEEFC8078EA2AB0B395C046EBCC9E7C5446E02F2458354B7DA3CF89737A,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,849,game_t00848,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01,2C4960D02EC93AAF0E4CC95617BA160F5EE033CE733C018AE48E760D1DCCBAD0,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,857,game_t00856,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01,1E58866EF27FA51837201D18EF3064E8C67BDE2D3B33FCC1941100AA56D6AC4D,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,904,game_t00903,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01,F0009B9148EDE6D15D8B63614886AC4ED1BEDDF7D46B9A620D4CD3DC160B792A,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,915,game_t00914,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01,E3D826A86E5E3730B1E01119399C2A46D00E8F6D1E19C2BF6E7509ADCA3BCC80,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,949,game_t00948,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,454733FD7D97C71FD314D7EF0E2D54318B8DC583C02068503A45028B39C2CB5A,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,954,game_t00953,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,0835276558D34D66DDD327F35E2A06EA0BECD5547769E49201912C4E24CF4A30,symbol:symbol_count_mismatch,pending_manual_review
TDA00,993,game_t00992,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,415DCC037EFB702951CCD399538EDD1E157ACDA75A1AAC603A279D78D01294B9,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,1071,game_t01070,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,7FF7E348E8DE3A0C533A37E894698C7555DBBD58302FCE7C386ED99271267DAB,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,1169,game_t01168,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,5072F116ED9F14E9FEB91904FA2DA672D8629141557F24237C1B75528552AD49,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,1176,game_t01175,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,6846841DA8C991BFAAE5A99B35863F099AE6504F7511C1E9055C65026739BC00,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,1217,game_t01216,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,0810BEAE3A9E2A76677CECFCFC4A57E5C0BE9771802BAAE82DC91484BFE3FFA7,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,1219,game_t01218,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,4BF20F6A6DD9A9E8ABFEA901EBA4405713F549987B400F369E696CFC93EFA8C7,quote:inner_double_corner_quote_changed;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,1229,game_t01228,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,B26F6DB0DB56BCE02561F6918FC9F2FF1FA39F69880F909DBBB9B7F0102B383B,quote:inner_double_corner_quote_changed;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,1233,game_t01232,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,3AC8F9550559848EB0659A8A7B37F6ED2B2D5318C6DE03A287E8F7F4EB5073A5,quote:inner_double_corner_quote_changed;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,1244,game_t01243,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,4D27678AD6162598193A106D9091D7B6CB14448F51C59EA96704B817ED116B50,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,1261,game_t01260,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,FFB35286EE9178CEA166D97171E1613D41B426D7A70E9490E7460482D3FE7895,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,1291,game_t01290,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ABAD65BCF5AF97A5090A12C7915B1CF89BF3666E3C3B11C84880516C9EFF48F9,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,1292,game_t01291,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,FE2AA7D37DE55DD7128304C0E48203B45A2FB3A18EFE95991CA89654CB725DE2,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,1401,game_t01400,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,3E41D15A56279C983B8BA99A8B93FEC5F18213AD5CF229D8B877E4636C0B48C0,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,1434,game_t01433,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,4D0ADA2CF100C7756570FF433D46AB82A02D93ED6F7F4BE2153520E025081D66,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,1477,game_t01476,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,6A9D89254B4E6B34B68703E08136B0ECD09097BB5B382ABED06245A60B863B84,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,1489,game_t01488,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,FF10AC45246BD03DC0F4A3C61E6BD135EF3E20B0C7709FD215FB35DC25C097AF,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,1526,game_t01525,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,3F48AA160C4FF3730CD2D8B1C632EAEBD40068EACD56130DDF5943F69CFB7855,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,1551,game_t01550,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,BA150BD8F6271B5663E7A27BBFCA31DA7AE9BAADC6A1C783DA9C922BC2180B67,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,1675,game_t01674,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01,6FBA57CFCF5F79FB5DBAE20F4E67A95CAFCE7971E8FD4FFEC150DF94D1910671,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,1778,game_t01777,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01,235C0754CBF334F35D9E6C1140603D8A2AA411773986A38904F677944301EAA8,quote:inner_corner_quote_changed_or_missing;symbol:jp_corner_quote_count_mismatch,pending_manual_review
TDA00,1928,game_t01927,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01,520B7E704E2F6CA6C753EAC7948A33BC78879DC931633EE48792DFAC08796860,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,1988,game_t01987,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01,51F9AC70EAB355BF86A322E36620EBCCFF3DAB3010ABE8C7B9C17CD65E700DF2,quote:inner_corner_quote_changed_or_missing;symbol:jp_corner_quote_changed_to_curly_double,pending_manual_review
TDA00,2046,game_t02045,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,2213067AB6D6EE89965ABD34A701EE99E6F2A2C26019092A89BED4BF220A5258,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,2095,game_t02094,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,3D80F2A1DA3120EBDEFACA3900F915E1165881CD46D2454838ABC8714E03ED37,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,2135,game_t02134,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,0CD7506AB2303838CD499A88F96CCA15CF52C2947686C8887BF268B15A7E8F17,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,2173,game_t02172,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,71DAFC3518E27DB78586E8587170A7BB8EC8949A5D7C55051F83A5B9B5D52A11,quote:inner_double_corner_quote_changed;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,2430,game_t02429,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,D0C380DA15FE849A21716AA8B251EC1B2F852F26E1D842CFC76822CAB6373B88,quote:outer_dialogue_quote_edge_mismatch;symbol:symbol_count_mismatch,pending_manual_review
TDA00,2475,game_t02474,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,C63F6101F04CAC00FB4E40C7FB337B5E5610D41FAE12822B4084C4EAC148CEEA,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,2501,game_t02500,060_UAF_DAY96_01.egpack,060_UAF_DAY96_01,2C7F1548F0D86C7172433FE8E2E05BD90820C938CD980C7C648B7D29D3EE1D3D,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,2784,game_t02783,070_UAF_DAY97_01.egpack,070_UAF_DAY97_01,0CA6DD258C8CE76BEDDD8FF9412F42C9EA84F9DFE03E9BD59423CE0BD4BD501E,quote:inner_corner_quote_changed_or_missing;symbol:jp_corner_quote_changed_to_curly_double,pending_manual_review
TDA00,2905,game_t02904,080_UAF_DAY98_01.egpack,080_UAF_DAY98_01,084D1C8F357950FA4771D3510E93F804CBBCDC46A87C8935BD3644ADF27B8843,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,2919,game_t02918,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01,CFCF190CC4BA9ABCF2C20461620636857B4A0CA5085FBCDFCF3B229B6EFE736F,symbol:symbol_count_mismatch,pending_manual_review
TDA00,2955,game_t02954,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01,C770B62175A6CB88D5CAAFD7E4AC0FD3D3BE00624CB7BD8D1C826D292211710C,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,3017,game_t03016,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01,BE9C2CBFA9C8BDFD727989E93EF3A2B2C2CC9A15EC1B22D96B4F63689123A5F8,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,3059,game_t03058,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01,763990E204CFF0718BA6C87347AA6B20C38216188695A8DD1031652D4815C231,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,3060,game_t03059,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01,4A64A1F4CFCEDF79D197374C74D4F9BFB3A00D080182D9194DE3C15C16E17594,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,3071,game_t03070,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01,D665E472614D4457DC519A1D414D96368A557D93A318D973EFCF7202791144AF,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,3120,game_t03119,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01,CBC5D165E8F870AD835D1B48F88AD466E7815E623A26FDD67FBE5443A8C99893,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,3130,game_t03129,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01,AEC926299D2E7DFF199805EEE58A374E9DE78CD88F6DA4DEA1DD12E184279D12,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,3142,game_t03141,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01,C57F3864B11E0E9B2403F13FA7B9C862EE1D3A89F8745AD0FD00BEF525235F7A,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,3149,game_t03148,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01,4B1B946B588BC3AEC0D052AE2DBB7CDA8D9B1EFE3F833FB30637137564EDBCDC,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,3175,game_t03174,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01,271E0036DC9C6B2E837AC0BF0A36B26CEFCBD63BE8C57983FFFCB0BFDFBA4159,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,3207,game_t03206,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01,45DB777C22D30DE35B08301C78DFD5D00BBE1BACEEB21F497BC78C83CC21A537,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,3370,game_t03369,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02,8CAF2754B6CA87B4D3EB8F50B8B2B185329F32FE9170F665C9537C4DA38F1E09,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,3463,game_t03462,090_UAF_DAY99_02.egpack,090_UAF_DAY99_02,06448865297D3795952080A00756D7516530792E08E7473FF2A2B248FF52D356,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,3581,game_t03580,090_UAF_DAY99_03.egpack,090_UAF_DAY99_03,F0DB0A4E91A4FC54CB1435177B0B28939008A13E9CEB69C0A76C00B35615EDF0,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA00,3620,game_t03619,090_UAF_DAY99_03.egpack,090_UAF_DAY99_03,3DCD7E9AB7D0995FAD74E9AC8F9F60FBAEA38FE24E1F18C8F0634568C0B8F4DB,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA01,273,game_t00272,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,46E2C62F23352460AFA6C74EF71D7B167B94157303E09C2518DC15A2243F0DC4,quote:inner_double_corner_quote_changed;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA01,284,game_t00283,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,9C3B920BC658CE2602C3F061D97C9913695FC54723F4ED508CA6D32AF61A3266,quote:outer_dialogue_quote_missing_or_broken;symbol:jp_corner_quote_count_mismatch,pending_manual_review
TDA01,553,game_t00552,020_起_第６次シアトル防衛線01.egpack,020_起_第６次シアトル防衛線01,C2E2B447A1FE022A4350DB5A8B013EC00ECE2B5FAC9B17981C428700726C4D1F,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA01,621,game_t00620,040_承_2005_10_07 デブリーフィング・顔合わせ01.egpack,040_承_2005_10_07 デブリーフィング・顔合わせ01,90CFB0A257285B05E15A73E2EB4C4745A8587B3282E493F1C161232E9F321FAE,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA01,668,game_t00667,040_承_2005_10_07 デブリーフィング・顔合わせ01.egpack,040_承_2005_10_07 デブリーフィング・顔合わせ01,4A287FAE9C9F2529CE5650BCAB0F823EEFCA37BB2A12BE5828DDB9506A0CCB24,quote:inner_corner_quote_changed_or_missing;symbol:jp_corner_quote_changed_to_curly_double,pending_manual_review
TDA01,703,game_t00702,040_承_2005_10_07 デブリーフィング・顔合わせ01.egpack,040_承_2005_10_07 デブリーフィング・顔合わせ01,FF59FB2436442AD33F0C049D3B11CB753A0DFE29441D89B3D16461C4EFDB7054,quote:outer_dialogue_quote_edge_mismatch,pending_manual_review
TDA01,718,game_t00717,040_承_2005_10_07 デブリーフィング・顔合わせ01.egpack,040_承_2005_10_07 デブリーフィング・顔合わせ01,0223D2B77C679935171754548D2279522DEDA702DA63E81A84AC6C0F66716F11,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA01,807,game_t00806,040_承_2005_10_07 デブリーフィング・顔合わせ01.egpack,040_承_2005_10_07 デブリーフィング・顔合わせ01,375A535417015BFA15C20EDB7E7EB5FE95BE8003F84B8BDE6F2C2BA6B48F7D1B,quote:outer_dialogue_quote_edge_mismatch,pending_manual_review
TDA01,873,game_t00872,040_承_2005_10_07 デブリーフィング・顔合わせ01.egpack,040_承_2005_10_07 デブリーフィング・顔合わせ01,2924D646F61120470E075C281564FF7E85225788D2D787A448EF861E769FC8FD,quote:outer_dialogue_quote_edge_mismatch,pending_manual_review
TDA01,1075,game_t01074,040_承_2005_10_07 デブリーフィング・顔合わせ01.egpack,040_承_2005_10_07 デブリーフィング・顔合わせ01,A9D1A1D32BF023B1194FC452D100C6FA6307CD05FF5B561C73036C92C54AF659,quote:outer_dialogue_quote_edge_mismatch,pending_manual_review
TDA01,1079,game_t01078,040_承_2005_10_07 デブリーフィング・顔合わせ01.egpack,040_承_2005_10_07 デブリーフィング・顔合わせ01,312786112341C766F624A32D348D077853FA0036872E184F46ED3E6779723DFF,quote:outer_dialogue_quote_edge_mismatch,pending_manual_review
TDA01,1090,game_t01089,040_承_2005_10_07 デブリーフィング・顔合わせ01.egpack,040_承_2005_10_07 デブリーフィング・顔合わせ01,39460D49871D334E8E1C5AF214CF7D1B2D6A1213703F8F926FA277B5FD386978,symbol:symbol_count_mismatch,pending_manual_review
TDA01,1139,game_t01138,040_承_2005_10_07 デブリーフィング・顔合わせ01.egpack,040_承_2005_10_07 デブリーフィング・顔合わせ01,098C23283C4B32637F7DF04FF118897DFE692FAE1B1225975A7FC75D85366385,quote:outer_dialogue_quote_edge_mismatch,pending_manual_review
TDA01,1187,game_t01186,040_承_2005_10_07 デブリーフィング・顔合わせ01.egpack,040_承_2005_10_07 デブリーフィング・顔合わせ01,54C37878D795D89253562C120112C320A9DC98E95CE3D7F3039F3CD9354D283F,symbol:symbol_count_mismatch,pending_manual_review
TDA01,1215,game_t01214,040_承_2005_10_07 デブリーフィング・顔合わせ01.egpack,040_承_2005_10_07 デブリーフィング・顔合わせ01,43E7668F6F93A80BD1A7E481048BAF52E815E777B92390E42A5FBE3D96E39B93,quote:outer_dialogue_quote_edge_mismatch,pending_manual_review
TDA01,1263,game_t01262,040_承_2005_10_07 デブリーフィング・顔合わせ01.egpack,040_承_2005_10_07 デブリーフィング・顔合わせ01,2D6BB57F01DDD9E1C8006338F081724DF93605749EBBB25CE58DD8A932157163,quote:outer_dialogue_quote_edge_mismatch,pending_manual_review
TDA01,1277,game_t01276,040_承_2005_10_07 デブリーフィング・顔合わせ01.egpack,040_承_2005_10_07 デブリーフィング・顔合わせ01,7C977CBC329DDC7F6A915145C2746AE5B85A2E028A6F52799F08C24F91F0161A,quote:outer_dialogue_quote_edge_mismatch,pending_manual_review
TDA01,1331,game_t01330,040_承_2005_10_07 デブリーフィング・顔合わせ01.egpack,040_承_2005_10_07 デブリーフィング・顔合わせ01,484FB792113CFC30C46AF1B1B60F8E06F0B3DAD2E891EC0DD6AFED4238432A7E,quote:outer_dialogue_quote_edge_mismatch,pending_manual_review
TDA01,1332,game_t01331,040_承_2005_10_07 デブリーフィング・顔合わせ01.egpack,040_承_2005_10_07 デブリーフィング・顔合わせ01,8600190435F32EE1FB4935BE1AC969715FEA47FE2D73F1AA05CA4A6A1D8680FC,quote:outer_dialogue_quote_edge_mismatch,pending_manual_review
TDA01,1662,game_t01661,040_承_2005_10_07 デブリーフィング・顔合わせ01.egpack,040_承_2005_10_07 デブリーフィング・顔合わせ01,C9AA2F7CACCEB1767661CE8AAE6AF3160CD7A4C429FA2D2D9BD6F401077570A3,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA01,1663,game_t01662,040_承_2005_10_07 デブリーフィング・顔合わせ01.egpack,040_承_2005_10_07 デブリーフィング・顔合わせ01,DDD8E155DE080343B626527F326489D658E68B1C56DB61EB708B9AD78B29B98D,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA01,1664,game_t01663,040_承_2005_10_07 デブリーフィング・顔合わせ01.egpack,040_承_2005_10_07 デブリーフィング・顔合わせ01,E90F6F7C095700DB61330EE92FA7A7DC5690FD66CF13AA9329AD4E3F742EB313,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA01,1797,game_t01796,050_承_2005_10_08 軍葬・ハンガー・宿舎01.egpack,050_承_2005_10_08 軍葬・ハンガー・宿舎01,FB1153CD50340852717015E0C378619CC5839E6289118B3B38120331FCEFC792,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA01,1988,game_t01987,050_承_2005_10_08 軍葬・ハンガー・宿舎01.egpack,050_承_2005_10_08 軍葬・ハンガー・宿舎01,DFD1E577C5B9B266B614B60DD9237D4096265B15C7848616B15B16E16BAC12C8,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA01,2016,game_t02015,050_承_2005_10_08 軍葬・ハンガー・宿舎01.egpack,050_承_2005_10_08 軍葬・ハンガー・宿舎01,CDDDF11CE32CC1CFCFDEC4F4161EA90CECE9BEB99E2195715B1B36217841FF64,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA01,2033,game_t02032,050_承_2005_10_08 軍葬・ハンガー・宿舎01.egpack,050_承_2005_10_08 軍葬・ハンガー・宿舎01,7E3DAC5F6C31B4C04D7C2CA4C43F7B1691657DC8578CFB314B9D14D3A55470C2,quote:inner_double_corner_quote_missing;symbol:jp_double_corner_quote_missing_or_changed,pending_manual_review
TDA01,2289,game_t02288,050_承_2005_10_08 軍葬・ハンガー・宿舎01.egpack,050_承_2005_10_08 軍葬・ハンガー・宿舎01,828E7A8D4AEE35527C84ED3094417A84C5B0641C735EA869DC5D8B34F009018C,quote:inner_corner_quote_changed_or_missing;symbol:jp_corner_quote_changed_to_curly_double,pending_manual_review
