stable_id,rio_file,block_offset,payload_offset,text_offset,writer_mode,delimiter,source_field_sha256,source_identity_sha256,translation_text,runtime_text,inline_controls,allow_control_change,control_delta_reason,runtime_binding,native_capacity_units,replacement_units,padding_codepoint,padding_units,translation_source
pm:static:photonmelodies11.rio:1339179508:00001507,photonmelodies11.rio,1339179508,1507,1507,target_after_delimiter,\|,9ae36440ab8132c81b91fdf5d75b8c9a4ae399e1b5416540480dbad302855cc8,547FB7CDFC4343ABF2964318E653CB5F4C2B94090E78D0114C6ED0B999D4C177,编年史～继承～,编年史～继承～,,no,none,direct_top_level,7,7,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1339179508:00001609,photonmelodies11.rio,1339179508,1609,1609,target_after_delimiter,\|,df47d4a03e1a27531c8683c70ddce3c0264131137c51894f59117c32c5dea94b,5BCA7703491C0FF4A56ED7874FBF07743D97935EFD71ECC2BF9316AB13868B6F,Chicken Divers,Chicken Divers,,no,none,direct_top_level,14,14,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1339179508:00001715,photonmelodies11.rio,1339179508,1715,1715,target_after_delimiter,\|,58eab7347eddf20f586dc0dd792de12691101e2bbf4a5d31556156333f057262,80E0C6A305644940B40A269159E4C143420EAEF32BECA3E4338E82F5E6AA32D6,时空的欠片,时空的欠片,,no,none,direct_top_level,5,5,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1339179508:00001825,photonmelodies11.rio,1339179508,1825,1825,target_after_delimiter,\|,b6c67ed14c3007e1691d10101bb0771219e56ac7c3450734653226c56c9b1594,11C66B70A10CCED0BA06EBC21033A49E4D4EE9ED785E0278D160C6C4F30FEA46,编年史～憧憬～,编年史～憧憬～,,no,none,direct_top_level,7,7,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1339179508:00001923,photonmelodies11.rio,1339179508,1923,1923,target_after_delimiter,\|,5288d1f56a0bff47fda5887c841a8a57c12870761e0da6af89cb4034b7501a93,FBB54F18F1C8FFD5264D82C958A1CA145F4A2226DA3724E6FA8368A857971BA1,编年史～再诞～,编年史～再诞～,,no,none,direct_top_level,7,7,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1685841352:00000433,photonmelodies11.rio,1685841352,433,433,target_after_delimiter,\|,b8c0448b210c6e10ba0a72ac65fab6b41cca63a07afc4d6454d1ae898b3063f1,F805B9640C3B33C66333B2E160CBA76B32C2CE3E1E240C0955C3C923828BF002,"正在检查
系统数据。","正在检查
系统数据。⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠",<0D><0A>,yes,approved_localized_inline_layout_or_pacing,nested_requires_linking,23,23,U+2060,12,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1685841352:00000712,photonmelodies11.rio,1685841352,712,712,whole_visible,,e5bcc08caa5178f811d3afb9f6a5773e93c8401e32cd6a37b8c0a3ee05d6bb3d,328C89FB2FCBB4FA6F9ED357D5AB13E85DE1E6422AA056073767A05CDFF9598B,该系统数据属于其他用户。请退出游戏，并删除“,该系统数据属于其他用户。请退出游戏，并删除“⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,32,32,U+2060,10,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1685841352:00000881,photonmelodies11.rio,1685841352,881,881,whole_visible,,2061844a4e88384856a31aa314517c1f3b68247cd765986c903e93f3fca5bf0d,EA4348A3A01082E20F4E3E9668870BC9554643197A6671D832696153267D8115,”的存档数据。,”的存档数据。⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,18,18,U+2060,11,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1685841352:00000987,photonmelodies11.rio,1685841352,987,987,whole_visible,,bb7d5207d359374440d4c7bc62937a746b06bb4496477f9912548d601c836c5f,B81C69DD5EAAF1EAD126F972DF74C3B0FCBAA1ED99E7A7E35EC54372356BD789,该系统数据属于其他用户。请退出游戏，并删除“,该系统数据属于其他用户。请退出游戏，并删除“⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,86,86,U+2060,64,pm_full_cstring_census_2026-08-11
pm:static:photonmelodies11.rio:1685841352:00001223,photonmelodies11.rio,1685841352,1223,1223,whole_visible,,bc90e9ea197458712cdcf8fd56c6aac92ef75df4fa59a609989fc12537e8d7d0,6D66D49FECEAB48330C41867FF1C2AC71C19212EC4BED5F59072F6DA9EF62DB3,”的存档数据。,”的存档数据。⁠⁠⁠⁠,,no,none,nested_requires_linking,11,11,U+2060,4,pm_full_cstring_census_2026-08-11
pm:static:photonmelodies11.rio:1685841352:00001315,photonmelodies11.rio,1685841352,1315,1315,target_after_delimiter,\|,e419881c835bef60aa0d20f4f45d69b3d06ea188ebce8075b3edaef0ca5f0691,172C22317A98B3AB84955EFC954173CCC4CD1A1BFBCF94049B1C08133830080F,如果继续开始游戏，将无法获得成就。,如果继续开始游戏，将无法获得成就。⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,54,54,U+2060,37,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1685841352:00001626,photonmelodies11.rio,1685841352,1626,1626,target_after_delimiter,\|,dd57aa9dcd3f02dbe84d070b3e1266b1c224b28dd91eff7d46f469154f1672bf,C827E11BDEC0D9BF3BA05D7501AB610CAB71564374F9A2179257A503B6CFEFC8,"系统数据不存在，
将以初始状态开始游戏。","系统数据不存在，
将以初始状态开始游戏。⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠",<0D><0A>,yes,approved_localized_inline_layout_or_pacing,nested_requires_linking,54,54,U+2060,33,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1685841352:00001926,photonmelodies11.rio,1685841352,1926,1926,target_after_delimiter,\|,f3f3b993e9528b1af31283cb8cab6120759d277ddb06800cd015d48cade9ebdf,7C28822FC006640D7A0958DF2D603C16DF42885E789361201EDE464076834514,"系统数据已损坏。
要重新读取吗？","系统数据已损坏。
要重新读取吗？⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠",<0D><0A>,yes,approved_localized_inline_layout_or_pacing,nested_requires_linking,56,56,U+2060,39,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1685841352:00002242,photonmelodies11.rio,1685841352,2242,2242,target_after_delimiter,\|,6f4c8a06ed86f0f14dea364199fb7ab3d692fb23b485d43c8f7da4cf00df14ba,9F86C804166F1E6C7147ECCF751450D3D0DB0267AA9A5B39882A8B7246B17B14,以初始状态开始游戏,以初始状态开始游戏⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,27,27,U+2060,18,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1685841352:00002450,photonmelodies11.rio,1685841352,2450,2450,target_after_delimiter,\|,2b699cb224b048e8dedc09a28ddca7e8d080713a87710469de3892a8071ceee2,AA795C215289849BDF76A825277C96E7296CBF4DD949080D3893F5AB80B660EC,系统数据已损坏。要重新读取吗？,系统数据已损坏。要重新读取吗？⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,38,38,U+2060,23,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1685841352:00002687,photonmelodies11.rio,1685841352,2687,2687,target_after_delimiter,\|,6f4c8a06ed86f0f14dea364199fb7ab3d692fb23b485d43c8f7da4cf00df14ba,E710E220C6E6E9746432FD2BD63CE815E7B761A77FA092BF56EE3D562CB6843F,以初始状态开始游戏,以初始状态开始游戏⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,27,27,U+2060,18,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1685841352:00002866,photonmelodies11.rio,1685841352,2866,2866,target_after_delimiter,\|,f0797346bff4ed4f37bb9f9ec5c62340dfd44c095d66d481b2ae9d7a6904c1b7,CC673C8E6FFADC07A3EEDE073291DDF58B4402ADB23D44801AE120EFC6C193CD,系统数据读取失败。要重新读取吗？,系统数据读取失败。要重新读取吗？⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,38,38,U+2060,22,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1685841352:00003109,photonmelodies11.rio,1685841352,3109,3109,target_after_delimiter,\|,6f4c8a06ed86f0f14dea364199fb7ab3d692fb23b485d43c8f7da4cf00df14ba,1F81E446E82131A0F37E0CB09B651460624FDD89EE4FBFE5542AB39ABE9230ED,以初始状态开始游戏,以初始状态开始游戏⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,27,27,U+2060,18,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1688114244:00001211,photonmelodies11.rio,1688114244,1211,1211,whole_visible,,e7dab5504de47e962fdedfb326296f54765e65a3cbf0f2a6dc7d5088e3ba314e,DFBC1ED13E553DDDDF055ADD8271EBA4497653F9AF7320A4732E0674B92908D3,无数据,无数据,,no,none,direct_top_level,3,3,,0,pm_full_cstring_census_2026-08-11
pm:static:photonmelodies11.rio:1688114244:00089802,photonmelodies11.rio,1688114244,89802,89802,target_after_delimiter,\|,62e2c2ec4d04151600273105a85ec1d83322bf94defdf3cbfe5202f569abdfdd,3476CAF86FFD2511E8893F5AFBFB806DE13B7E3435C861D40548212E470A610B,存档时间,存档时间,,no,none,direct_top_level,4,4,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1688114244:00090700,photonmelodies11.rio,1688114244,90700,90700,target_after_delimiter,\|,c23547bdedec2022e9006e3996c1c56918a37e850629bf08e9c72c92ff9a2894,45CFC768C3767700204EBDEFAB0F64D6A5C88DEDD218EDFAD278EA3DC4606CE0,%H时%M分%S秒,%H时%M分%S秒,,no,none,direct_top_level,9,9,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1688114244:00094454,photonmelodies11.rio,1688114244,94454,94454,target_after_delimiter,\|,62e2c2ec4d04151600273105a85ec1d83322bf94defdf3cbfe5202f569abdfdd,792B587600B7F54C7E2C1EDCEC6209EA8C74CEF073C8642FC23CCD6EAB186704,存档时间,存档时间,,no,none,direct_top_level,4,4,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1688114244:00095352,photonmelodies11.rio,1688114244,95352,95352,target_after_delimiter,\|,c23547bdedec2022e9006e3996c1c56918a37e850629bf08e9c72c92ff9a2894,EB4D795CD103244F93BB4178857DD618D20F9213D32F686A37D4AA2E768A1D20,%H时%M分%S秒,%H时%M分%S秒,,no,none,direct_top_level,9,9,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1688114244:00099106,photonmelodies11.rio,1688114244,99106,99106,target_after_delimiter,\|,62e2c2ec4d04151600273105a85ec1d83322bf94defdf3cbfe5202f569abdfdd,93D14E4F6BE4FBA9E8CF2C059D617FB98709E423A0551ADED4735A119C87E204,存档时间,存档时间,,no,none,direct_top_level,4,4,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1688114244:00100004,photonmelodies11.rio,1688114244,100004,100004,target_after_delimiter,\|,c23547bdedec2022e9006e3996c1c56918a37e850629bf08e9c72c92ff9a2894,D87824A489BEF52A747A3B55179F103A57C8DA9061A68C1130653A4E28FBEEC9,%H时%M分%S秒,%H时%M分%S秒,,no,none,direct_top_level,9,9,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1688114244:00103758,photonmelodies11.rio,1688114244,103758,103758,target_after_delimiter,\|,62e2c2ec4d04151600273105a85ec1d83322bf94defdf3cbfe5202f569abdfdd,B1BDC3379DF68A962CC008827CFF5C6831201BB1FD3B735E4F04DECA9358A147,存档时间,存档时间,,no,none,direct_top_level,4,4,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1688114244:00104656,photonmelodies11.rio,1688114244,104656,104656,target_after_delimiter,\|,c23547bdedec2022e9006e3996c1c56918a37e850629bf08e9c72c92ff9a2894,DB663D73B10FC80DE36EB515AE56E83AD486D6053C0DC89D0BA1B017D2A4DC2B,%H时%M分%S秒,%H时%M分%S秒,,no,none,direct_top_level,9,9,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1688114244:00108410,photonmelodies11.rio,1688114244,108410,108410,target_after_delimiter,\|,62e2c2ec4d04151600273105a85ec1d83322bf94defdf3cbfe5202f569abdfdd,DF5DFA034C4758BD059A6D788C25C5BA5044BC78C4B94E1E3F779A47AC69D332,存档时间,存档时间,,no,none,direct_top_level,4,4,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1688114244:00109308,photonmelodies11.rio,1688114244,109308,109308,target_after_delimiter,\|,c23547bdedec2022e9006e3996c1c56918a37e850629bf08e9c72c92ff9a2894,3C03AF95885DF11E322CF661BC725FA07262A6706A404FE74B20EEE556C93E00,%H时%M分%S秒,%H时%M分%S秒,,no,none,direct_top_level,9,9,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1688114244:00113062,photonmelodies11.rio,1688114244,113062,113062,target_after_delimiter,\|,62e2c2ec4d04151600273105a85ec1d83322bf94defdf3cbfe5202f569abdfdd,70F9C1529CDF1CF90A67242171AA686E63B40E52924D23BF25F0A3F03A6537E1,存档时间,存档时间,,no,none,direct_top_level,4,4,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1688114244:00113960,photonmelodies11.rio,1688114244,113960,113960,target_after_delimiter,\|,c23547bdedec2022e9006e3996c1c56918a37e850629bf08e9c72c92ff9a2894,38471C477150B07B9EA11986DED7D46A44289856D83E22B3F0EF56EA06F0B5E9,%H时%M分%S秒,%H时%M分%S秒,,no,none,direct_top_level,9,9,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1688114244:00163696,photonmelodies11.rio,1688114244,163696,163696,target_after_delimiter,\|,5ef709add78f4493de81b368568e940478340415545f3becf839a2d01755f9f7,FC9F2F68391E6C9F256BB659CDAD358D4F1DF2A8D79EF5D19318490F5E84AC09,"检测到损坏的存档数据。
删除后，该存档数据将永久丢失。
要删除这个损坏的存档数据吗？","检测到损坏的存档数据。
删除后，该存档数据将永久丢失。
要删除这个损坏的存档数据吗？",<0D><0A><0D><0A>,yes,approved_localized_inline_layout_or_pacing,direct_top_level,44,44,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1688114244:00164088,photonmelodies11.rio,1688114244,164088,164088,target_after_delimiter,\|,9de9bd4ebff6dc86aa1d34a139378305e0a7754d1996e19298b6c208605e767c,6540EC681B55897A701576779D35890835C432133B87A40E1DB0147DA28B66CE,"检测到存档数据。
删除后，该存档数据将永久丢失。
要删除这个存档数据吗？","检测到存档数据。
删除后，该存档数据将永久丢失。
要删除这个存档数据吗？",<0D><0A><0D><0A>,yes,approved_localized_inline_layout_or_pacing,direct_top_level,38,38,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1688114244:00164490,photonmelodies11.rio,1688114244,164490,164490,target_after_delimiter,\|,910c75e51b38a4748e22b5378b86a591b5d36bb86dfe8441fdcb868b0c523f9a,048A30944BC890539126B5AC24F025D6E8060C89FAB9FD7D5E42A34C563C64B6,"正在删除。
请勿关闭设备电源。","正在删除。
请勿关闭设备电源。",<0D><0A>,yes,approved_localized_inline_layout_or_pacing,direct_top_level,16,16,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1688114244:00164751,photonmelodies11.rio,1688114244,164751,164751,target_after_delimiter,\|,910c75e51b38a4748e22b5378b86a591b5d36bb86dfe8441fdcb868b0c523f9a,EA49C26ADDE9E5E233F607813BA45EB760660BE588E102EA4147CAF12EBD1237,"正在删除。
请勿关闭设备电源。","正在删除。
请勿关闭设备电源。",<0D><0A>,yes,approved_localized_inline_layout_or_pacing,direct_top_level,16,16,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1688114244:00164951,photonmelodies11.rio,1688114244,164951,164951,target_after_delimiter,\|,cb2120277bec8e7e377e5d18acc1d3032520210a4e1217e9aa16bdcc39b39d3e,336876927B27133EF1248FCF97E802DCF0C256B13127FDA02FE34AD88D802E8D,"存档数据删除失败。
要再试一次吗？","存档数据删除失败。
要再试一次吗？",<0D><0A>,yes,approved_localized_inline_layout_or_pacing,direct_top_level,18,18,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1688114244:00166524,photonmelodies11.rio,1688114244,166524,166524,target_after_delimiter,\|,37ede6fedce1f0e3c7b48727b51609759dacc1201fcc02b4e3ed77f0693aa606,67407FB0A11D7E03521FB3511E0B7703FF6B6FB88D820B1F5F36F9F6E8080ED1,"检测到损坏的存档数据。
覆盖后，该存档数据将永久丢失。
要覆盖这个损坏的存档数据吗？","检测到损坏的存档数据。
覆盖后，该存档数据将永久丢失。
要覆盖这个损坏的存档数据吗？",<0D><0A><0D><0A>,yes,approved_localized_inline_layout_or_pacing,direct_top_level,44,44,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1688114244:00166968,photonmelodies11.rio,1688114244,166968,166968,target_after_delimiter,\|,28a14d9cac1304a3869c487b4ba73e9ebef1922574314c4c04d0f0f77834c033,469F95C0405B87AE5EB52F26B77FB6A186B9360F10A92231CEC86206BEA70E4B,"已有存档数据。
覆盖后，该存档数据将永久丢失。
要覆盖这个存档数据吗？","已有存档数据。
覆盖后，该存档数据将永久丢失。
要覆盖这个存档数据吗？",<0D><0A><0D><0A>,yes,approved_localized_inline_layout_or_pacing,direct_top_level,37,37,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1688114244:00167590,photonmelodies11.rio,1688114244,167590,167590,target_after_delimiter,\|,11dd1ff8919de6d8fe451fd74186224413497b1bd63736a672b3adc3f835cda5,CC0638DA5DDF85D0E81AC1A9D603FF258676433E50810B4256B13E0194D96515,"游戏数据保存失败。
可用空间不足。","游戏数据保存失败。
可用空间不足。",<0D><0A>,yes,approved_localized_inline_layout_or_pacing,direct_top_level,18,18,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1688114244:00167801,photonmelodies11.rio,1688114244,167801,167801,target_after_delimiter,\|,5a5127e7fd51209c32e556ee6680659ae86488e2c41a45fbcb8ca3e78f42e3af,5BE10A40CF801439CA6A1C41ACD8AD88E8EF8AD279AF1868DA2ABCB546BFB6D2,"游戏数据保存失败。
要再试一次吗？","游戏数据保存失败。
要再试一次吗？",<0D><0A>,yes,approved_localized_inline_layout_or_pacing,direct_top_level,18,18,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1688114244:00168319,photonmelodies11.rio,1688114244,168319,168319,target_after_delimiter,\|,85f4864f514352525756d12a269d4c61db6896540db31d6eab5ad2ebb979bf92,DBBCFDB594B34EA2F4F6393648C31DBC180E36FD7D5C52C4CFBF872C368BA826,要读取此数据吗？当前游戏进度将会丢失。,要读取此数据吗？当前游戏进度将会丢失。,,no,none,direct_top_level,19,19,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1688114244:00168636,photonmelodies11.rio,1688114244,168636,168636,target_after_delimiter,\|,1afe2eeea0b3a0fad7fc7957d43f0ce4e02f01cf69115942f22771a7c3a2c619,3684585431C983D06091E6455C0BA24BD51198156EEA585A3B5B94FA4B15F3A0,正在读取游戏数据。,正在读取游戏数据。,,no,none,direct_top_level,9,9,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1688114244:00168974,photonmelodies11.rio,1688114244,168974,168974,target_after_delimiter,\|,1afe2eeea0b3a0fad7fc7957d43f0ce4e02f01cf69115942f22771a7c3a2c619,F745451B4384D316168D708A9C80C3E4ADD8020BAE242F9DFBAC6ECC0E151CF8,正在读取游戏数据。,正在读取游戏数据。,,no,none,direct_top_level,9,9,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1688114244:00169139,photonmelodies11.rio,1688114244,169139,169139,target_after_delimiter,\|,254743f1a4d7654a5af50141f53ee6f7511b535ea58dadaa3a6e517a122a2f1e,E7C6765DB9B0F8CC4FDA0B8770CA99C30ACCF7EE9D7AE1ED360AAAC638B3EFD7,所选设备中的游戏数据已损坏。要重新读取吗？,所选设备中的游戏数据已损坏。要重新读取吗？,,no,none,direct_top_level,21,21,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1688114244:00169397,photonmelodies11.rio,1688114244,169397,169397,target_after_delimiter,\|,6740151169744014f3706e7788fa56764cc11d9d0c64342a5b81ba4bb64a93b2,83413E4F4B1107CF306B3FD35B71A46AF07EE1F52F51B774E7F223EB33CF1DFB,该游戏数据属于其他用户，无法读取。,该游戏数据属于其他用户，无法读取。,,no,none,direct_top_level,17,17,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1688114244:00169779,photonmelodies11.rio,1688114244,169779,169779,target_after_delimiter,\|,dd6a5ee7d41512745298bf735b3aafe5b1343f5b34a6baf2617a9d60abddb65d,AEDBF3F43F0DBB2D60F42269A6B507EA0B1F4DC16E4647BF126E8E546681D4AF,读取所选设备中的游戏数据失败。要重新读取吗？,读取所选设备中的游戏数据失败。要重新读取吗？,,no,none,direct_top_level,22,22,,0,gap_audit_pm_2026-08-11
