call_order,stable_id,rio_file,scene,source_text_sha256,translated_text
37,pf:static:photonflowers11.rio:487194916:00044576,photonflowers11.rio,crsa:photonflowers11.rio@487194916,EEE33532FB495083EC8B838CE0E7B13E0D5CCF572792A34554E87C92AB2C5CC2,说、说什么呢！
38,pf:static:photonflowers11.rio:487194916:00044682,photonflowers11.rio,crsa:photonflowers11.rio@487194916,5BA36AA11030A55300EB663028155EB3CBA9645C1AE331E64BDF25C1E154BD29,千鹤【但是~，只主张权利，不完成义务的话，作为一个男人来说，又怎么样呢？】
39,pf:static:photonflowers11.rio:487194916:00044976,photonflowers11.rio,crsa:photonflowers11.rio@487194916,9A4AEAF7D1390D14E9DD0942FEDEF6896235A794158A1F5938BA71D2EC24947C,武【你、你想男女差异对待—！？】
40,pf:static:photonflowers11.rio:487194916:00045078,photonflowers11.rio,crsa:photonflowers11.rio@487194916,772C1323A843BA7C665DE8BFFEF24416BBB5A3DB373733251627D60F046F0C13,千鹤【完全不是~，我只是觉得，在恋人面前暴露狭小的胸怀，作为男人难道不觉得羞耻吗？】
41,pf:static:photonflowers11.rio:487194916:00045500,photonflowers11.rio,crsa:photonflowers11.rio@487194916,512DB6E82AC347005163575E4CBE3A934E85B6FE36E809852B882EC7017AEED6,武【咕呜呜呜……】
42,pf:static:photonflowers11.rio:487194916:00045568,photonflowers11.rio,crsa:photonflowers11.rio@487194916,C1AD69E53F3360D3A3605EE48EE35560AC02F90672546DF896DD5805A093C1DB,可、可恶的班长……
43,pf:static:photonflowers11.rio:487194916:00045674,photonflowers11.rio,crsa:photonflowers11.rio@487194916,A592A43469C660A46ADEA782E851EC936C63D6AFAEB53D6145B5F6C6C36F345C,新学期以来，一遇到事就用这件事来怼我……
44,pf:static:photonflowers11.rio:487194916:00045952,photonflowers11.rio,crsa:photonflowers11.rio@487194916,47A5C23B35AFE711545EE7716142E3B338B1D2A4C64AAD88CFCBB4E5EF98E8F2,壬姬【感觉形势逆转了啊—】
45,pf:static:photonflowers11.rio:487194916:00046086,photonflowers11.rio,crsa:photonflowers11.rio@487194916,051EC9309802265B9FE25C7BA1B65A050980882EDD039B8AA9E215C924E9E3C1,纯夏【什么什么？在说什么？】
46,pf:static:photonflowers11.rio:487194916:00046212,photonflowers11.rio,crsa:photonflowers11.rio@487194916,4229586948B47BF8A88007FE4B5B88F0CD50A2306B369ADE54395176555F7EF0,尊人【我也没太听懂啊】
47,pf:static:photonflowers11.rio:487194916:00046346,photonflowers11.rio,crsa:photonflowers11.rio@487194916,C2E9BACDD36406BE22FF8617BF26323D0AA7E352C07F3C64BD47B2C3AA207608,慧【狭小（隘）的男人没法让女人开心】
48,pf:static:photonflowers11.rio:487194916:00046514,photonflowers11.rio,crsa:photonflowers11.rio@487194916,FF3106A7ADB26A717812B97E2582CDEB6C24DF5ECF811E270C0BBCD8C9EC07FF,纯夏【啊……？什、什么……？】
49,pf:static:photonflowers11.rio:487194916:00046648,photonflowers11.rio,crsa:photonflowers11.rio@487194916,54ED160EC720F2BF4B77EE7CE1564D3D1CBEA6DBFD55CC7CE76FE1757566FC2E,慧【小的没法让鉴满足……好可怜】
50,pf:static:photonflowers11.rio:487194916:00046870,photonflowers11.rio,crsa:photonflowers11.rio@487194916,37FF37971BC51B7C069C9EC0A5F967CC308D082C747219887AC4A164E961C742,突、突然说荤段子……
51,pf:static:photonflowers11.rio:487194916:00047010,photonflowers11.rio,crsa:photonflowers11.rio@487194916,4B5A91CC747ECD452C5FD57ADA5A3F93796D7D87214F998AFB9666677B0CC85F,武【你、你说什么！又没有看过我的！你有什么根据——】
52,pf:static:photonflowers11.rio:487194916:00047306,photonflowers11.rio,crsa:photonflowers11.rio@487194916,A0FB7AFB0F8CA71C4D35C05F89ED2FE860CDE68344775F4BFEE2CE35CD207BE9,慧【是说男人的器（量）的话题…别因为奇怪的想象兴奋啊】
53,pf:static:photonflowers11.rio:487194916:00047494,photonflowers11.rio,crsa:photonflowers11.rio@487194916,8D172C7B7F82440330DF95452F28BDB89B369DE9515DE4A63C4858F362734914,武【唔咕……呜呜呜】
54,pf:static:photonflowers11.rio:487194916:00047596,photonflowers11.rio,crsa:photonflowers11.rio@487194916,565A9F77F6C40F245E80C64CC5531916AFC2CECE578B6EA12FA383E9AE914C99,这个魔女……给我记住了！
55,pf:static:photonflowers11.rio:487194916:00047720,photonflowers11.rio,crsa:photonflowers11.rio@487194916,25E3B3DD58556569AD952C4CE5D20BF35AD7F6945DE774497964D582A952DD82,千鹤【明明离毕业没有几天了，还整天做这种小孩子气的事，好感度     都要掉完了。是吧？鉴同学。】
56,pf:static:photonflowers11.rio:487194916:00048242,photonflowers11.rio,crsa:photonflowers11.rio@487194916,5B2B9FAB9F65BAA0E531B65E5B072F7E4C46DD01885C7BEEAE6FE8B444414B88,纯夏【那个……啊哈哈……怎么说也不会那样……吧……】
57,pf:static:photonflowers11.rio:487194916:00048482,photonflowers11.rio,crsa:photonflowers11.rio@487194916,DCE8F5E7309BD610C5E10D9289C51A2917C22F954DEA269C664CA1AEC1EB4C48,唔啊啊啊啊！！别在这种情况下认真回答！
58,pf:static:photonflowers11.rio:487194916:00048668,photonflowers11.rio,crsa:photonflowers11.rio@487194916,1044C49C98FC736EA48BDB4B23D69202779F0D013A022A25B23567E8BCA6F845,慧【秀恩爱？】
59,pf:static:photonflowers11.rio:487194916:00048748,photonflowers11.rio,crsa:photonflowers11.rio@487194916,4CC94D0B5A679EB8D7A93602367093E8F787953C926AF99614EAF130EC2D89A6,别问我！
60,pf:static:photonflowers11.rio:487194916:00048828,photonflowers11.rio,crsa:photonflowers11.rio@487194916,6B165EE6676FD8739A4C82935288D4E48A56E8A4DD06959F5EF02B9196767834,武【知道了！知道了！我做行了吧！】
61,pf:static:photonflowers11.rio:487194916:00049008,photonflowers11.rio,crsa:photonflowers11.rio@487194916,C66029E2D58455B91BF346E55A8784FE2254E5EF9C08CAD754B6F527FC1621CE,壬姬【啊—，小武哥脸很红哦】
62,pf:static:photonflowers11.rio:487194916:00049166,photonflowers11.rio,crsa:photonflowers11.rio@487194916,CE98D90855AF0FBF36B7AAEEEE7E697BF31E384F02EAB893223751A6A1D3B399,武【啰、啰嗦！】
63,pf:static:photonflowers11.rio:487194916:00049244,photonflowers11.rio,crsa:photonflowers11.rio@487194916,5FDB948D63A4EF6996AA43798461FF6111C4049106CB0C8829B97239411AF725,慧【白银，真纯情……耳朵都红了】
64,pf:static:photonflowers11.rio:487194916:00049380,photonflowers11.rio,crsa:photonflowers11.rio@487194916,AD3693120BCE9AFC38251CE0B36521CFCEE80E721E50CC00A7211814D526FFA1,武【闭、闭嘴！】
65,pf:static:photonflowers11.rio:487194916:00049454,photonflowers11.rio,crsa:photonflowers11.rio@487194916,9FB50D19F73D59FE2C471737DBE85D29E5E5E397AFFD64F99D0E29EFA0EBF5B7,尊人【怎么了吗？脸很红哦。发烧了？要不要去保健室？】
66,pf:static:photonflowers11.rio:487194916:00049734,photonflowers11.rio,crsa:photonflowers11.rio@487194916,4B4CBD188D11A96099B31575E8D8C8203F2254B3B973ECE23BB32F5EFA4FF182,武【我说你啊，好好看看话题的走向啊！】
67,pf:static:photonflowers11.rio:487194916:00049878,photonflowers11.rio,crsa:photonflowers11.rio@487194916,669BE126C2CE3E37287AA92B816F22774E0972A60C2FE5154AA28B69A5A68CC7,纯夏【……所以说啊！】
68,pf:static:photonflowers11.rio:487194916:00050006,photonflowers11.rio,crsa:photonflowers11.rio@487194916,B9C822B7ECEF04767DABB0F8D609ABFA964C4C5114278C76A1B2A46F0880643C,武【这样啊这样啊】
69,pf:static:photonflowers11.rio:487194916:00050110,photonflowers11.rio,crsa:photonflowers11.rio@487194916,0C4263CD7582BFFB59F14036F5AD8EF2E732F87AEE1276ABB1B08F861DE6448D,纯夏【干嘛啊~！从刚才开始就一直那么敷衍~！】
70,pf:static:photonflowers11.rio:487194916:00050360,photonflowers11.rio,crsa:photonflowers11.rio@487194916,96F52B2FD9E3E525A8A780A8479B1BD90EF856D6C5A56AFF0D990249F07E3C8E,武【什么都没……说是这么说，还是可恨，可恶，班长那家伙……】
71,pf:static:photonflowers11.rio:487194916:00050636,photonflowers11.rio,crsa:photonflowers11.rio@487194916,C8C01BA87DDFB047399CF43903EBB197167F192043D970F96EB24035426040AC,纯夏【哈……还在记仇】
72,pf:static:photonflowers11.rio:487194916:00050792,photonflowers11.rio,crsa:photonflowers11.rio@487194916,F5E9EF9DBCC8908F6A0B78FE899AADDCAC55732334BA9619863CE0607E78D090,到底是从哪怎么暴露出来的？班上的全员，都知道我在和纯夏交往了……
73,pf:static:photonflowers11.rio:487194916:00051116,photonflowers11.rio,crsa:photonflowers11.rio@487194916,CD33C0E51AE3F0A8E20B3932E68E095BD4EA08106AE80201C7520EB623E7943F,嘛，虽然从冥夜回自己家这点来推测也没错。但是冥夜家里的复杂程度大家也想象的到吧。
74,pf:static:photonflowers11.rio:487194916:00051576,photonflowers11.rio,crsa:photonflowers11.rio@487194916,D960518D90191D163A7EA5A1FB06620A7A93E3F101A609692AAB0C0587914113,从冥夜回去的事，直接断定我和纯夏在交往，这种事根本没有根据的吧。要是连我们都这样认为了的话……！
75,pf:static:photonflowers11.rio:487194916:00051948,photonflowers11.rio,crsa:photonflowers11.rio@487194916,C2E1ACDB2DC36485BAE15DB6ECCAF6DEDA7601E9878E2F0D1DBE9565E5463D39,……但那些家伙，全都摆出一副确信的态度啊。
76,pf:static:photonflowers11.rio:487194916:00052170,photonflowers11.rio,crsa:photonflowers11.rio@487194916,7F311294CC172D5BBF31CEF23453A72C3E0D9596122801F52568908E4DFEE837,特别是班长和夕呼老师，一有机会就拿这件事当武器来勒索我。
77,pf:static:photonflowers11.rio:487194916:00052480,photonflowers11.rio,crsa:photonflowers11.rio@487194916,673B9E3299F2747D1DC54F10D9889EA6405A814CB6385EF4F89203FAB1B3F895,说什么——我的反应很有意思。完全乐在其中啊。
78,pf:static:photonflowers11.rio:487194916:00052788,photonflowers11.rio,crsa:photonflowers11.rio@487194916,6F97EA6672430FCBFA0C958AE71DAF57F6EEBE86FEDBC863F5BD5B7E5F907E31,纯夏【呐呐，一口气全公开了吧？】
79,pf:static:photonflowers11.rio:487194916:00052984,photonflowers11.rio,crsa:photonflowers11.rio@487194916,D0B7F6A33BD833771C0292E9870ED8499E6472124B335DF9030B4B4BA548A5A4,武【什么？】
80,pf:static:photonflowers11.rio:487194916:00053060,photonflowers11.rio,crsa:photonflowers11.rio@487194916,DB7DBECE565D8285626F23D6D7986977CF79651AA519428C2B340526ECF007F0,纯夏【所以说—，我们两个很恩恩爱爱哦！……这么说了后，就一直黏在一起~~~……呀~！】
81,pf:static:photonflowers11.rio:487194916:00053418,photonflowers11.rio,crsa:photonflowers11.rio@487194916,894D8949302693859C3E26E43C7A30010B2A46F1DB4EC3D99A929007E56A23AC,武【——怎么可能做到那种事情啊！】
82,pf:static:photonflowers11.rio:487194916:00053524,photonflowers11.rio,crsa:photonflowers11.rio@487194916,DA0D51C2B068F9869991C7483ECD71253582BE457EB3ED610CF3564A7A7A5E6F,都事到如今了，还怎么公开啊。我们这边在大家不知道时就说了还好，但大家都知道了还再承认什么的……那样才羞耻吧！
83,pf:static:photonflowers11.rio:487194916:00054128,photonflowers11.rio,crsa:photonflowers11.rio@487194916,581FAA9CC0DB3CA5CC54F26153D84BFAC89C7A5B9DE0C6F99527ECD78B1C343B,纯夏【呜~……】
84,pf:static:photonflowers11.rio:487194916:00054202,photonflowers11.rio,crsa:photonflowers11.rio@487194916,102FE027B61A4227E1D569961B313BCDB0450BDDEC81025A536E577C9B44AE43,武【说到底，就算是你，一被说了什么不也害羞起来了，所以才会被格外戏弄啊。】
85,pf:static:photonflowers11.rio:487194916:00054602,photonflowers11.rio,crsa:photonflowers11.rio@487194916,BDA19EB91D86430421D278D22AE89B2C70988AE559D27A79973F807C297971D4,纯夏【因、因为……】
86,pf:static:photonflowers11.rio:487194916:00054680,photonflowers11.rio,crsa:photonflowers11.rio@487194916,8B03727A7029E69316DA93162ECED04891601F522D367C55F9566AE1A5BB59BE,武【是吧？现在还感觉害羞对吧？】
87,pf:static:photonflowers11.rio:487194916:00054950,photonflowers11.rio,crsa:photonflowers11.rio@487194916,D0D8D79CBE93A018BE7AEDB16A302CF0E7D1E6D39EB2E94F094605BD51FACB74,纯夏【……额……嘛……】
88,pf:static:photonflowers11.rio:487194916:00055064,photonflowers11.rio,crsa:photonflowers11.rio@487194916,A30F4EAE3A1EAE1F695A68A2F30BC1B495A051E35938A12AC523E8982E4EF0FE,武【是吧……？】
89,pf:static:photonflowers11.rio:487194916:00055130,photonflowers11.rio,crsa:photonflowers11.rio@487194916,4C14726BC91A6E77EA5429081EA8A06803B3A531501405984BAB8D0AA5889E23,或许，如果我和纯夏不是青梅竹马的话，说不定就不会这样了。
90,pf:static:photonflowers11.rio:487194916:00055394,photonflowers11.rio,crsa:photonflowers11.rio@487194916,5CE1703C8DB68EE6B2446FE3011A644F070E0D35CE6B0440CA0F5F7EE33240B8,一直都在一起的话，就算被开玩笑也是理所当然的，毕竟也想不到别的理由了。
91,pf:static:photonflowers11.rio:487194916:00055902,photonflowers11.rio,crsa:photonflowers11.rio@487194916,A44EB18B21A13C6A8AAEB1EB4CD8921B49A95640256A4CF2EF23AFEB7A7C0C31,如果和不一样的人交往了的话……是啊，比如说一直在吵架的……
92,pf:static:photonflowers11.rio:487194916:00056356,photonflowers11.rio,crsa:photonflowers11.rio@487194916,BEDE8098AEEBE95FFF051BEFAC63DE7D9F0B8808680FD6B4174D9840AAD58154,…<03>…<03>。
93,pf:static:photonflowers11.rio:487194916:00056380,photonflowers11.rio,crsa:photonflowers11.rio@487194916,91B83448ABEF00975E4ACB5ED0CFD6EA354222AF015F4C680BC4C9EC59595A94,…<03>…<03>…<03>…<03>。
94,pf:static:photonflowers11.rio:487194916:00056418,photonflowers11.rio,crsa:photonflowers11.rio@487194916,67BE76877985F385A4792AB9585B53F4222C287811911533ABB67AF7CBD6A83C,武【呕诶——！】
95,pf:static:photonflowers11.rio:487194916:00056502,photonflowers11.rio,crsa:photonflowers11.rio@487194916,6E7092E0866D9C4E2CB90D4412467295673DF01A3EA5C20E3B3EB5210FB6CF0D,纯夏【怎、怎么了？小武？Alohaoi~？】
96,pf:static:photonflowers11.rio:487194916:00056684,photonflowers11.rio,crsa:photonflowers11.rio@487194916,32C92A37360B8E6AB4FD68613B5199AB65021E7DE6D5C9315263B252CEB0E6C0,武【不、不……只是做了非常毁灭性的想象……】
97,pf:static:photonflowers11.rio:487194916:00056924,photonflowers11.rio,crsa:photonflowers11.rio@487194916,7C24ED622C980742FF1A60D48FB9B025D2E46486C3BC30F5DE166B4E8EFC9333,是谁不好，偏偏是想起来了班长……这下该趁着身体还没发冷趁早睡觉了，累了。
98,pf:static:photonflowers11.rio:487194916:00057294,photonflowers11.rio,crsa:photonflowers11.rio@487194916,CDE5E3FA12FFA207BCBBB2D85A74856857C6EED6C2BCBD2A7D2E87440891D453,纯夏【但是啊，小武】
99,pf:static:photonflowers11.rio:487194916:00057394,photonflowers11.rio,crsa:photonflowers11.rio@487194916,CEB1B472A79EDADFF3EC1B73FDCA62BF78817DE137CB825ED2C5A01F3D139E7D,武【啊？】
100,pf:static:photonflowers11.rio:487194916:00057446,photonflowers11.rio,crsa:photonflowers11.rio@487194916,B323D5B27DCAC5459F65FD2E8FF947E1DE117955DE702A20BE651F51F9BB4DB8,纯夏【我们之间……什么都没有啊……】
101,pf:static:photonflowers11.rio:487194916:00057648,photonflowers11.rio,crsa:photonflowers11.rio@487194916,F0456C17C986DE697EE6381F744475D377051D3E9D16A438C8DEB426B3C025FA,武【——暴栗！】
102,pf:static:photonflowers11.rio:487194916:00057712,photonflowers11.rio,crsa:photonflowers11.rio@487194916,FC1EA113EEB806CB24B38DFAED4679A115EB5AB62C52420F9E31B2FF739E4AF1,纯夏【干、干嘛啊！】
103,pf:static:photonflowers11.rio:487194916:00057802,photonflowers11.rio,crsa:photonflowers11.rio@487194916,D93B63FD8C3E678C2CC0AB2F83B48D94850199602624B22FFA97CAA817EDC3F6,武【我、我说啊！】
104,pf:static:photonflowers11.rio:487194916:00057922,photonflowers11.rio,crsa:photonflowers11.rio@487194916,1350E2CB71D72630BD9FA80CA01265889133449D5A9A76F0627CF15DD5FE363E,什么都没有什么的……怎么可能啊！？
105,pf:static:photonflowers11.rio:487194916:00058170,photonflowers11.rio,crsa:photonflowers11.rio@487194916,C25E4CA8F40BB9578F7A18BE4BC2DABFF431C4657D3BF3EF2D1DE206CFFA2739,纯夏【因为啊，圣诞节的时候你那么温柔的……我觉得，应该还有各色各样的事的嘛】
106,pf:static:photonflowers11.rio:487194916:00058568,photonflowers11.rio,crsa:photonflowers11.rio@487194916,A0547072F042FD31F7B3C845D965DFB74B66952A888E1D742840A953286589EC,武【各、各色各样……】
107,pf:static:photonflowers11.rio:487194916:00058662,photonflowers11.rio,crsa:photonflowers11.rio@487194916,F6A449802420398203B10D3909A33A68F7C6B7726F576488A6C514164E8F0498,就算说各色各样还是什么，连究极的最后一步都做了哦！在那之上还能有什么啊！
108,pf:static:photonflowers11.rio:487194916:00058856,photonflowers11.rio,crsa:photonflowers11.rio@487194916,142869B3352CB35FD7E6D1FEF48EF2354C6FD90D4CC0D5914D2E63C356214E69,纯夏【各色各样就是各色各样。怎么说好呢~？比如，能让身体一下子kiu~的事啊】
109,pf:static:photonflowers11.rio:487194916:00059344,photonflowers11.rio,crsa:photonflowers11.rio@487194916,3952D67377B0946E8D707BBABA8CDB805F46F0C9A8E12DA50C338311B8463ED3,能让身体kiu~的？
110,pf:static:photonflowers11.rio:487194916:00059616,photonflowers11.rio,crsa:photonflowers11.rio@487194916,8F6D8E4459F9499390AA86B8B58993EB723D4596E2E73FBB7FFFA99ECC6926D4,纯夏【小武……kiu~地一下抱紧我的身体】
111,pf:static:photonflowers11.rio:487194916:00059790,photonflowers11.rio,crsa:photonflowers11.rio@487194916,D780F0F79AB3C4F80AB5ACCD15CFA613DBAFAC0AF4976E66CBFFCF3C7A2B4953,武【纯夏……】
112,pf:static:photonflowers11.rio:487194916:00059858,photonflowers11.rio,crsa:photonflowers11.rio@487194916,4A27A8055C8FC1BBADA60544BA801E44EE70D81AB1B101F6D41D2469F22150F0,纯夏【小武……好温暖……】
113,pf:static:photonflowers11.rio:487194916:00060000,photonflowers11.rio,crsa:photonflowers11.rio@487194916,4C209CFD8DE3AF4B54C1E115B79D66111921CD873C2AC66E9FCC4BB844D37442,——哈！？
114,pf:static:photonflowers11.rio:487194916:00060032,photonflowers11.rio,crsa:photonflowers11.rio@487194916,C998B97E7F99F725BC0D5B89B150BED406095FF1DD113F981D08C4234C7393D1,纯夏【激烈的，能让人咚邦一下的事情之类的】
115,pf:static:photonflowers11.rio:487194916:00060264,photonflowers11.rio,crsa:photonflowers11.rio@487194916,DF06F65080AD6965E9B56682832810FADAD45937E084B4C01A579B89A74A8D37,激烈地咚邦—？
116,pf:static:photonflowers11.rio:487194916:00060352,photonflowers11.rio,crsa:photonflowers11.rio@487194916,3775681F4D1789B4BF8A03C4AD9875CE5F6B266A43D20111E06F1BB392160109,纯夏【小武……再激烈，再激烈一点】
