call_order,stable_id,rio_file,scene,source_text_sha256,translated_text
23,pm:static:photonmelodies11.rio.002:1214091360:00207650,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,0EEB7D0DF4679A870ADD413CDA63F6430E14A68E999E240E56D2235E667DE7BE,"这样一看，<03>这里所有色彩都与日本微妙地不同。
并不是阳光下闪耀的朝雾让我看错了颜色。<01>"
24,pm:static:photonmelodies11.rio.002:1214091360:00208094,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,2E919C554C691173381A3DB8F63F5B06EE589656CA19F0A8B1EB02040C52C779,"从鸟鸣到空气的味道与气息，<03>映入五感的一切都如此相似，却又截然不同。
正因构成它们的要素相同，那些细微差异才显得格外鲜明。<01>"
25,pm:static:photonmelodies11.rio.002:1214091360:00208598,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,3E600EBFC0A7644517A8F49087B33AD6BEB7901A12795B2D8057E8703CCCE790,【清十郎】「故乡，是远在他乡时才会思念的地方…<03>…<03>吗」<01>
26,pm:static:photonmelodies11.rio.002:1214091360:00208722,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,DE5295B8156583630678432505A5BF42F5FAE0896B463899FEF1C773CADBE681,"原来如此，<03>兄长们所说的正是这个意思。
唯有置身异国，祖国日本与自身才会显得更加清晰，<03>是吗。<01>"
27,pm:static:photonmelodies11.rio.002:1214091360:00209142,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,45F134B0A8031E07E7F0B4406B095FD6CF4138E80DE12CDDD08E95704BAF2945,没错。正因为亲眼看到了异乡风景，<03>铭刻在我心中的故国景象才会愈发鲜明。<01>
28,pm:static:photonmelodies11.rio.002:1214091360:00209522,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,2EA4AD2189079769F026354A9CF956EDFA80B14357720A6D7E1B75BCCD16F88A,"――在这片土地上，格格不入的正是我自己。
我不得不切身体会到，自己是一个日本人。<01>"
29,pm:static:photonmelodies11.rio.002:1214091360:00209792,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,A866FA5EDD58A8870A8280B908BDF3B68457FF2239E746F1C5E89822D5A12C58,同时，<03>作为日本代表所背负的重任，也令我心神一凛。<01>
30,pm:static:photonmelodies11.rio.002:1214091360:00210070,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,20443D7EE2971BB44326D3F7CD8CDBCBB39CDFF7842212C06344E5E8BE85D01A,【清十郎】「呵呵呵…<03>…<03>看来我的心眼，<03>竟蒙尘到连这种事都察觉不到了」<01>
31,pm:static:photonmelodies11.rio.002:1214091360:00210340,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,33F8A86646EEC0365AF176F1CF924AE6E0A105689ED2BCCA48131E5FD5610B12,"初来乍到便有如此收获。
――欧洲，<03>有两下子！<01>"
32,pm:static:photonmelodies11.rio.002:1214091360:00210542,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,7383D5BA0D6BC0E1C03D308B0AB5F8B037A601109DDFF00188695A487658E985,这十天…<03>…<03>必将成为我两年斯卫军卫士养成课程的收官试炼！<01>
33,pm:static:photonmelodies11.rio.002:1214091360:00210908,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,A32EBC9A91373097112D0C0869DF5BE396ACE7BB4D927492A8404A97C08A5913,【清十郎】「哼…<03>…<03>正合我意！　呵呵呵…<03>…<03>哈哈哈哈哈！」<01>
34,pm:static:photonmelodies11.rio.002:1214091360:00211124,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,5287E70196E5D00C95BDA7C222A4DEA0EFA69ED97B25CF48BCF4C22AED88F500,"【清十郎】「我那被派往世界各国前线的四十余名同期诸君！
以日本与斯卫之名，<03>我在此立誓！」<01>"
35,pm:static:photonmelodies11.rio.002:1214091360:00211564,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,7A0540C110A4DB0B14D990A642F5F15F787EB0AD903BE86D5C68E252A9CB0776,【清十郎】「我真壁清十郎，<03>必将看清西德精锐的骑士道精神及其精髓，<03>待我获得成倍、乃至数倍的成长，再与你们重逢！！」<01>
36,pm:static:photonmelodies11.rio.002:1214091360:00212268,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,4772D7349DB538A5FB344E16EB69E55034C6E7D3076FE4BA1DDDEB7683A4C86A,…<03>…<03>话虽如此，<03>在这被朝雾笼罩的森林里，能确认到的范围也十分有限。<01>
37,pm:static:photonmelodies11.rio.002:1214091360:00212586,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,A1B26587D232702F0CA6EB6C695621E28F5335FEF26D75567FFA1288E0D470A9,受视野所限，<03>若不离开这处接送地点，便无法再做进一步确认。<01>
38,pm:static:photonmelodies11.rio.002:1214091360:00212830,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,09E9D32984CC2B55130BC2F32F07330E50AB57E3BD776B4BBC83AB77E14ABCC3,【清十郎】「为了保存体力，先小睡片刻倒也是个办法…<03>…<03>」<01>
39,pm:static:photonmelodies11.rio.002:1214091360:00213042,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,996560882750411138B1E639F10D3563BFA7BCB4CD123BE72130C8C5DC64B0AE,遗憾的是，<03>我可没有那种空当。<01>
40,pm:static:photonmelodies11.rio.002:1214091360:00213190,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,954A30EEE88042C246F232E4C707C0177FDA8FF37D3695D590F0DFEED76E5E8E,为了应对时差而拟定的移动中睡眠计划过于完美，<03>如今我连一丝睡意都没有。<01>
41,pm:static:photonmelodies11.rio.002:1214091360:00213454,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,8947521FDF79623E7CBABF2BD7B56964F9F269286CFF87CE10C6D598055E580C,【清十郎】「嗯…<03>…<03>离指定集合时间，<03>还早得很」<01>
42,pm:static:photonmelodies11.rio.002:1214091360:00213692,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,CAC971CE5C0A37731DF6A3B8656D85A70F2B6933A23868D99D836E172A44ECF4,左腕上的军规卡西欧显示，我还有足足四十三分钟的空余时间。<01>
43,pm:static:photonmelodies11.rio.002:1214091360:00213946,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,FA29C159B4F30808BEC42EBF6C0682B78C58D22696A5EEDF911CD3A88AAA938C,"这只日本引以为傲的卡西欧腕表，<03>与它原本的主人、次兄孝次郎一样准确无比。
连极其可靠这一点也如出一辙。<01>"
44,pm:static:photonmelodies11.rio.002:1214091360:00214494,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,A5BF41F74A2C79F35959CAE2A89FE425A3847C0B43DC1D385D5293758A4B4103,【清十郎】「那么，<03>该如何是好…<03>…<03>」<01>
45,pm:static:photonmelodies11.rio.002:1214091360:00214628,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,A93B8CD9DCAB39FFF30B4CA01D6A716B6F49329EED3DBCDFB98A2AE7B5599F14,"最糟糕的选择，就是待在这里什么也不做，<03>干等着时间过去。
这无异于亲手把提前抵达这一难得的优势扔进臭水沟。<01>"
46,pm:static:photonmelodies11.rio.002:1214091360:00215088,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,D31278DE914AA33750E16CAF0D7FC665C492868A511153B95A54FF0156D9439C,像这样，<03>东想西想地白白消耗时间，也同样是不可救药的愚行――。<01>
47,pm:static:photonmelodies11.rio.002:1214091360:00215420,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,32C9BA707E5B12BF5005A79BCBABCCF92B9E688593CCFC72734C41948882AA3C,【清十郎】「唔…<03>…<03>对了！　这种时候就该――」<01>
48,pm:static:photonmelodies11.rio.002:1214091360:00215598,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,CFA31A9CBF2B6B2F57D3905E6B01415D2C0AE5A4400A9B88B1BA6CC9CEB54F6C,"8:――无论何时，<03>无论身处何地，都要时刻准备应对突发情况。
此乃斯卫心得之入门。<01>"
49,pm:static:photonmelodies11.rio.002:1214091360:00215998,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,E9C9D712F8F4B5600AAA1763BB63E4EBF78776EA8DA31A9A569E3DA45A456875,遵照启程时三兄任三郎赐下的训诫，<03>此刻正该尽情设想一番这里可能发生的最坏情况。<01>
50,pm:static:photonmelodies11.rio.002:1214091360:00216328,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,87FF120F6C2A5CD847F9049DAD766A649FA6A5B63F86A10B14228692D142B76D,"【清十郎】「唔嗯，<03>最坏情况啊。
这个嘛…<03>…<03>」<01>"
51,pm:static:photonmelodies11.rio.002:1214091360:00216638,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,ACE6655675E79B7BBE992751476AB97F44B3FAE6DCBF45D82BCC1D523B2375F7,…<03>…<03>比如现在，<03>人类怨敌 BETA 的大军从欧亚大陆越过多佛海峡，<03>登陆而来？<01>
52,pm:static:photonmelodies11.rio.002:1214091360:00216918,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,77F5AEAF7293F0F353A7BCA4DA6EEDAFBCA946A6F36CD729ECDBAE2B817EBAFE,"好！　就连我自己也觉得，这个最坏情况相当恰到好处。
假设 BETA 现在涌向这里…<03>…<03>。<01>"
53,pm:static:photonmelodies11.rio.002:1214091360:00217226,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,F2DD11D9B6B54C53F579D0A91AA8CD1FE730526AEEE1D564DC152DAA65D02F8A,"如此一来，多佛基地群全军必定会立刻全力应战。
当然，<03>为防小型种来袭，<03>所有通往基地内部的地面设施都会封闭。<01>"
54,pm:static:photonmelodies11.rio.002:1214091360:00217752,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,10ED9FC6797C816194C97019570CF72D24571535D675BB909221EEA0C2C9E3BE,【清十郎】「――什…<03>…<03>什么…<03>…<03>！」<01>
55,pm:static:photonmelodies11.rio.002:1214091360:00217854,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,F599A01199C1345725642DFC6E11F018E842B42945FFE8BE13BB150F23C2D553,"那样一来…<03>…<03>不用说，<03>我就会被丢在这里！
――随后，<03>哪怕我徒手空拳应战、实施战术后撤，<03>最终仍会葬身小型种之口！<01>"
56,pm:static:photonmelodies11.rio.002:1214091360:00218460,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,D9990AB120EEB5F625CEC63F49C9B7F8096155250CAB968E30A81E67CCB3724A,【清十郎】「――不…<03>…<03>不可能！！」<01>
57,pm:static:photonmelodies11.rio.002:1214091360:00218582,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,63DC7C085F8EAABAB276CC50D51E00C5828715FC458C925AF55A1FDA01627809,那样岂不是还没能为皇帝陛下和将军阁下，<03>以及帝国国民作出任何贡献，就白白送死了吗！<01>
58,pm:static:photonmelodies11.rio.002:1214091360:00219090,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,1B13806161AD1FC1D741B8BF5BD968F991D8D4519BF38544A69F06451071DAD3,【清十郎】「――唔呜呜呜呜～～～！！」<01>
59,pm:static:photonmelodies11.rio.002:1214091360:00219212,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,A2DC4658FA0E5D7A9C8045FAEB50D93AC3290C6D79830D8E58624202A7AA0053,"…<03>…<03>光是想象，就让我怒火中烧！
――如此不名誉的死法，足以令真壁家世世代代蒙羞！！<01>"
60,pm:static:photonmelodies11.rio.002:1214091360:00219574,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,5BA91CAB20C1911C83665C508BFF3B7634EAD8EC0442299D5F1FE2916AEC8946,【清十郎】「――呃！？　不、<03>不好！！」<01>
61,pm:static:photonmelodies11.rio.002:1214091360:00219686,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,E84D3EC259B644574DF17B537CAF9FAC4EC6E525B4FBA90CADD0CB99303C6A73,难道是气得太厉害，血全冲到头上了！？　头晕…<03>…<03>！！<01>
62,pm:static:photonmelodies11.rio.002:1214091360:00219842,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,0E773954D9446F9FFCFC81BF19AE30D38086C63F3727E3F47F836017BC3C2E35,"这、<03>这种时候要深呼吸。
给脑细胞送点新鲜氧气，让脑子清醒起来…<03>…<03>！<01>"
63,pm:static:photonmelodies11.rio.002:1214091360:00220118,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,A9DED7A68C0BEDF572BFCA712A0C864EFC9B45AD88503CD74E4BBBEC57409FA4,"【清十郎】「吸～～～～、<03>呼～～～～～。
吸～～～～、<03>呼～～～～～…<03>…<03>」<01>"
64,pm:static:photonmelodies11.rio.002:1214091360:00220298,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,F5B6C034E964F663C26EF3673EB223F24401766B53A480E48D90164246FD5DC7,…<03>…<03>嗯？！<01>
65,pm:static:photonmelodies11.rio.002:1214091360:00220336,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,1A34FC66D2999FF01F75AA386FC865A657EC6F64B99DA36ACDC28EC32DAD3EC7,【清十郎】「――我明白了！」<01>
66,pm:static:photonmelodies11.rio.002:1214091360:00220408,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,55D49E2C46DDADEEA43E24E08A53593D28046C6440E5444C15092F56C5D477D2,"不愧是兄长们的金玉良言。
我清十郎，<03>已经悟出了――此刻该做什么！<01>"
67,pm:static:photonmelodies11.rio.002:1214091360:00220780,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,92CB2ECD645BBD5EE1344BE87BEBAE9A0F9D90B4EF60DFD98D693B714646FAF5,【清十郎】「哼…<03>…<03>」<01>
68,pm:static:photonmelodies11.rio.002:1214091360:00220850,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,3FA0E755D73A41CE3E9B76364841ED1A9889D571084E9A8A16D67B5C88DBE732,"…<03>…<03>可惜了，欧洲啊，<03>你可给我记好了。
同样的招数，对真壁家的男人绝不会奏效第二次――！<01>"
69,pm:static:photonmelodies11.rio.002:1214091360:00221234,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,904B6BEB0B30CAA1F7309A4F4E29A4B940C8CFF8360FB3EAC011AC7B2D4DD4F7,【清十郎】「嗯，<03>只要集合十分钟前回来，就没有问题」<01>
70,pm:static:photonmelodies11.rio.002:1214091360:00221494,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,B2125E3297FC39D0321976B3C27DF1FE4682676A8290204B0251E6514F9AFC04,"为了防备最坏事态，<03>我要趁时间还来得及，尽量摸清周边情况。
这一点很容易被忽略，<03>但说到底，也没人禁止我离开集合地点。<01>"
71,pm:static:photonmelodies11.rio.002:1214091360:00222136,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,DF3B89A1CF27A001E344FC2BF106B0C0A5F8AAEA6DECF2A3A81317B50A837610,【清十郎】「那就这么办…<03>…<03>」<01>
72,pm:static:photonmelodies11.rio.002:1214091360:00222224,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,B91AB8B769C40CB79C726516CBB5B6A1FF398BE4919EC5A02CDB120F7A94BC13,为防万一，我先设好腕表闹钟，<03>随后迎着闪耀的朝雾，<03>沿地下站口前的铺装路朝左手边的森林走去。<01>
73,pm:static:photonmelodies11.rio.002:1214091360:00222752,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,2A9272CE3692317CB8216AB1AF6664BCEFEC1EA1CDD58427B1B2D8B91BC0C6D5,"我根据太阳的位置与时间推测方向，向北前进。
既然假定 BETA 从多佛海峡登陆，<03>那么朝南前往海峡方向，绝不可能是正确选择。<01>"
74,pm:static:photonmelodies11.rio.002:1214091360:00223278,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,34B7D9E80689300345CE170737EF8A4D851135650C655C0682796D943FE15202,"我沿着铺装路前行，仿佛一步步拨开朝雾。
湿润的空气缠绕全身，却并不令人不快。<01>"
75,pm:static:photonmelodies11.rio.002:1214091360:00223622,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,A722928E9EE88016D48B25889635EE105255EE35EF0F20350CE5FDB939A8F094,"英国不愧比北海道纬度还高。
不过，<03>奇怪的是这里并没有想象中那么冷，<03>大概是海流和地理位置造就的气候吧。<01>"
76,pm:static:photonmelodies11.rio.002:1214091360:00224174,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,B6F723DE79883B2AEB1262F33192EDB2E3EFD0C0943BFCFFCAC0109B30474D30,【清十郎】「唔～～，<03>可是…<03>…<03>」<01>
77,pm:static:photonmelodies11.rio.002:1214091360:00224318,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,C586719DEEE475B79CA67E37CCBA580BE99480313BC2CB80BAFB060918938BA6,"虽说我气势十足地朝北走来，<03>可无论前进多久，除了森林树木之外都没有什么特别的东西。
朝雾遮蔽远处视野，也着实棘手。<01>"
78,pm:static:photonmelodies11.rio.002:1214091360:00224738,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,FEB1A1A98E744CCEBBECE39719034A383AEF5DFE792F75D2D81B94D6CAC535D0,"唔呜呜…<03>…<03>这样下去，我必定会白白送死。
必须找到什么东西来打破困局…<03>…<03>！<01>"
79,pm:static:photonmelodies11.rio.002:1214091360:00225058,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,33EF72810DF19CC926832A96DBDA95B182F362F46238FFCF9C1A1B0DD832F969,【清十郎】「…<03>…<03>不过话说回来，<03>这里居然还能安然无恙」<01>
80,pm:static:photonmelodies11.rio.002:1214091360:00225264,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,8EDF6F81DA0ED46213FB47436BF3A0A42CB54CB98F77F289DF212814B40E2B86,只要看看欧亚大陆便一目了然，<03>凡是被 BETA 占领的地区，无论自然景观还是人造设施，<03>都会被彻底夷为寸草不生的荒野。<01>
81,pm:static:photonmelodies11.rio.002:1214091360:00225752,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,FDFEDFE91FD77A5E897414C3AC75216B5A6055A070D543D1B669A0487871F918,…<03>…<03>就连曾短暂沦陷的西日本，<03>自然环境也几乎毁灭殆尽。<01>
82,pm:static:photonmelodies11.rio.002:1214091360:00226092,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,6F92EE530DE176D8C86189ADAF18C1526BCFCEA6A9E250AF89B63FE03AE466ED,"大不列颠岛曾在1985年遭到 BETA 大规模登陆，<03>敌军一度推进至伦敦南部。
作为当年登陆点的这片区域，如今还能保有如此茂盛的自然景观，<03>早已不是“奇迹”二字足以形容的了。<01>"
83,pm:static:photonmelodies11.rio.002:1214091360:00226624,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,8B26876EBCC72C3E3FB0DC209AB840E320D3C8327A8DF8A6145EF607769890F1,"【清十郎】「…<03>…<03>原来如此。
是这么回事啊」<01>"
84,pm:static:photonmelodies11.rio.002:1214091360:00226744,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,7E77DDE6F7DE9CDC803C795FE4E51F7677B5969677E02BD9185683E3DFDDD5AC,恐怕是在建造多佛基地群时，<03>开展了大规模土木与造林工程，把这里复原到了占领前的状态吧。<01>
85,pm:static:photonmelodies11.rio.002:1214091360:00227184,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,D1939930F76DF8309434AA4474D77EBB0C2B980B3D860DFB94767E0537FC101F,【清十郎】「…<03>…<03>…<03>…<03>」<01>
86,pm:static:photonmelodies11.rio.002:1214091360:00227258,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,6FE9768357FBBD099C17AD35D02F2AAEBAEC5E8CD91C13C382816C4865AEA010,按常理来说，建设基地群本就耗费了大量财力物力，<03>他们理应根本没有余力再做这种事。<01>
87,pm:static:photonmelodies11.rio.002:1214091360:00227690,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,EFB6C5B10C8C471566236A11A21BAB84007F866F8742681160302B006990E6E2,…<03>…<03>然而，<03>欧洲先辈即便如此也非做不可的心情，<03>我完全能够体会。<01>
88,pm:static:photonmelodies11.rio.002:1214091360:00228236,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214091360,02FECDCE8FA0A210BEDA66183CA161B3C64848103403F6AA51FCD6559A05E281,――那是骨气与觉悟。<01>
