jp,cn,status,chapter,source,source_row,source_status,occurrences,basis
ケネディ・ホテル,肯尼迪旅馆,contextual,本作；详见使用限制,selected-tda00,16,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ゲティスバーグ,葛底斯堡,contextual,本作；详见使用限制,selected-tda00,17,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
コリンズ,柯林斯,contextual,本作；详见使用限制,selected-tda00,18,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
コード８１１,代码811,contextual,本作；详见使用限制,selected-tda00,19,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ゴルフセット,高尔夫套件,contextual,本作；详见使用限制,selected-tda00,20,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ゴーファー・ステート,戈弗州,contextual,本作；详见使用限制,selected-tda00,21,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
シアトル,西雅图,contextual,本作；详见使用限制,selected-tda00,22,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
シェルベリ,谢尔贝里,contextual,本作；详见使用限制,selected-tda00,23,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
シドニー,悉尼,contextual,本作；详见使用限制,selected-tda00,24,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ジャンヌ・デュカス,让娜·迪卡斯,contextual,本作；详见使用限制,selected-tda00,25,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ジョン・Ｆ・ケネディ,约翰·F·肯尼迪,contextual,本作；详见使用限制,selected-tda00,26,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ジョージ・オールストン,乔治·奥尔斯顿,contextual,本作；详见使用限制,selected-tda00,27,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ジョージ・ワシントン,乔治·华盛顿,contextual,本作；详见使用限制,selected-tda00,28,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ジーン・カミンスキー,吉恩·卡明斯基,contextual,本作；详见使用限制,selected-tda00,29,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ズムウォルト,朱姆沃尔特,contextual,本作；详见使用限制,selected-tda00,30,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ソルティ・ベース,索尔蒂基地,contextual,本作；详见使用限制,selected-tda00,31,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ダリル,达里尔,contextual,本作；详见使用限制,selected-tda00,32,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ダリル・ザ・ビッグマム・マクマナス,达里尔·“Big Mom”·麦克马纳斯,contextual,本作；详见使用限制,selected-tda00,33,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ダリル・マクマナス,达里尔·麦克马纳斯,contextual,本作；详见使用限制,selected-tda00,34,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ダリル・Ａ・マクマナス,达里尔·A·麦克马纳斯,contextual,本作；详见使用限制,selected-tda00,35,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
デニス・モンロー,丹尼斯·门罗,contextual,本作；详见使用限制,selected-tda00,36,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ナイヴス,黑刃,contextual,本作；详见使用限制,selected-tda00,37,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ナイヴス・リード,黑刃长机,contextual,本作；详见使用限制,selected-tda00,38,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ナイヴス１,黑刃1,contextual,本作；详见使用限制,selected-tda00,39,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ナイヴス２,黑刃2,contextual,本作；详见使用限制,selected-tda00,40,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ナイヴス３,黑刃3,contextual,本作；详见使用限制,selected-tda00,41,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ナイヴス３カタパルト,黑刃3弹射器,contextual,本作；详见使用限制,selected-tda00,42,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ニミッツ,尼米兹,contextual,本作；详见使用限制,selected-tda00,43,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ハワイ,夏威夷,contextual,本作；详见使用限制,selected-tda00,44,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
バスターズ,破坏者队,contextual,本作；详见使用限制,selected-tda00,45,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
バスター１,破坏者1,contextual,本作；详见使用限制,selected-tda00,46,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
バスター２,破坏者2,contextual,本作；详见使用限制,selected-tda00,47,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
バビロン,巴比伦,contextual,本作；详见使用限制,selected-tda00,48,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
バビロン作戦,巴比伦作战,contextual,本作；详见使用限制,selected-tda00,49,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ビッグマム・コンビ,Big Mom组合,contextual,本作；详见使用限制,selected-tda00,50,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ビッグ・ケネディ,大肯尼迪,contextual,本作；详见使用限制,selected-tda00,51,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ビッグ・マム２,Big Mom 2号,contextual,本作；详见使用限制,selected-tda00,52,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ビーコン,信标,contextual,本作；详见使用限制,selected-tda00,53,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ピクニック・プラン,野餐计划,contextual,本作；详见使用限制,selected-tda00,54,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
フィリピン,菲律宾,contextual,本作；详见使用限制,selected-tda00,55,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
フェデリカ・ベクレル,费德丽卡·贝克勒尔,contextual,本作；详见使用限制,selected-tda00,56,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
フライング・ブーム作戦,飞杆作战,contextual,本作；详见使用限制,selected-tda00,57,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ブラック・ナイヴス,黑刃,contextual,本作；详见使用限制,selected-tda00,58,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ブラディ・ナイトメア,血色噩梦,contextual,本作；详见使用限制,selected-tda00,59,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ブルーオーシャン,蓝海,contextual,本作；详见使用限制,selected-tda00,60,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ブルーオーシャン作戦,蓝海作战,contextual,本作；详见使用限制,selected-tda00,61,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
プランＤ,D计划,contextual,本作；详见使用限制,selected-tda00,62,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ホテル・ケネディ,肯尼迪旅馆,contextual,本作；详见使用限制,selected-tda00,63,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
マクマナス中尉,麦克马纳斯中尉,contextual,本作；详见使用限制,selected-tda00,64,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
マリア,玛丽亚,contextual,本作；详见使用限制,selected-tda00,65,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
マルドゥーク,马尔杜克,contextual,本作；详见使用限制,selected-tda00,66,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
メモリアル・デイ,阵亡将士纪念日,contextual,本作；详见使用限制,selected-tda00,67,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
メルヴィナ,梅尔维娜,contextual,本作；详见使用限制,selected-tda00,68,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
メルヴィナ・アードヴァニー,梅尔维娜·阿德瓦尼,contextual,本作；详见使用限制,selected-tda00,69,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
モン・サン・ミシェル,圣米歇尔山,contextual,本作；详见使用限制,selected-tda00,70,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
モード・オート・スペシャル,自动特殊模式,contextual,本作；详见使用限制,selected-tda00,71,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ヤンキー・ステーション,扬基站,contextual,本作；详见使用限制,selected-tda00,72,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ユーラシア,欧亚大陆,contextual,本作；详见使用限制,selected-tda00,73,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ヨコハマ,横滨,contextual,本作；详见使用限制,selected-tda00,74,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
リリア,莉莉娅,contextual,本作；详见使用限制,selected-tda00,75,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
リリア・シェル,莉莉娅·谢尔,contextual,本作；详见使用限制,selected-tda00,76,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
リリア・シェルベリ,莉莉娅·谢尔贝里,contextual,本作；详见使用限制,selected-tda00,77,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
レイジング・バスターズ,狂怒破坏者队,contextual,本作；详见使用限制,selected-tda00,78,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
レナード,伦纳德,contextual,本作；详见使用限制,selected-tda00,79,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
レナード・ヴァンゴーア,伦纳德·梵高尔,contextual,本作；详见使用限制,selected-tda00,80,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
レベル４,第4层,contextual,本作；详见使用限制,selected-tda00,81,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
ローゼンバーグ,罗森伯格,contextual,本作；详见使用限制,selected-tda00,82,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
上陸部隊,登陆部队,contextual,本作；详见使用限制,selected-tda00,83,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
伍長,伍长,contextual,本作；详见使用限制,selected-tda00,84,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
儀杖隊,仪仗队,contextual,本作；详见使用限制,selected-tda00,85,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
分遣隊,分遣队,contextual,本作；详见使用限制,selected-tda00,86,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
分隊編成,分队编成,contextual,本作；详见使用限制,selected-tda00,87,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
南太平洋,南太平洋,contextual,本作；详见使用限制,selected-tda00,88,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
合衆国,合众国,contextual,本作；详见使用限制,selected-tda00,89,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
合衆国海兵隊,合众国海军陆战队,contextual,本作；详见使用限制,selected-tda00,90,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
太平洋,太平洋,contextual,本作；详见使用限制,selected-tda00,91,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
弔銃隊,鸣枪队,contextual,本作；详见使用限制,selected-tda00,92,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
戦術機分隊,战术机分队,contextual,本作；详见使用限制,selected-tda00,93,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
戦術機小隊,战术机小队,contextual,本作；详见使用限制,selected-tda00,94,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
戦術機母艦,战术机母舰,contextual,本作；详见使用限制,selected-tda00,95,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
戦術機部隊,战术机部队,contextual,本作；详见使用限制,selected-tda00,96,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
戦術機隊,战术机队,contextual,本作；详见使用限制,selected-tda00,97,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
戦術歩行戦闘機隊,战术步行战斗机队,contextual,本作；详见使用限制,selected-tda00,98,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
本艦海兵隊,本舰海军陆战队,contextual,本作；详见使用限制,selected-tda00,99,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
機分隊,机分队,contextual,本作；详见使用限制,selected-tda00,100,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
機械化装甲歩兵部隊,机械化装甲步兵部队,contextual,本作；详见使用限制,selected-tda00,101,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
歩兵小隊,步兵小队,contextual,本作；详见使用限制,selected-tda00,102,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
母艦戦術機隊,母舰战术机队,contextual,本作；详见使用限制,selected-tda00,103,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
母艦打撃群司令部,母舰打击群司令部,contextual,本作；详见使用限制,selected-tda00,104,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
決死隊,敢死队,contextual,本作；详见使用限制,selected-tda00,105,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
海兵分遣隊,海军陆战队分遣队,contextual,本作；详见使用限制,selected-tda00,106,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
海兵戦術機隊,海军陆战队战术机队,contextual,本作；详见使用限制,selected-tda00,107,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
海兵隊員,海军陆战队员,contextual,本作；详见使用限制,selected-tda00,108,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
海兵隊少尉,海军陆战队少尉,contextual,本作；详见使用限制,selected-tda00,109,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
海兵隊歩兵小隊,海军陆战队步兵小队,contextual,本作；详见使用限制,selected-tda00,110,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
海兵隊陸戦部隊,海军陆战队陆战部队,contextual,本作；详见使用限制,selected-tda00,111,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
海軍戦術機部隊,海军战术机部队,contextual,本作；详见使用限制,selected-tda00,112,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
海軍戦術機隊,海军战术机队,contextual,本作；详见使用限制,selected-tda00,113,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
海軍補給部隊,海军补给部队,contextual,本作；详见使用限制,selected-tda00,114,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
海軍駐留拠点,海军驻留据点,contextual,本作；详见使用限制,selected-tda00,115,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
第３海兵連隊,第3海军陆战队团,contextual,本作；详见使用限制,selected-tda00,116,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
第３１８戦術機隊,第318战术机队,contextual,本作；详见使用限制,selected-tda00,117,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
第３１８海兵戦術機隊,第318海军陆战队战术机队,contextual,本作；详见使用限制,selected-tda00,118,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
第５３６戦術機隊,第536战术机队,contextual,本作；详见使用限制,selected-tda00,119,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
第５３６海兵戦術機隊,第536海军陆战队战术机队,contextual,本作；详见使用限制,selected-tda00,120,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
米国,美国,contextual,本作；详见使用限制,selected-tda00,121,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
米国人,美国人,contextual,本作；详见使用限制,selected-tda00,122,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
米国海兵隊,美国海军陆战队,contextual,本作；详见使用限制,selected-tda00,123,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
米国海兵隊員,美国海军陆战队员,contextual,本作；详见使用限制,selected-tda00,124,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
米国軍人,美国军人,contextual,本作；详见使用限制,selected-tda00,125,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
米軍,美军,contextual,本作；详见使用限制,selected-tda00,126,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
米軍衛士,美军卫士,contextual,本作；详见使用限制,selected-tda00,127,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
英国,英国,contextual,本作；详见使用限制,selected-tda00,128,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
衛士たち,卫士们,contextual,本作；详见使用限制,selected-tda00,129,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
豪州,澳洲,contextual,本作；详见使用限制,selected-tda00,130,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
軍葬,军葬,contextual,本作；详见使用限制,selected-tda00,131,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
部隊葬,部队葬,contextual,本作；详见使用限制,selected-tda00,132,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
騎兵隊,骑兵队,contextual,本作；详见使用限制,selected-tda00,133,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
Ｂ小隊,B小队,contextual,本作；详见使用限制,selected-tda00,134,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
